Index	AttribID	AttackSpeed	MaxLife	MaxMana	FightPower	Miss	HitRate	MinBaseAttack	MaxBaseAttack	WoodDamage	WaterDamage	FireDamage	EarthDamage	MetalDamage	WoodResist	WaterResist	FireResist	EarthResist	MetalResist	DeadlyStrike	WeakenDeadlyStrike	SeriesEnhance
BW_1423	1423	100	{1,936000},{10,1490400},{20,2642400},{30,4352400},{40,6969600},{50,10440000},{60,15228000},{70,21286800},{80,29160000},{90,38826000},{100,50914800},{110,65491200},{120,83275200},{130,100652400},{140,119808000},{150,140389200},{160,162990000},{170,187225200},{180,213609600},{190,241790400},{200,272361600}	{10,468000},{20,3600000},{30,8640000},{40,17280000},{50,25920000},{60,36000000},{70,54000000},{80,69120000},{90,86400000},{100,108000000}	0	0	{1,10},{100,120}	{1,104},{10,175},{20,319},{30,511},{40,774},{50,1085},{60,1834},{70,2372},{80,2999},{90,3686},{100,4460},{110,5297},{120,6219},{130,7130},{140,8053},{150,8964},{160,9887},{170,10798},{180,11720},{190,12632},{200,13554}	{1,104},{10,175},{20,319},{30,511},{40,774},{50,1085},{60,1834},{70,2372},{80,2999},{90,3686},{100,4460},{110,5297},{120,6219},{130,7130},{140,8053},{150,8964},{160,9887},{170,10798},{180,11720},{190,12632},{200,13554}	0	0	0	0	0				{1,27},{10,48},{100,246}		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1424	1424	100	{1,1092000},{10,1738800},{20,3082800},{30,5077800},{40,8131200},{50,12180000},{60,17766000},{70,24834600},{80,34020000},{90,45297000},{100,59400600},{110,76406400},{120,97154400},{130,117427800},{140,139776000},{150,163787400},{160,190155000},{170,218429400},{180,249211200},{190,282088800},{200,317755200}	{10,468000},{20,3600000},{30,8640000},{40,17280000},{50,25920000},{60,36000000},{70,54000000},{80,69120000},{90,86400000},{100,108000000}	0	0	{1,10},{100,120}	{1,104},{10,175},{20,319},{30,511},{40,774},{50,1085},{60,1834},{70,2372},{80,2999},{90,3686},{100,4460},{110,5297},{120,6219},{130,7130},{140,8053},{150,8964},{160,9887},{170,10798},{180,11720},{190,12632},{200,13554}	{1,104},{10,175},{20,319},{30,511},{40,774},{50,1085},{60,1834},{70,2372},{80,2999},{90,3686},{100,4460},{110,5297},{120,6219},{130,7130},{140,8053},{150,8964},{160,9887},{170,10798},{180,11720},{190,12632},{200,13554}	0	0	0	0	0				{1,27},{10,48},{100,246}		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1425	1425	100	{1,1248000},{10,1987200},{20,3523200},{30,5803200},{40,9292800},{50,13920000},{60,20304000},{70,28382400},{80,38880000},{90,51768000},{100,67886400},{110,87321600},{120,111033600},{130,134203200},{140,159744000},{150,187185600},{160,217320000},{170,249633600},{180,284812800},{190,322387200},{200,363148800}	{10,468000},{20,3600000},{30,8640000},{40,17280000},{50,25920000},{60,36000000},{70,54000000},{80,69120000},{90,86400000},{100,108000000}	0	0	{1,10},{100,120}	{1,104},{10,175},{20,319},{30,511},{40,774},{50,1085},{60,1834},{70,2372},{80,2999},{90,3686},{100,4460},{110,5297},{120,6219},{130,7130},{140,8053},{150,8964},{160,9887},{170,10798},{180,11720},{190,12632},{200,13554}	{1,104},{10,175},{20,319},{30,511},{40,774},{50,1085},{60,1834},{70,2372},{80,2999},{90,3686},{100,4460},{110,5297},{120,6219},{130,7130},{140,8053},{150,8964},{160,9887},{170,10798},{180,11720},{190,12632},{200,13554}	0	0	0	0	0				{1,27},{10,48},{100,246}		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1430	1430	100	{1,12060000},{10,21420000},{20,41580000},{30,64620000},{40,101160000},{50,177480000},{60,409140000},{70,578700000},{80,797940000},{90,1068480000},{100,1406700000},{110,1815660000},{120,2013540000}	{10,468000},{20,3600000},{30,8640000},{40,17280000},{50,25920000},{60,36000000},{70,54000000},{80,69120000},{90,86400000},{100,108000000}	0	0	{1,10},{100,120}	{1,954},{10,1530},{20,2700},{30,3798},{40,5436},{50,8712},{60,18338},{70,23715},{80,29993},{90,36855},{100,44595},{110,52965},{120,62190},{130,71303},{140,80528},{150,89640},{160,98865},{170,107978},{180,117203},{190,126315},{200,135540}	{1,954},{10,1530},{20,2700},{30,3798},{40,5436},{50,8712},{60,18338},{70,23715},{80,29993},{90,36855},{100,44595},{110,52965},{120,62190},{130,71303},{140,80528},{150,89640},{160,98865},{170,107978},{180,117203},{190,126315},{200,135540}	0	0	0	0	0				{1,27},{10,48},{100,246}		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1432	1432	150	{1,585000},{10,931500},{20,1651500},{30,2720300},{40,4356000},{50,6525000},{60,9517500},{70,13304300},{80,18225000},{90,24266300},{100,31821800},{110,40932000},{120,52047000},{130,62907800},{140,74880000},{150,87743300},{160,101868800},{170,117015800},{180,133506000},{190,151119000},{200,170226000}	{10,99000},{20,180000},{30,252000},{40,342000},{50,792000},{60,1242000},{70,1692000},{80,4320000},{90,5400000},{100,6750000}	0	0	{1,10},{100,120}	{1,122},{10,204},{20,372},{30,596},{40,903},{50,1266},{60,2139},{70,2767},{80,3499},{90,4300},{100,5203},{110,6179},{120,7256},{130,8319},{140,9395},{150,10458},{160,11534},{170,12597},{180,13674},{190,14737},{200,15813}	{1,122},{10,204},{20,372},{30,596},{40,903},{50,1266},{60,2139},{70,2767},{80,3499},{90,4300},{100,5203},{110,6179},{120,7256},{130,8319},{140,9395},{150,10458},{160,11534},{170,12597},{180,13674},{190,14737},{200,15813}	0	0	0	0	0				{1,27},{10,48},{100,246}		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1433	1433	150	{1,1170000},{10,1863000},{20,3303000},{30,5440500},{40,8712000},{50,13050000},{60,19035000},{70,26608500},{80,36450000},{90,48532500},{100,63643500},{110,81864000},{120,104094000},{130,125815500},{140,149760000},{150,175486500},{160,203737500},{170,234031500},{180,267012000},{190,302238000},{200,340452000}	{10,132000},{20,240000},{30,336000},{40,456000},{50,1056000},{60,1656000},{70,2256000},{80,5760000},{90,7200000},{100,9000000}	0	0	{1,10},{100,120}	{1,122},{10,204},{20,372},{30,596},{40,903},{50,1266},{60,2139},{70,2767},{80,3499},{90,4300},{100,5203},{110,6179},{120,7256},{130,8319},{140,9395},{150,10458},{160,11534},{170,12597},{180,13674},{190,14737},{200,15813}	{1,122},{10,204},{20,372},{30,596},{40,903},{50,1266},{60,2139},{70,2767},{80,3499},{90,4300},{100,5203},{110,6179},{120,7256},{130,8319},{140,9395},{150,10458},{160,11534},{170,12597},{180,13674},{190,14737},{200,15813}	0	0	0	0	0				{1,27},{10,48},{100,246}		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1434	1434	150	{1,1755000},{10,2794500},{20,4954500},{30,8160800},{40,13068000},{50,19575000},{60,28552500},{70,39912800},{80,54675000},{90,72798800},{100,95465300},{110,122796000},{120,156141000},{130,188723300},{140,224640000},{150,263229800},{160,305606300},{170,351047300},{180,400518000},{190,453357000},{200,510678000}	{10,156000},{20,1200000},{30,2880000},{40,5760000},{50,8640000},{60,12000000},{70,18000000},{80,23040000},{90,28800000},{100,36000000}	0	0	{1,10},{100,120}	{1,122},{10,204},{20,372},{30,596},{40,903},{50,1266},{60,2139},{70,2767},{80,3499},{90,4300},{100,5203},{110,6179},{120,7256},{130,8319},{140,9395},{150,10458},{160,11534},{170,12597},{180,13674},{190,14737},{200,15813}	{1,122},{10,204},{20,372},{30,596},{40,903},{50,1266},{60,2139},{70,2767},{80,3499},{90,4300},{100,5203},{110,6179},{120,7256},{130,8319},{140,9395},{150,10458},{160,11534},{170,12597},{180,13674},{190,14737},{200,15813}	0	0	0	0	0				{1,27},{10,48},{100,246}		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1435	1435	100	{1,2340000},{10,3726000},{20,6606000},{30,10881000},{40,17424000},{50,26100000},{60,38070000},{70,53217000},{80,72900000},{90,97065000},{100,127287000},{110,163728000},{120,208188000},{130,251631000},{140,299520000},{150,350973000},{160,407475000},{170,468063000},{180,534024000},{190,604476000},{200,680904000}	{10,468000},{20,3600000},{30,8640000},{40,17280000},{50,25920000},{60,36000000},{70,54000000},{80,69120000},{90,86400000},{100,108000000}	0	0	{1,10},{100,120}	{1,122},{10,204},{20,372},{30,596},{40,903},{50,1266},{60,2139},{70,2767},{80,3499},{90,4300},{100,5203},{110,6179},{120,7256},{130,8319},{140,9395},{150,10458},{160,11534},{170,12597},{180,13674},{190,14737},{200,15813}	{1,122},{10,204},{20,372},{30,596},{40,903},{50,1266},{60,2139},{70,2767},{80,3499},{90,4300},{100,5203},{110,6179},{120,7256},{130,8319},{140,9395},{150,10458},{160,11534},{170,12597},{180,13674},{190,14737},{200,15813}	0	0	0	0	0				{1,27},{10,48},{100,246}		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1436	1436	100	{1,3510000},{10,5589000},{20,9909000},{30,16321500},{40,26136000},{50,39150000},{60,57105000},{70,79825500},{80,109350000},{90,145597500},{100,190930500},{110,245592000},{120,312282000},{130,377446500},{140,449280000},{150,526459500},{160,611212500},{170,702094500},{180,801036000},{190,906714000},{200,1021356000}	{10,468000},{20,3600000},{30,8640000},{40,17280000},{50,25920000},{60,36000000},{70,54000000},{80,69120000},{90,86400000},{100,108000000}	0	0	{1,10},{100,120}	{1,122},{10,204},{20,372},{30,596},{40,903},{50,1266},{60,2139},{70,2767},{80,3499},{90,4300},{100,5203},{110,6179},{120,7256},{130,8319},{140,9395},{150,10458},{160,11534},{170,12597},{180,13674},{190,14737},{200,15813}	{1,122},{10,204},{20,372},{30,596},{40,903},{50,1266},{60,2139},{70,2767},{80,3499},{90,4300},{100,5203},{110,6179},{120,7256},{130,8319},{140,9395},{150,10458},{160,11534},{170,12597},{180,13674},{190,14737},{200,15813}	0	0	0	0	0				{1,27},{10,48},{100,246}		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1500	1500	100	{1,222},{10,400},{20,600},{30,800},{40,1000},{50,1200},{60,1400},{70,1600},{80,1800},{90,2000},{100,2200}	{1,1050},{10,1500},{20,2000},{30,2500},{40,3000},{50,3500},{60,4000},{70,4500},{80,5000},{90,5500},{100,6000}	0	0	{1,1},{80,1}	{1,1},{80,1}	{1,1},{80,1}	0	0	0	0	0						{1,1},{80,1}		
BW_1501	1501	100	{1,1200},{10,5000},{20,8800},{30,14500},{40,23200},{50,34800},{60,50800},{70,71000},{80,97200},{90,129400},{100,169700},{110,218300},{120,277600},{130,335500},{140,399400},{150,468000},{160,543300},{170,624100},{180,712000},{190,806000},{200,907900}	{10,650},{20,5000},{30,12000},{40,24000},{50,36000},{60,50000},{70,75000},{80,96000},{90,120000},{100,150000}	0	0	{1,10},{100,120}	{1,27},{10,43},{20,75},{30,106},{40,151},{50,242},{60,611},{70,791},{80,1000},{90,1229},{100,1487},{110,1766},{120,2073},{130,2377},{140,2684},{150,2988},{160,3296},{170,3599},{180,3907},{190,4211},{200,4518}	{1,27},{10,43},{20,75},{30,106},{40,151},{50,242},{60,611},{70,791},{80,1000},{90,1229},{100,1487},{110,1766},{120,2073},{130,2377},{140,2684},{150,2988},{160,3296},{170,3599},{180,3907},{190,4211},{200,4518}	0	0	0	0	0						{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1502	1502	100	{1,2000},{10,3100},{20,5500},{30,9100},{40,14500},{50,21800},{60,31700},{70,44300},{80,60800},{90,80900},{100,106100},{110,136400},{120,173500},{130,209700},{140,249600},{150,292500},{160,339600},{170,390100},{180,445000},{190,503700},{200,567400}	{10,1300},{20,10000},{30,24000},{40,48000},{50,72000},{60,100000},{70,150000},{80,192000},{90,240000},{100,300000}	0	0	{1,1},{80,80}	{1,10},{10,15},{20,27},{30,38},{40,54},{50,87},{60,183},{70,237},{80,300},{90,369},{100,446},{110,530},{120,622},{130,713},{140,805},{150,896},{160,989},{170,1080},{180,1172},{190,1263},{200,1355}	{1,10},{10,15},{20,27},{30,38},{40,54},{50,87},{60,183},{70,237},{80,300},{90,369},{100,446},{110,530},{120,622},{130,713},{140,805},{150,896},{160,989},{170,1080},{180,1172},{190,1263},{200,1355}	0	0	0	0	0						{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1503	1503	100	{1,2600},{10,4100},{20,7300},{30,12100},{40,19400},{50,29000},{60,42300},{70,59100},{80,81000},{90,107900},{100,141400},{110,181900},{120,231300},{130,279600},{140,332800},{150,390000},{160,452800},{170,520100},{180,593400},{190,671600},{200,756600}	{10,1950},{20,15000},{30,36000},{40,72000},{50,108000},{60,150000},{70,225000},{80,288000},{90,360000},{100,450000}	0	0	{1,10},{100,120}	{1,27},{10,43},{20,75},{30,106},{40,151},{50,242},{60,611},{70,791},{80,1000},{90,1229},{100,1487},{110,1766},{120,2073},{130,2377},{140,2684},{150,2988},{160,3296},{170,3599},{180,3907},{190,4211},{200,4518}	{1,27},{10,43},{20,75},{30,106},{40,151},{50,242},{60,611},{70,791},{80,1000},{90,1229},{100,1487},{110,1766},{120,2073},{130,2377},{140,2684},{150,2988},{160,3296},{170,3599},{180,3907},{190,4211},{200,4518}	0	0	0	0	0						{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1504	1504	100	{1,3900},{10,6200},{20,11000},{30,18100},{40,29000},{50,43500},{60,63500},{70,88700},{80,121500},{90,161800},{100,212100},{110,272900},{120,347000},{130,419400},{140,499200},{150,585000},{160,679100},{170,780100},{180,890000},{190,1007500},{200,1134800}	{10,2600},{20,20000},{30,48000},{40,96000},{50,144000},{60,200000},{70,300000},{80,384000},{90,480000},{100,600000}	0	0	{1,10},{100,120}	{1,27},{10,43},{20,75},{30,106},{40,151},{50,242},{60,611},{70,791},{80,1000},{90,1229},{100,1487},{110,1766},{120,2073},{130,2377},{140,2684},{150,2988},{160,3296},{170,3599},{180,3907},{190,4211},{200,4518}	{1,27},{10,43},{20,75},{30,106},{40,151},{50,242},{60,611},{70,791},{80,1000},{90,1229},{100,1487},{110,1766},{120,2073},{130,2377},{140,2684},{150,2988},{160,3296},{170,3599},{180,3907},{190,4211},{200,4518}	0	0	0	0	0						{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1505	1505	100	{1,1200},{10,8300},{20,14700},{30,24200},{40,38700},{50,58000},{60,84600},{70,118300},{80,162000},{90,215700},{100,282900},{110,363800},{120,462600},{130,559200},{140,665600},{150,779900},{160,905500},{170,1040100},{180,1186700},{190,1343300},{200,1513100}	{1,1300},{10,2400},{20,4600},{30,7200},{40,11200},{50,19700},{60,48500},{70,68500},{80,94500},{90,126500},{100,166700},{110,215100},{120,274200},{130,332000},{140,395600},{150,464300},{160,539400},{170,620100},{180,707900},{190,801800},{200,903600}	0	0	{1,10},{100,120}	{1,27},{10,43},{20,75},{30,106},{40,151},{50,242},{60,611},{70,791},{80,1000},{90,1229},{100,1487},{110,1766},{120,2073},{130,2377},{140,2684},{150,2988},{160,3296},{170,3599},{180,3907},{190,4211},{200,4518}	{1,27},{10,43},{20,75},{30,106},{40,151},{50,242},{60,611},{70,791},{80,1000},{90,1229},{100,1487},{110,1766},{120,2073},{130,2377},{140,2684},{150,2988},{160,3296},{170,3599},{180,3907},{190,4211},{200,4518}	0	0	0	0	0						{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1506	1506	100	{1,7800},{10,12400},{20,22000},{30,36300},{40,58100},{50,87000},{60,126900},{70,177400},{80,243000},{90,323600},{100,424300},{110,545800},{120,694000},{130,838800},{140,998400},{150,1169900},{160,1358300},{170,1560200},{180,1780100},{190,2014900},{200,2269700}	{1,2000},{10,3600},{20,6900},{30,10800},{40,16900},{50,29600},{60,72800},{70,102800},{80,141800},{90,189800},{100,250100},{110,322700},{120,411200},{130,498000},{140,593400},{150,696400},{160,809100},{170,930100},{180,1061800},{190,1202700},{200,1355300}	0	0	{1,10},{100,120}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	0	0	0	0	0						{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1507	1507	100	{1,11700},{10,18600},{20,33000},{30,54400},{40,87100},{50,130500},{60,190400},{70,266100},{80,364500},{90,485300},{100,636400},{110,818600},{120,1040900},{130,1258200},{140,1497600},{150,1754900},{160,2037400},{170,2340300},{180,2670100},{190,3022400},{200,3404500}	{1,9000},{5,21600},{10,26400},{20,48000},{30,67200},{40,91200},{50,211200},{60,331200},{70,451200},{80,1152000},{90,1440000},{100,1800000}	0	0	{1,10},{100,120}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	0	0	0	0	0						{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1508	1508	100	{1,15600},{10,24800},{20,44000},{30,72500},{40,116200},{50,174000},{60,253800},{70,354800},{80,486000},{90,647100},{100,848600},{110,1091500},{120,1387900},{130,1677500},{140,1996800},{150,2339800},{160,2716500},{170,3120400},{180,3560200},{190,4029800},{200,4539400}	{1,11250},{5,27000},{10,33000},{20,60000},{30,84000},{40,114000},{50,264000},{60,414000},{70,564000},{80,1440000},{90,1800000},{100,2250000}	0	0	{1,10},{100,120}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	0	0	0	0	0						{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1509	1509	100	{1,19500},{10,31100},{20,55100},{30,90700},{40,145200},{50,217500},{60,317300},{70,443500},{80,607500},{90,808900},{100,1060700},{110,1364400},{120,1734900},{130,2096900},{140,2496000},{150,2924800},{160,3395600},{170,3900500},{180,4450200},{190,5037300},{200,5674200}	{1,3750},{5,9000},{10,11000},{20,20000},{30,28000},{40,38000},{50,88000},{60,138000},{70,188000},{80,480000},{90,600000},{100,750000}	0	0	{1,10},{100,120}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	0	0	0	0	0						{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1510	1515	100	{1,31200},{10,49700},{20,88100},{30,145100},{40,232300},{50,348000},{60,507600},{70,709600},{80,972000},{90,1294200},{100,1697200},{110,2183000},{120,2775800},{130,3355100},{140,3993600},{150,4679600},{160,5433000},{170,6240800},{180,7120300},{190,8059700},{200,9078700}	{1,6000},{5,14400},{10,17600},{20,32000},{30,44800},{40,60800},{50,140800},{60,220800},{70,300800},{80,768000},{90,960000},{100,1200000}	0	0	{1,10},{100,120}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	0	0	0	0	0						{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1511	1515	100	{1,31200},{10,49700},{20,88100},{30,145100},{40,232300},{50,348000},{60,507600},{70,709600},{80,972000},{90,1294200},{100,1697200},{110,2183000},{120,2775800},{130,3355100},{140,3993600},{150,4679600},{160,5433000},{170,6240800},{180,7120300},{190,8059700},{200,9078700}	{10,130},{20,1000},{30,2400},{40,4800},{50,7200},{60,10000},{70,15000},{80,19200},{90,24000},{100,30000}	0	0	{1,10},{100,120}	{1,63},{10,105},{20,191},{30,307},{40,464},{50,651},{60,1100},{70,1423},{80,1800},{90,2211},{100,2676},{110,3178},{120,3731},{130,4278},{140,4832},{150,5378},{160,5932},{170,6479},{180,7032},{190,7579},{200,8132}	{1,63},{10,105},{20,191},{30,307},{40,464},{50,651},{60,1100},{70,1423},{80,1800},{90,2211},{100,2676},{110,3178},{120,3731},{130,4278},{140,4832},{150,5378},{160,5932},{170,6479},{180,7032},{190,7579},{200,8132}	0	0	0	0	0						{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_1512	1512	100	{1,46800},{10,74500},{20,132100},{30,217600},{40,348500},{50,522000},{60,761400},{70,1064300},{80,1458000},{90,1941300},{100,2545700},{110,3274600},{120,4163800},{130,5032600},{140,5990400},{150,7019500},{160,8149500},{170,9361300},{180,10680500},{190,12089500},{200,13618100}	{10,325},{20,2500},{30,6000},{40,12000},{50,18000},{60,25000},{70,37500},{80,48000},{90,60000},{100,75000}	0	0	{1,10},{100,120}	{1,63},{10,105},{20,191},{30,307},{40,464},{50,651},{60,1100},{70,1423},{80,1800},{90,2211},{100,2676},{110,3178},{120,3731},{130,4278},{140,4832},{150,5378},{160,5932},{170,6479},{180,7032},{190,7579},{200,8132}	{1,63},{10,105},{20,191},{30,307},{40,464},{50,651},{60,1100},{70,1423},{80,1800},{90,2211},{100,2676},{110,3178},{120,3731},{130,4278},{140,4832},{150,5378},{160,5932},{170,6479},{180,7032},{190,7579},{200,8132}	0	0	0	0	0						{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
