nId	szShopType	nItemId	nSeries	bBind	szPrevWareId	szOpenTimeStr	szEndTimeStr	nLimitRule	szLimitParam	nPrice	szCurrencyType	szItemType	szOpenTimeFrame	szEndTimeFrame	szTimeFrame1	szTimeFrame2	nMonthCardLimit	nOfficialLimit
549	Remnants	3422	5	0				0		0	Coin						0	0
550	Remnants	3423	5	0				0		0	Coin						0	0
551	Remnants	3429	1	0				0		0	Coin						0	0
552	Remnants	3430	1	0				0		0	Coin						0	0
553	Remnants	3431	1	0				0		0	Coin						0	0
554	Remnants	3432	1	0				0		0	Coin						0	0
555	Remnants	3433	1	0				0		0	Coin						0	0
556	Remnants	3429	2	0				0		0	Coin						0	0
557	Remnants	3430	2	0				0		0	Coin						0	0
558	Remnants	3431	2	0				0		0	Coin						0	0
559	Npc	3432	2	0				0		0	Coin						0	0
560	Npc	3433	2	0				0		0	Coin						0	0
561	Npc	3429	3	0				0		0	Coin						0	0
562	Npc	3430	3	0				0		0	Coin						0	0
563	Npc	3431	3	0				0		0	Coin						0	0
564	Npc	3432	3	0				0		0	Coin						0	0
565	Tong	3433	3	0				0		0	Coin						0	0
566	Npc	3429	4	0				0		0	Coin						0	0
567	Npc	3430	4	0				0		0	Coin						0	0
568	Npc	3431	4	0				0		0	Coin						0	0
569	Npc	3432	4	0				0		0	Coin						0	0
570	Npc	3433	4	0				0		0	Coin						0	0
571	Npc	3429	5	0				0		0	Coin						0	0
572	Npc	3430	5	0				0		0	Coin						0	0
573	Npc	3431	5	0				0		0	Coin						0	0
574	Npc	3432	5	0				0		0	Coin						0	0
575	Npc	3433	5	0				0		0	Coin						0	0
576	Npc	3439	1	0				0		0	Coin						0	0
577	Npc	3440	1	0				0		0	Coin						0	0
578	Npc	3441	1	0				0		0	Coin						0	0
579	Npc	3442	1	0				0		0	Coin						0	0
580	Npc	3443	1	0				0		0	Coin						0	0
581	Npc	3439	2	0				0		0	Coin						0	0
582	Npc	3440	2	0				0		0	Coin						0	0
583	Npc	3441	2	0				0		0	Coin						0	0
584	Npc	3442	2	0				0		0	Coin						0	0
585	Npc	3443	2	0				0		0	Coin						0	0
586	Npc	3439	3	0				0		0	Coin						0	0
587	Npc	3440	3	0				0		0	Coin						0	0
588	Npc	3441	3	0				0		0	Coin						0	0
589	Npc	3442	3	0				0		0	Coin						0	0
590	Npc	3443	3	0				0		0	Coin						0	0
591	Npc	3439	4	0				0		0	Coin						0	0
592	Npc	3440	4	0				0		0	Coin						0	0
593	Npc	3441	4	0				0		0	Coin						0	0
594	Npc	3442	4	0				0		0	Coin						0	0
595	Npc	3443	4	0				0		0	Coin						0	0
596	Npc	3439	5	0				0		0	Coin						0	0
597	Npc	3440	5	0				0		0	Coin						0	0
598	Npc	3441	5	0				0		0	Coin						0	0
599	Npc	3442	5	0				0		0	Coin						0	0
600	Npc	3443	5	0				0		0	Coin						0	0
601	Npc	3449	1	0				0		0	Coin						0	0
602	Npc	3450	1	0				0		0	Coin						0	0
603	Npc	3451	1	0				0		0	Coin						0	0
604	Npc	3452	1	0				0		0	Coin						0	0
605	Npc	3453	1	0				0		0	Coin						0	0
606	Npc	3449	2	0				0		0	Coin						0	0
607	Npc	3450	2	0				0		0	Coin						0	0
608	Npc	3451	2	0				0		0	Coin						0	0
609	Npc	3452	2	0				0		0	Coin						0	0
610	Npc	3453	2	0				0		0	Coin						0	0
611	Npc	3449	3	0				0		0	Coin						0	0
612	Npc	3450	3	0				0		0	Coin						0	0
613	Npc	3451	3	0				0		0	Coin						0	0
614	Npc	3452	3	0				0		0	Coin						0	0
615	Npc	3453	3	0				0		0	Coin						0	0
616	Npc	3449	4	0				0		0	Coin						0	0
617	Npc	3450	4	0				0		0	Coin						0	0
618	Npc	3451	4	0				0		0	Coin						0	0
619	Npc	3452	4	0				0		0	Coin						0	0
620	Npc	3453	4	0				0		0	Coin						0	0
621	Npc	3449	5	0				0		0	Coin						0	0
622	Npc	3450	5	0				0		0	Coin						0	0
623	Npc	3451	5	0				0		0	Coin						0	0
624	Npc	3452	5	0				0		0	Coin						0	0
625	Npc	3453	5	0				0		0	Coin						0	0
626	Npc	3375	1	0				0		0	Coin						0	0
627	Npc	3376	1	0				0		0	Coin						0	0
628	Npc	3377	1	0				0		0	Coin						0	0
629	Npc	3378	1	0				0		0	Coin						0	0
630	Npc	3379	1	0				0		0	Coin						0	0
631	Npc	3375	2	0				0		0	Coin						0	0
632	Npc	3376	2	0				0		0	Coin						0	0
633	Npc	3377	2	0				0		0	Coin						0	0
634	Npc	3378	2	0				0		0	Coin						0	0
635	Npc	3379	2	0				0		0	Coin						0	0
636	Npc	3375	3	0				0		0	Coin						0	0
637	Npc	3376	3	0				0		0	Coin						0	0
638	Npc	3377	3	0				0		0	Coin						0	0
639	Npc	3378	3	0				0		0	Coin						0	0
640	Npc	3379	3	0				0		0	Coin						0	0
641	Npc	3375	4	0				0		0	Coin						0	0
642	Npc	3376	4	0				0		0	Coin						0	0
643	Npc	3377	4	0				0		0	Coin						0	0
644	Npc	3378	4	0				0		0	Coin						0	0
645	Npc	3379	4	0				0		0	Coin						0	0
646	Npc	3375	5	0				0		0	Coin						0	0
647	Npc	3376	5	0				0		0	Coin						0	0
648	Npc	3377	5	0				0		0	Coin						0	0
649	Npc	3378	5	0				0		0	Coin						0	0
650	Npc	3379	5	0				0		0	Coin						0	0
651	Npc	3385	1	0				0		0	Coin						0	0
652	Npc	3386	1	0				0		0	Coin						0	0
653	Returner	3387	1	0				0		0	Coin						0	0
654	Returner	3388	1	0				0		0	Coin						0	0
655	Returner	3389	1	0				0		0	Coin						0	0
656	Returner	3385	2	0				0		0	Coin						0	0
657	Returner	3386	2	0				0		0	Coin						0	0
658	Returner	3387	2	0				0		0	Coin						0	0
659	Returner	3388	2	0				0		0	Coin						0	0
660	Returner	3389	2	0				0		0	Coin						0	0
661	Returner	3385	3	0				0		0	Coin						0	0
662	Returner	3386	3	0				0		0	Coin						0	0
663	Npc	3387	3	0				0		0	Coin						0	0
664	Npc	3388	3	0				0		0	Coin						0	0
665	Npc	3389	3	0				0		0	Coin						0	0
666	Npc	3385	4	0				0		0	Coin						0	0
667	Npc	3386	4	0				0		0	Coin						0	0
668	Npc	3387	4	0				0		0	Coin						0	0
669	Npc	3388	4	0				0		0	Coin						0	0
670	Npc	3389	4	0				0		0	Coin						0	0
671	Npc	3385	5	0				0		0	Coin						0	0
672	Npc	3386	5	0				0		0	Coin						0	0
673	Npc	3387	5	0				0		0	Coin						0	0
674	Npc	3388	5	0				0		0	Coin						0	0
675	Npc	3389	5	0				0		0	Coin						0	0
676	Npc	100	0	0				0		0	Coin						0	0
677	Npc	101	0	0				0		0	Coin						0	0
678	Npc	102	0	0				0		0	Coin						0	0
679	Npc	103	0	0				0		0	Coin						0	0
680	Npc	104	0	0				0		0	Coin						0	0
681	Npc	111	0	0				0		0	Coin						0	0
682	Npc	112	0	0				0		0	Coin						0	0
683	Npc	113	0	0				0		0	Coin						0	0
684	Npc	114	0	0				0		0	Coin						0	0
685	Npc	115	0	0				0		0	Coin						0	0
686	Npc	122	0	0				0		0	Coin						0	0
687	Npc	123	0	0				0		0	Coin						0	0
688	Npc	124	0	0				0		0	Coin						0	0
689	Npc	125	0	0				0		0	Coin						0	0
690	Npc	126	0	0				0		0	Coin						0	0
691	Npc	133	0	0				0		0	Coin						0	0
692	Npc	134	0	0				0		0	Coin						0	0
693	Npc	135	0	0				0		0	Coin						0	0
694	Npc	136	0	0				0		0	Coin						0	0
695	Npc	137	0	0				0		0	Coin						0	0
696	Npc	138	0	0				0		0	Coin						0	0
697	Npc	139	0	0				0		0	Coin						0	0
698	Npc	140	0	0				0		0	Coin						0	0
699	Npc	141	0	0				0		0	Coin						0	0
700	Npc	142	0	0				0		0	Coin						0	0
701	Npc	226	0	0				0		0	Coin						0	0
702	Npc	218	0	0				0		0	Coin						0	0
703	Npc	0	0	0				0		0	Coin						0	0
704	Npc	0	0	0				0		0	Coin						0	0
705	Npc	0	0	0				0		0	Coin						0	0
706	Npc	0	0	0				0		0	Coin						0	0
707	Npc	0	0	0				0		0	Coin						0	0
708	Npc	0	0	0				0		0	Coin						0	0
709	Npc	0	0	0				0		0	Coin						0	0
710	Npc	0	0	0				0		0	Coin						0	0
711	Npc	0	0	0				0		0	Coin						0	0
712	Npc	200	0	0				0		0	Coin						0	0
713	Npc	201	0	0				0		0	Coin						0	0
714	Npc	204	0	0				0		0	Coin						0	0
716	Npc	2184	0	0				0		0	Coin						0	0
717	Npc	2185	0	0				0		0	Coin						0	0
718	Npc	2186	0	0				0		0	Coin						0	0
719	Npc	2187	0	0				0		0	Coin						0	0
720	Npc	2188	0	0				0		0	Coin						0	0
721	Npc	2189	0	0				0		0	Coin						0	0
722	Npc	2190	0	0				0		0	Coin						0	0
723	Npc	2191	0	0				0		0	Coin						0	0
724	Npc	2192	0	0				0		0	Coin						0	0
725	Npc	2193	0	0				0		0	Coin						0	0
726	Npc	2204	0	0				0		0	Coin						0	0
727	Npc	2205	0	0				0		0	Coin						0	0
728	Npc	2206	0	0				0		0	Coin						0	0
729	Npc	2207	0	0				0		0	Coin						0	0
730	Npc	2208	0	0				0		0	Coin						0	0
731	Npc	2209	0	0				0		0	Coin						0	0
732	Npc	2210	0	0				0		0	Coin						0	0
733	Npc	2211	0	0				0		0	Coin						0	0
734	Npc	2212	0	0				0		0	Coin						0	0
735	Npc	2213	0	0				0		0	Coin						0	0
736	Npc	2224	0	0				0		0	Coin						0	0
737	Npc	2225	0	0				0		0	Coin						0	0
738	Npc	2226	0	0				0		0	Coin						0	0
739	Npc	2227	0	0				0		0	Coin						0	0
740	Npc	2228	0	0				0		0	Coin						0	0
741	Npc	2229	0	0				0		0	Coin						0	0
742	Npc	2230	0	0				0		0	Coin						0	0
743	Npc	2231	0	0				0		0	Coin						0	0
744	Npc	2232	0	0				0		0	Coin						0	0
745	Npc	2233	0	0				0		0	Coin						0	0
746	Npc	2244	0	0				0		0	Coin						0	0
747	Npc	2245	0	0				0		0	Coin						0	0
748	Npc	2246	0	0				0		0	Coin						0	0
749	Npc	2247	0	0				0		0	Coin						0	0
750	Npc	2248	0	0				0		0	Coin						0	0
751	Npc	2249	0	0				0		0	Coin						0	0
752	Npc	2250	0	0				0		0	Coin						0	0
753	Npc	2251	0	0				0		0	Coin						0	0
754	Npc	2252	0	0				0		0	Coin						0	0
755	Npc	2253	0	0				0		0	Coin						0	0
756	Npc	2264	0	0				0		0	Coin						0	0
757	Npc	2265	0	0				0		0	Coin						0	0
758	Npc	2266	0	0				0		0	Coin						0	0
759	Npc	2267	0	0				0		0	Coin						0	0
760	Npc	2268	0	0				0		0	Coin						0	0
761	Npc	2269	0	0				0		0	Coin						0	0
762	Npc	2270	0	0				0		0	Coin						0	0
763	Npc	2271	0	0				0		0	Coin						0	0
764	Npc	2272	0	0				0		0	Coin						0	0
765	Npc	2273	0	0				0		0	Coin						0	0
766	Npc	2284	0	0				0		0	Coin						0	0
767	Npc	2285	0	0				0		0	Coin						0	0
768	Npc	2286	0	0				0		0	Coin						0	0
769	Npc	2287	0	0				0		0	Coin						0	0
770	Npc	2288	0	0				0		0	Coin						0	0
771	Npc	2289	0	0				0		0	Coin						0	0
772	Npc	2290	0	0				0		0	Coin						0	0
773	Npc	2291	0	0				0		0	Coin						0	0
774	Npc	2292	0	0				0		0	Coin						0	0
775	Npc	2293	0	0				0		0	Coin						0	0
776	Npc	2304	0	0				0		0	Coin						0	0
777	Npc	2305	0	0				0		0	Coin						0	0
778	Npc	2306	0	0				0		0	Coin						0	0
779	Npc	2307	0	0				0		0	Coin						0	0
780	Npc	2308	0	0				0		0	Coin						0	0
781	Npc	2309	0	0				0		0	Coin						0	0
782	Npc	2310	0	0				0		0	Coin						0	0
783	Npc	2311	0	0				0		0	Coin						0	0
784	Npc	2312	0	0				0		0	Coin						0	0
785	Npc	2313	0	0				0		0	Coin						0	0
786	Npc	2324	0	0				0		0	Coin						0	0
787	Npc	2325	0	0				0		0	Coin						0	0
788	Npc	2326	0	0				0		0	Coin						0	0
789	Npc	2327	0	0				0		0	Coin						0	0
790	Npc	2328	0	0				0		0	Coin						0	0
791	Npc	2329	0	0				0		0	Coin						0	0
792	Npc	2330	0	0				0		0	Coin						0	0
793	Npc	2331	0	0				0		0	Coin						0	0
794	Npc	2332	0	0				0		0	Coin						0	0
795	Npc	2333	0	0				0		0	Coin						0	0
796	Npc	2344	0	0				0		0	Coin						0	0
797	Npc	2345	0	0				0		0	Coin						0	0
798	Npc	2346	0	0				0		0	Coin						0	0
799	Npc	2347	0	0				0		0	Coin						0	0
800	Npc	2348	0	0				0		0	Coin						0	0
801	Npc	2349	0	0				0		0	Coin						0	0
802	Npc	2350	0	0				0		0	Coin						0	0
803	Npc	2351	0	0				0		0	Coin						0	0
804	Npc	2352	0	0				0		0	Coin						0	0
805	Npc	2353	0	0				0		0	Coin						0	0
806	Npc	2364	0	0				0		0	Coin						0	0
807	Npc	2365	0	0				0		0	Coin						0	0
808	Npc	2366	0	0				0		0	Coin						0	0
809	Npc	2367	0	0				0		0	Coin						0	0
810	Npc	2368	0	0				0		0	Coin						0	0
811	Npc	2369	0	0				0		0	Coin						0	0
812	Npc	2370	0	0				0		0	Coin						0	0
813	Npc	2371	0	0				0		0	Coin						0	0
814	Npc	2372	0	0				0		0	Coin						0	0
815	Npc	2373	0	0				0		0	Coin						0	0
816	Npc	106	0	0				0		0	Coin						0	0
817	Npc	107	0	0				0		0	Coin						0	0
818	Npc	108	0	0				0		0	Coin						0	0
819	Npc	109	0	0				0		0	Coin						0	0
820	Npc	110	0	0				0		0	Coin						0	0
821	Npc	128	0	0				0		0	Coin						0	0
822	Npc	129	0	0				0		0	Coin						0	0
823	Npc	130	0	0				0		0	Coin						0	0
824	Npc	131	0	0				0		0	Coin						0	0
825	Npc	132	0	0				0		0	Coin						0	0
831	Npc	3459	0	0				0		0	Coin						0	0
832	Npc	3460	0	0				0		0	Coin						0	0
833	Npc	3461	0	0				0		0	Coin						0	0
834	Npc	3462	0	0				0		0	Coin						0	0
840	Npc	143	0	0				0		0	Coin						0	0
841	Npc	144	0	0				0		0	Coin						0	0
842	Npc	145	0	0				0		0	Coin						0	0
843	Npc	146	0	0				0		0	Coin						0	0
844	Npc	147	0	0				0		0	Coin						0	0
845	Npc	148	0	0				0		0	Coin						0	0
846	Npc	149	0	0				0		0	Coin						0	0
847	Npc	150	0	0				0		0	Coin						0	0
848	Npc	151	0	0				0		0	Coin						0	0
886	HunShi	2384	0	0				0		0	Coin						0	0
887	HunShi	2386	0	0				0		0	Coin						0	0
888	HunShi	2388	0	0				0		0	Coin						0	0
889	Npc	2390	0	0				0		0	Coin						0	0
890	Npc	2392	0	0				0		0	Coin						0	0
891	Npc	331	0	0				0		0	Coin						0	0
892	Npc	5201	5	1				0		0	Coin						0	0
893	Npc	5202	5	1				0		0	Coin						0	0
894	Npc	5203	5	1				0		0	Coin						0	0
895	Npc	5204	5	1				0		0	Coin						0	0
896	Npc	5205	5	1				0		0	Coin						0	0
897	Npc	5206	5	1				0		0	Coin						0	0
898	Npc	5207	5	1				0		0	Coin						0	0
899	Npc	5208	5	1				0		0	Coin						0	0
900	Npc	5209	5	1				0		0	Coin						0	0
901	Npc	5210	5	1				0		0	Coin						0	0
902	Npc	5211	5	1				0		0	Coin						0	0
903	Npc	5212	5	1				0		0	Coin						0	0
916	Npc	5225	3	1				0		0	Coin						0	0
917	Npc	5226	3	1				0		0	Coin						0	0
918	Npc	5227	3	1				0		0	Coin						0	0
919	Npc	5228	3	1				0		0	Coin						0	0
920	Npc	5229	3	1				0		0	Coin						0	0
921	Npc	5230	3	1				0		0	Coin						0	0
922	Npc	5231	3	1				0		0	Coin						0	0
923	Npc	5232	3	1				0		0	Coin						0	0
924	Npc	5233	3	1				0		0	Coin						0	0
925	Npc	5234	3	1				0		0	Coin						0	0
926	Npc	5235	3	1				0		0	Coin						0	0
927	Npc	5236	3	1				0		0	Coin						0	0
928	Npc	5237	3	1				0		0	Coin						0	0
929	Npc	5238	3	1				0		0	Coin						0	0
930	Npc	5239	3	1				0		0	Coin						0	0
931	Npc	5240	3	1				0		0	Coin						0	0
932	Npc	5241	3	1				0		0	Coin						0	0
933	Npc	5242	3	1				0		0	Coin						0	0
934	Npc	5243	3	1				0		0	Coin						0	0
935	Npc	5244	3	1				0		0	Coin						0	0
936	Npc	5245	3	1				0		0	Coin						0	0
937	Npc	5246	3	1				0		0	Coin						0	0
938	Npc	5247	3	1				0		0	Coin						0	0
939	Npc	5248	3	1				0		0	Coin						0	0
940	Npc	5249	5	1				0		0	Coin						0	0
941	Npc	5250	1	1				0		0	Coin						0	0
942	Npc	5251	1	1				0		0	Coin						0	0
943	Npc	5252	1	1				0		0	Coin						0	0
944	Npc	5253	1	1				0		0	Coin						0	0
945	Npc	5254	1	1				0		0	Coin						0	0
946	Npc	5255	1	1				0		0	Coin						0	0
947	Npc	5256	1	1				0		0	Coin						0	0
948	Npc	5257	1	1				0		0	Coin						0	0
949	Npc	5258	1	1				0		0	Coin						0	0
950	Npc	5259	1	1				0		0	Coin						0	0
951	Npc	5260	1	1				0		0	Coin						0	0
952	Npc	5261	1	1				0		0	Coin						0	0
953	Npc	5262	1	1				0		0	Coin						0	0
954	Npc	5263	1	1				0		0	Coin						0	0
955	Repute	5264	1	1				0		0	Coin						0	0
956	Repute	5265	1	1				0		0	Coin						0	0
957	Repute	5266	1	1				0		0	Coin						0	0
958	Repute	5267	1	1				0		0	Coin						0	0
959	Repute	5268	1	1				0		0	Coin						0	0
960	Repute	5269	1	1				0		0	Coin						0	0
961	Repute	5270	1	1				0		0	Coin						0	0
962	Repute	5271	1	1				0		0	Coin						0	0
963	Repute	5272	1	1				0		0	Coin						0	0
964	Repute	5273	2	1				0		0	Coin						0	0
965	Repute	5274	2	1				0		0	Coin						0	0
966	Repute	5275	2	1				0		0	Coin						0	0
967	Repute	5276	2	1				0		0	Coin						0	0
968	Repute	5277	2	1				0		0	Coin						0	0
969	Repute	5278	2	1				0		0	Coin						0	0
970	Repute	5279	2	1				0		0	Coin						0	0
971	Repute	5280	2	1				0		0	Coin						0	0
972	Repute	5281	2	1				0		0	Coin						0	0
973	Repute	5282	2	1				0		0	Coin						0	0
974	Repute	5283	2	1				0		0	Coin						0	0
975	Repute	5284	2	1				0		0	Coin						0	0
976	Repute	5285	2	1				0		0	Coin						0	0
977	Repute	5286	2	1				0		0	Coin						0	0
978	Repute	5287	2	1				0		0	Coin						0	0
979	Repute	5288	2	1				0		0	Coin						0	0
980	Repute	5289	2	1				0		0	Coin						0	0
981	Repute	5290	2	1				0		0	Coin						0	0
982	Repute	5291	2	1				0		0	Coin						0	0
983	Repute	5292	2	1				0		0	Coin						0	0
984	Repute	5293	2	1				0		0	Coin						0	0
985	Repute	5294	2	1				0		0	Coin						0	0
986	Repute	5295	2	1				0		0	Coin						0	0
987	Repute	5296	2	1				0		0	Coin						0	0
988	Repute	5297	4	1				0		0	Coin						0	0
989	Repute	5298	4	1				0		0	Coin						0	0
990	Repute	5299	4	1				0		0	Coin						0	0
991	Repute	5300	4	1				0		0	Coin						0	0
992	Repute	5301	4	1				0		0	Coin						0	0
993	Repute	5302	4	1				0		0	Coin						0	0
994	Repute	5303	4	1				0		0	Coin						0	0
995	Repute	5304	4	1				0		0	Coin						0	0
996	Repute	5305	4	1				0		0	Coin						0	0
997	Repute	5306	4	1				0		0	Coin						0	0
998	Repute	5307	4	1				0		0	Coin						0	0
999	Repute	5308	4	1				0		0	Coin						0	0
1000	Repute	5309	4	1				0		0	Coin						0	0
1001	Repute	5310	4	1				0		0	Coin						0	0
1002	Repute	5311	4	1				0		0	Coin						0	0
1003	Repute	5312	4	1				0		0	Coin						0	0
1004	Repute	5313	4	1				0		0	Coin						0	0
1005	Repute	5314	4	1				0		0	Coin						0	0
1006	Repute	5315	4	1				0		0	Coin						0	0
1007	Repute	5316	4	1				0		0	Coin						0	0
1008	Repute	5317	4	1				0		0	Coin						0	0
1009	Repute	5318	4	1				0		0	Coin						0	0
1010	Repute	5319	4	1				0		0	Coin						0	0
1011	Repute	5320	4	1				0		0	Coin						0	0
1012	Repute	5321	2	1				0		0	Coin						0	0
1013	Repute	5322	2	1				0		0	Coin						0	0
1014	Repute	5323	2	1				0		0	Coin						0	0
1015	Repute	5324	2	1				0		0	Coin						0	0
1016	Repute	5325	2	1				0		0	Coin						0	0
1017	Repute	5326	2	1				0		0	Coin						0	0
1018	Repute	5327	2	1				0		0	Coin						0	0
1019	Repute	5328	2	1				0		0	Coin						0	0
1020	Repute	5329	2	1				0		0	Coin						0	0
1021	Repute	5330	2	1				0		0	Coin						0	0
1022	Repute	5331	2	1				0		0	Coin						0	0
1023	Repute	5332	2	1				0		0	Coin						0	0
1024	Repute	0	0	0				0		0	Coin						0	0
1025	Repute	0	0	0				0		0	Coin						0	0
1026	Repute	0	0	0				0		0	Coin						0	0
1027	Repute	0	0	0				0		0	Coin						0	0
1028	Repute	0	0	0				0		0	Coin						0	0
1029	Repute	0	0	0				0		0	Coin						0	0
1030	Repute	0	0	0				0		0	Coin						0	0
1031	Repute	0	0	0				0		0	Coin						0	0
1032	Repute	0	0	0				0		0	Coin						0	0
1033	Repute	0	0	0				0		0	Coin						0	0
1034	Repute	0	0	0				0		0	Coin						0	0
1035	Repute	0	0	0				0		0	Coin						0	0
1036	Repute	5345	3	1				0		0	Coin						0	0
1037	Repute	5346	3	1				0		0	Coin						0	0
1038	Repute	5347	3	1				0		0	Coin						0	0
1039	Repute	5348	3	1				0		0	Coin						0	0
1040	Repute	5349	3	1				0		0	Coin						0	0
1041	Repute	5350	3	1				0		0	Coin						0	0
1042	Repute	5351	3	1				0		0	Coin						0	0
1043	Repute	5352	3	1				0		0	Coin						0	0
1044	Repute	5353	3	1				0		0	Coin						0	0
1045	Repute	5354	3	1				0		0	Coin						0	0
1046	Repute	5355	3	1				0		0	Coin						0	0
1047	Repute	5356	3	1				0		0	Coin						0	0
1048	Repute	5357	3	1				0		0	Coin						0	0
1049	Repute	5358	3	1				0		0	Coin						0	0
1050	Repute	5359	3	1				0		0	Coin						0	0
1051	Repute	5360	3	1				0		0	Coin						0	0
1052	Repute	5361	3	1				0		0	Coin						0	0
1053	Repute	5362	3	1				0		0	Coin						0	0
1054	Repute	5363	3	1				0		0	Coin						0	0
1055	Repute	5364	3	1				0		0	Coin						0	0
1056	Repute	5365	3	1				0		0	Coin						0	0
1057	Repute	5366	3	1				0		0	Coin						0	0
1058	Repute	5367	3	1				0		0	Coin						0	0
1059	Repute	5368	3	1				0		0	Coin						0	0
1060	Repute	5369	1	1				0		0	Coin						0	0
1061	Repute	5370	1	1				0		0	Coin						0	0
1062	Repute	5371	1	1				0		0	Coin						0	0
1063	Repute	5372	1	1				0		0	Coin						0	0
1064	Repute	5373	1	1				0		0	Coin						0	0
1065	Repute	5374	1	1				0		0	Coin						0	0
1066	Repute	5375	1	1				0		0	Coin						0	0
1067	Repute	5376	1	1				0		0	Coin						0	0
1068	Repute	5377	1	1				0		0	Coin						0	0
1069	Repute	5378	1	1				0		0	Coin						0	0
1070	Repute	5379	1	1				0		0	Coin						0	0
1071	Repute	5380	1	1				0		0	Coin						0	0
1072	Repute	5381	1	1				0		0	Coin						0	0
1073	Repute	5382	1	1				0		0	Coin						0	0
1074	Repute	5383	1	1				0		0	Coin						0	0
1075	Repute	5384	1	1				0		0	Coin						0	0
1076	Repute	5385	1	1				0		0	Coin						0	0
1077	Repute	5386	1	1				0		0	Coin						0	0
1078	Repute	5387	1	1				0		0	Coin						0	0
1079	Repute	5388	1	1				0		0	Coin						0	0
1080	Repute	5389	1	1				0		0	Coin						0	0
1081	Repute	5390	1	1				0		0	Coin						0	0
1082	Repute	5391	1	1				0		0	Coin						0	0
1083	Repute	5392	1	1				0		0	Coin						0	0
1084	Repute	5393	2	1				0		0	Coin						0	0
1085	Repute	5394	2	1				0		0	Coin						0	0
1086	Repute	5395	2	1				0		0	Coin						0	0
1087	Repute	5396	2	1				0		0	Coin						0	0
1088	Repute	5397	2	1				0		0	Coin						0	0
1089	Repute	5398	2	1				0		0	Coin						0	0
1090	Repute	5399	2	1				0		0	Coin						0	0
1091	Repute	5400	2	1				0		0	Coin						0	0
1092	Repute	5401	2	1				0		0	Coin						0	0
1093	Repute	5402	2	1				0		0	Coin						0	0
1094	Repute	5403	2	1				0		0	Coin						0	0
1095	Repute	5404	2	1				0		0	Coin						0	0
1096	Repute	5405	2	1				0		0	Coin						0	0
1097	Repute	5406	2	1				0		0	Coin						0	0
1098	Repute	5407	2	1				0		0	Coin						0	0
1099	Repute	5408	2	1				0		0	Coin						0	0
1100	Repute	5409	2	1				0		0	Coin						0	0
1101	Repute	5410	2	1				0		0	Coin						0	0
1102	Repute	5411	2	1				0		0	Coin						0	0
1103	Repute	5412	2	1				0		0	Coin						0	0
1104	Repute	5413	2	1				0		0	Coin						0	0
1105	Repute	5414	2	1				0		0	Coin						0	0
1106	Repute	5415	2	1				0		0	Coin						0	0
1107	Repute	5416	2	1				0		0	Coin						0	0
1108	Repute	5417	4	1				0		0	Coin						0	0
1109	Repute	5418	4	1				0		0	Coin						0	0
1110	Repute	5419	4	1				0		0	Coin						0	0
1111	Repute	5420	4	1				0		0	Coin						0	0
1112	Repute	5421	4	1				0		0	Coin						0	0
1113	Repute	5422	4	1				0		0	Coin						0	0
1114	Repute	5423	4	1				0		0	Coin						0	0
1115	HunShi	5424	4	1				0		0	Coin						0	0
1116	HunShi	5425	4	1				0		0	Coin						0	0
1117	HunShi	5426	4	1				0		0	Coin						0	0
1118	HunShi	5427	4	1				0		0	Coin						0	0
1119	Npc	5428	4	1				0		0	Coin						0	0
1120	Npc	5429	4	1				0		0	Coin						0	0
1121	Repute	5430	4	1				0		0	Coin						0	0
1122	Repute	5431	4	1				0		0	Coin						0	0
1123	Repute	5432	4	1				0		0	Coin						0	0
1124	Repute	5433	4	1				0		0	Coin						0	0
1125	Repute	5434	4	1				0		0	Coin						0	0
1126	Repute	5435	4	1				0		0	Coin						0	0
1127	Repute	5436	4	1				0		0	Coin						0	0
1128	Repute	5437	4	1				0		0	Coin						0	0
1129	Repute	5438	4	1				0		0	Coin						0	0
1130	Repute	5439	4	1				0		0	Coin						0	0
1131	Repute	5440	4	1				0		0	Coin						0	0
1132	Repute	5441	5	1				0		0	Coin						0	0
1133	Repute	5442	5	1				0		0	Coin						0	0
1134	Repute	5443	5	1				0		0	Coin						0	0
1135	Repute	5444	5	1				0		0	Coin						0	0
1136	Repute	5445	5	1				0		0	Coin						0	0
1137	Repute	5446	5	1				0		0	Coin						0	0
1138	Repute	5447	5	1				0		0	Coin						0	0
1139	Repute	5448	5	1				0		0	Coin						0	0
1140	Repute	5449	5	1				0		0	Coin						0	0
1141	Repute	5450	5	1				0		0	Coin						0	0
1142	Repute	5451	5	1				0		0	Coin						0	0
1143	Repute	5452	5	1				0		0	Coin						0	0
1144	Repute	0	0	0				0		0	Coin						0	0
1145	Repute	0	0	0				0		0	Coin						0	0
1146	Repute	0	0	0				0		0	Coin						0	0
1147	Repute	0	0	0				0		0	Coin						0	0
1148	Repute	0	0	0				0		0	Coin						0	0
1149	Repute	0	0	0				0		0	Coin						0	0
1150	Repute	0	0	0				0		0	Coin						0	0
1151	Repute	0	0	0				0		0	Coin						0	0
1152	Repute	0	0	0				0		0	Coin						0	0
1153	Repute	0	0	0				0		0	Coin						0	0
1154	Repute	0	0	0				0		0	Coin						0	0
1155	Repute	0	0	0				0		0	Coin						0	0
1156	Repute	5465	3	1				0		0	Coin						0	0
1157	Repute	5466	3	1				0		0	Coin						0	0
1158	Repute	5467	3	1				0		0	Coin						0	0
