Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	ZPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme	HideTaskId	NpcPath	bPathRecycle	IsMapMonster	nShareType
	<i18n=1979>		3043			100	92906	122702	0	191					-1						0					0	1
	<i18n=1979>		3043			100	91273	69893	0	191					-1						0					0	1
	<i18n=1979>		3043			100	92246	69231	0	191					-1						0					0	1
	<i18n=1979>		3043			100	88193	67066	0	191					-1						0					0	1
	<i18n=1979>		3043			100	112469	105340	0	191					-1						0					0	1
	<i18n=1979>		3043			100	109010	110970	0	191					-1						0					0	1
	<i18n=1979>		3043			100	111626	109737	0	191					-1						0					0	1
	<i18n=1979>		3043			100	109284	93750	0	191					-1						0					0	1
	<i18n=1979>		3043			100	111777	92651	0	191					-1						0					0	1
	<i18n=1979>		3043			100	107904	92883	0	191					-1						0					0	1
	<i18n=1979>		3043			100	121995	79394	0	191					-1						0					0	1
	<i18n=1979>		3043			100	117481	77285	0	191					-1						0					0	1
	<i18n=1979>		3043			100	118804	76083	0	191					-1						0					0	1
