Faction	FactionSect	SkillSectType	SkillId	Desc	GainLevel	IsBaseSkill	BtnName	IconAltlas	BtnIcon	SortInUI	IsAnger	LevelUpGroup	SourceSkillId	RelationSkillId	RelationSpecialState	SkillGroup	CastType
9	1	1	3123	<i18n=1281>	60	0		UI/atlas/faction_9_1_1/jianqizongheng.png		9		9				1	0
9	1	1	3124	<i18n=7698>	70	0		UI/atlas/faction_9_1_1/taijijianfa.png		10		10				1	0
9	1	1	3126	<i18n=9575>	80	0		UI/atlas/faction_9_1_1/mizhonghuanying.png		11		11				1	0
9	1	1	3138	<i18n=39019>	90	0		UI/atlas/faction_9_1_1/pingxuyukong.png		12		12				1	0
9	1	1	3139	<i18n=62525>	100	0		UI/atlas/faction_9_1_1/xuanyiwuxiang.png		13		13				1	0
9	1	1	3140	<i18n=62762>	110	0		UI/atlas/faction_9_1_1/daofatiandi.png		14		14				1	0
10	0	1	3201	<i18n=15304>	0	1		UI/atlas/faction_10_0_0/aoxuexiaofeng.png		1		1				3	3
10	0	1	3203	<i18n=2895>	2	0		UI/atlas/faction_10_0_0/kuangfengzhoudian.png		2		2				2	1
10	0	1	3204	<i18n=7520>	3	0		UI/atlas/faction_10_0_0/yiqisanqing.png		3		3				2	0
10	0	1	3215	<i18n=12693>	10	0		UI/atlas/faction_10_0_0/hufengfa.png		4		4				2	0
10	0	1	3205	<i18n=1187>	20	0		UI/atlas/faction_10_0_0/huifengfuliu.png		5		5				2	2
10	0	1	3208	<i18n=9153>	30	0		UI/atlas/faction_10_0_1/kunlundaofa.png		6		6				1	0
10	0	1	3209	<i18n=4101>	40	0		UI/atlas/faction_10_0_1/qingfengfu.png		7		7				1	0
10	0	1	3212	<i18n=15005>	50	0		UI/atlas/faction_10_0_1/xuantianwuji.png		8		8				1	0
10	0	1	3210	<i18n=2811>	60	0		UI/atlas/faction_10_0_1/tianqingdizhuo.png		9		9				1	0
10	0	1	3211	<i18n=3884>	70	0		UI/atlas/faction_10_0_1/shuangaokunlun.png		10		10				1	0
10	0	1	3213	<i18n=12963>	80	0		UI/atlas/faction_10_0_1/wurenwuwo.png		11		11				1	0
10	0	1	3227	<i18n=39030>	90	0		UI/atlas/faction_10_0_1/juyuanshu.png		12		12				1	0
10	0	1	3230	<i18n=63370>	100	0		UI/atlas/faction_10_0_1/rulvbobing.png		13		13				1	0
10	0	1	3231	<i18n=63546>	110	0		UI/atlas/faction_10_0_1/daojuanfengyun.png		14		14				1	0
10	1	0	3301	<i18n=1505>	0	1		UI/atlas/faction_10_1_0/tianjixunlei.png		1		1				3	4
10	1	0	3302	<i18n=15436>	2	0		UI/atlas/faction_10_1_0/zuixiancuogu.png		2		2				2	2
10	1	0	3303	<i18n=9648>	3	0		UI/atlas/faction_10_1_0/daoguxianfeng.png		3		3				2	0
10	1	0	3311	<i18n=14904>	10	0		UI/atlas/faction_10_1_0/leidongjiutian.png		4		4				2	0
10	1	0	3304	<i18n=11966>	20	0		UI/atlas/faction_10_1_0/yufengshu.png		5		5				2	1
10	1	0	3306	<i18n=14641>	30	0		UI/atlas/faction_10_1_1/kunlunjianfa.png		6		6				1	0
10	1	0	3313	<i18n=11302>	40	0		UI/atlas/faction_10_1_1/qingfengfu.png		7		7				1	0
10	1	0	3212	<i18n=15005>	50	0		UI/atlas/faction_10_0_1/xuantianwuji.png		8		8				1	0
10	1	0	3307	<i18n=7656>	60	0		UI/atlas/faction_10_1_1/wuleizhengfa.png		9		9				1	0
10	1	0	3308	<i18n=4796>	70	0		UI/atlas/faction_10_1_1/hunyuanqiankun.png		10		10				1	0
10	1	0	3309	<i18n=8791>	80	0		UI/atlas/faction_10_1_1/leitingjue.png		11		11				1	0
10	1	0	3318	<i18n=39021>	90	0		UI/atlas/faction_10_1_1/qihanaoxue.png		12		12				1	0
10	1	0	3320	<i18n=63610>	100	0		UI/atlas/faction_10_1_1/xueyankunlun.png		13		13				1	0
10	1	0	3321	<i18n=42778>	110	0		UI/atlas/faction_10_1_1/leitingwanjun.png		14		14				1	0
11	0	1	1801	<i18n=7302>	0	1		UI/atlas/faction_11_0_0/longtunshi.png		1		1				3	0
11	0	1	1805	<i18n=14797>	2	0		UI/atlas/faction_11_0_0/kunhuyunxiao.png		2		2				2	1
11	0	1	1803	<i18n=11527>	3	0		UI/atlas/faction_11_0_0/pidishi.png		3		3				2	1
11	0	1	1817	<i18n=5876>	10	0		UI/atlas/faction_11_0_0/kaitianshi.png		4		4				2	2
11	0	1	1807	<i18n=4931>	20	0		UI/atlas/faction_11_0_0/hunpofeiyang.png		5		5				2	1
11	0	1	1809	<i18n=8912>	30	0		UI/atlas/faction_11_0_1/mingjiaochuifa.png		6		6				1	0
11	0	1	1810	<i18n=13760>	40	0		UI/atlas/faction_11_0_1/jingetiema.png		7		7				1	0
11	0	1	1813	<i18n=158>	50	0		UI/atlas/faction_11_0_1/jiuxihunyang.png		8		8				1	0
11	0	1	1811	<i18n=15998>	60	0		UI/atlas/faction_11_0_1/zhenyupotianjin.png		9		9				1	0
11	0	1	1812	<i18n=11174>	70	0		UI/atlas/faction_11_0_1/kongjuexinfa.png		10		10				1	0
11	0	1	1815	<i18n=10580>	80	0		UI/atlas/faction_11_0_1/yumashu.png		11		11				1	0
11	0	1	1822	<i18n=38685>	90	0		UI/atlas/faction_11_0_1/lieyanggong.png		12		12				1	0
11	0	1	1824	<i18n=62506>	100	0		UI/atlas/faction_11_0_1/mingzunbensheng.png		13		13				1	0
11	0	1	1825	<i18n=62849>	110	0		UI/atlas/faction_11_0_1/wannianjuhui.png		14		14				1	0
11	1	0	1901	<i18n=13207>	0	1		UI/atlas/faction_11_1_0/wanwujufen.png		1		1				3	4
11	1	0	1903	<i18n=13826>	2	0		UI/atlas/faction_11_1_0/shenghuofenxin.png		2		2				2	2
11	1	0	1904	<i18n=4754>	3	0		UI/atlas/faction_11_1_0/toutianhuanri.png		3		3				2	2
11	1	0	1913	<i18n=13403>	10	0		UI/atlas/faction_11_1_0/qiankundanuoyi.png		4		4				2	2
11	1	0	1906	<i18n=5985>	20	0		UI/atlas/faction_11_1_0/shenghuoliaoyuan.png		5		5				2	2
11	1	0	1907	<i18n=11871>	30	0		UI/atlas/faction_11_1_1/mingjiaojianfa.png		6		6				1	0
11	1	0	1908	<i18n=3407>	40	0		UI/atlas/faction_11_1_1/piaoyishenfa.png		7		7				1	0
11	1	0	1911	<i18n=10403>	50	0		UI/atlas/faction_11_1_1/miqipiaozong.png		8		8				1	0
11	1	0	1909	<i18n=3217>	60	0		UI/atlas/faction_11_1_1/lihuodafa.png		9		9				1	0
11	1	0	1910	<i18n=6269>	70	0		UI/atlas/faction_11_1_1/shenghuoshengong.png		10		10				1	0
11	1	0	1914	<i18n=10953>	80	0		UI/atlas/faction_11_1_1/huanghuoyufen.png		11		11				1	0
11	1	0	1921	<i18n=38683>	90	0		UI/atlas/faction_11_1_1/shenghuolingfa.png		12		12				1	0
11	1	0	1924	<i18n=42719>	100	0		UI/atlas/faction_11_1_1/douzhuanxingyi.png		13		13				1	0
11	1	0	1925	<i18n=62935>	110	0		UI/atlas/faction_11_1_1/fenghuoliancheng.png		14		14				1	0
12	0	1	2401	<i18n=785>	0	1		UI/atlas/faction_12_0_0/qianyangshenzhi.png		1		1				3	0
12	0	1	2402	<i18n=1575>	2	0		UI/atlas/faction_12_0_0/yiyangzhi.png		2		2				2	1
12	0	1	2403	<i18n=4690>	3	0		UI/atlas/faction_12_0_0/lingboweibu.png		3		3				2	0
12	0	1	2412	<i18n=6404>	10	0		UI/atlas/faction_12_0_0/hanbingzhenqi.png		4		4				2	0
12	0	1	2404	<i18n=8202>	20	0		UI/atlas/faction_12_0_0/xuanbingjiujie.png		5		5				2	0
12	0	1	2405	<i18n=3290>	30	0		UI/atlas/faction_12_0_1/duanshizhifa.png		6		6				1	0
12	0	1	2406	<i18n=11090>	40	0		UI/atlas/faction_12_0_1/shiyuanjue.png		7		7				1	0
12	0	1	2410	<i18n=10777>	50	0		UI/atlas/faction_12_0_1/cibeijue.png		8		8				1	0
12	0	1	2408	<i18n=8713>	60	0		UI/atlas/faction_12_0_1/jinyuzhifa.png		9		9				1	0
12	0	1	2409	<i18n=10601>	70	0		UI/atlas/faction_12_0_1/qiantianzhifa.png		10		10				1	0
12	0	1	2411	<i18n=13285>	80	0		UI/atlas/faction_12_0_1/bingjiezhi.png		11		11				1	0
12	0	1	2420	<i18n=38819>	90	0		UI/atlas/faction_12_0_1/taofanlangdie.png		12		12				1	0
12	0	1	2422	<i18n=63442>	100	0		UI/atlas/faction_12_0_1/tiandizuixin.png		13		13				1	0
12	0	1	2423	<i18n=63164>	110	0		UI/atlas/faction_12_0_1/pingluchengjiang.png		14		14				1	0
12	1	0	2501	<i18n=3488>	0	1		UI/atlas/faction_12_1_0/jinyumantang.png		1		1				3	3
12	1	0	2511	<i18n=2837>	2	0		UI/atlas/faction_12_1_0/fengyunbianhuan.png		2		2				2	1
12	1	0	2505	<i18n=13473>	3	0		UI/atlas/faction_12_1_0/liumaishenjian.png		3		3				2	1
12	1	0	2502	<i18n=4111>	10	0		UI/atlas/faction_12_1_0/suying.png		4		4				2	1
12	1	0	2504	<i18n=6546>	20	0		UI/atlas/faction_12_1_0/jingtianyijian.png		5		5				2	2
12	1	0	2512	<i18n=10165>	30	0		UI/atlas/faction_12_1_1/duanshixinfa.png		6		6				1	0
12	1	0	2520	<i18n=3348>	40	0		UI/atlas/faction_12_1_1/beimingshengong.png		7		7				1	0
12	1	0	2516	<i18n=7645>	50	0		UI/atlas/faction_12_1_1/liujianqifa.png		8		8				1	0
12	1	0	2514	<i18n=7732>	60	0		UI/atlas/faction_12_1_1/tianlongshengong.png		9		9				1	0
12	1	0	2515	<i18n=282>	70	0		UI/atlas/faction_12_1_1/duanjiaqijian.png		10		10				1	0
12	1	0	2518	<i18n=3155>	80	0		UI/atlas/faction_12_1_1/kurongchangong.png		11		11				1	0
12	1	0	2526	<i18n=39199>	90	0		UI/atlas/faction_12_1_1/jishuichengyuan.png		12		12				1	0
12	1	0	2528	<i18n=62494>	100	0		UI/atlas/faction_12_1_1/yixinghuanying.png		13		13				1	0
12	1	0	2529	<i18n=62498>	110	0		UI/atlas/faction_12_1_1/taizhizhuiyu.png		14		14				1	0
13	0	1	3401	<i18n=23797>	0	1		UI/atlas/faction_13_0_0/guyuepaihuai.png		1		1				3	3
13	0	1	3402	<i18n=23802>	2	0		UI/atlas/faction_13_0_0/hongxiuchan.png		2		2				2	2
13	0	1	3403	<i18n=23800>	3	0		UI/atlas/faction_13_0_0/baiyunhuiwang.png		3		3				2	1
13	0	1	3404	<i18n=23806>	10	0		UI/atlas/faction_13_0_0/zhongnanwanzhao.png		4		4				2	1
13	0	1	3409	<i18n=23805>	20	0		UI/atlas/faction_13_0_0/feitianwu.png		5		5				2	2
13	0	1	3410	<i18n=23803>	30	0		UI/atlas/faction_13_0_1/gumujianfa.png		6		6				1	0
13	0	1	3411	<i18n=23784>	40	0		UI/atlas/faction_13_0_1/jingyingchenbi.png		7		7				1	0
13	0	1	3412	<i18n=23789>	50	0		UI/atlas/faction_13_0_1/muyunningbi.png		8		8				1	0
13	0	1	3414	<i18n=23786>	60	0		UI/atlas/faction_13_0_1/yunvjianfa.png		9		9				1	0
13	0	1	3415	<i18n=23799>	70	0		UI/atlas/faction_13_0_1/yunvxinjing.png		10		10				1	0
13	0	1	3416	<i18n=23783>	80	0		UI/atlas/faction_13_0_1/hanshanduli.png		11		11				1	0
13	0	1	3423	<i18n=39050>	90	0		UI/atlas/faction_13_0_1/anranxiaohun.png		12		12				1	0
13	0	1	3426	<i18n=27856>	100	0		UI/atlas/faction_13_0_1/yuemanxilou.png		13		13				1	0
13	0	1	3427	<i18n=62537>	110	0		UI/atlas/faction_13_0_1/qiuyanpanghuang.png		14		14				1	0
13	1	0	3501	<i18n=23963>	0	1		UI/atlas/faction_13_1_0/liheng.png		1		1				3	3
13	1	0	3502	<i18n=23987>	2	0		UI/atlas/faction_13_1_0/jinhongzhaoying.png		2		2				2	1
13	1	0	3505	<i18n=23960>	3	0		UI/atlas/faction_13_1_0/fengliuyunsan.png		3		3				2	0
13	1	0	3508	<i18n=23979>	10	0		UI/atlas/faction_13_1_0/yufengzhen.png		4		4				2	1
13	1	0	3511	<i18n=23967>	20	0		UI/atlas/faction_13_1_0/huangquanpanshan.png		5		5				2	2
13	1	0	3515	<i18n=26065>	30	0		UI/atlas/faction_13_1_1/gumuzhenfa.png		6		6				1	0
13	1	0	3516	<i18n=23955>	40	0		UI/atlas/faction_13_1_1/wujiyunhe.png		7		7				1	0
13	1	0	3518	<i18n=23954>	50	0		UI/atlas/faction_13_1_1/mingzhuantou.png		8		8				1	0
13	1	0	3520	<i18n=26066>	60	0		UI/atlas/faction_13_1_1/liuyunfa.png		9		9				1	0
13	1	0	3521	<i18n=26067>	70	0		UI/atlas/faction_13_1_1/yuleijue.png		10		10				1	0
13	1	0	3522	<i18n=27305>	80	0		UI/atlas/faction_13_1_1/xushidaifa.png		11		11				1	0
13	1	0	3530	<i18n=39042>	90	0		UI/atlas/faction_13_1_1/fanzhaoyingchao.png		12		12				1	0
13	1	0	3532	<i18n=62588>	100	0		UI/atlas/faction_13_1_1/feixingdunying.png		13		13				1	0
13	1	0	3533	<i18n=62571>	110	0		UI/atlas/faction_13_1_1/qiuyuehanjiang.png		14		14				1	0
14	0	0	3601	<i18n=25289>	0	1		UI/atlas/faction_14_0_0/yiqidangqian.png		1		1				3	3
14	0	0	3603	<i18n=34475>	2	0		UI/atlas/faction_14_0_0/qinglongyanyuexiao.png		2		2				2	1
14	0	0	3606	<i18n=34472>	3	0		UI/atlas/faction_14_0_0/feixuezhiren.png		3		3				2	0
14	0	0	3607	<i18n=34455>	10	0		UI/atlas/faction_14_0_0/kaijiangtuotu.png		4		4				2	1
14	0	0	3608	<i18n=34449>	20	0		UI/atlas/faction_14_0_0/daofengtieqi.png		5		5				2	1
14	0	0	3611	<i18n=34468>	30	0		UI/atlas/faction_14_0_1/badaoxinfa.png		6		6				1	0
14	0	0	3612	<i18n=34461>	40	0		UI/atlas/faction_14_0_1/xiumingchenshen.png		7		7				1	0
14	0	0	3613	<i18n=34479>	50	0		UI/atlas/faction_14_0_1/bixuedanxin.png		8		8				1	0
14	0	0	3615	<i18n=34469>	60	0		UI/atlas/faction_14_0_1/suitianjiang.png		9		9				1	0
14	0	0	3616	<i18n=34476>	70	0		UI/atlas/faction_14_0_1/qianyuanzhenhaijue.png		10		10				1	0
14	0	0	3617	<i18n=34470>	80	0		UI/atlas/faction_14_0_1/yuxuetaofeng.png		11		11				1	0
14	0	0	3622	<i18n=22626>	90	0		UI/atlas/faction_14_0_1/choudaoduanshui.png		12		12				1	0
14	0	0	3625	<i18n=63145>	100	0		UI/atlas/faction_14_0_1/yuqinguzong.png		13		13				1	0
14	0	0	3626	<i18n=63171>	110	0		UI/atlas/faction_14_0_1/zhidianjiangshan.png		14		14				1	0
14	1	1	3701	<i18n=34495>	0	1		UI/atlas/faction_14_1_0/pofuchenzhou.png		1		1				3	3
14	1	1	3704	<i18n=34485>	2	0		UI/atlas/faction_14_1_0/longxianghubu.png		2		2				2	1
14	1	1	3708	<i18n=34491>	3	0		UI/atlas/faction_14_1_0/xuerenzhidun.png		3		3				2	0
14	1	1	3711	<i18n=34725>	10	0		UI/atlas/faction_14_1_0/daoxiaofengyin.png		4		4				2	1
14	1	1	3713	<i18n=34707>	20	0		UI/atlas/faction_14_1_0/huaxuejieguang.png		5		5				2	0
14	1	1	3717	<i18n=34722>	30	0		UI/atlas/faction_14_1_1/badaojue.png		6		6				1	0
14	1	1	3718	<i18n=34723>	40	0		UI/atlas/faction_14_1_1/canyangqixue.png		7		7				1	0
14	1	1	3719	<i18n=13938>	50	0		UI/atlas/faction_14_1_1/pijitailai.png		8		8				1	0
14	1	1	3722	<i18n=34720>	60	0		UI/atlas/faction_14_1_1/naoxumi.png		9		9				1	0
14	1	1	3723	<i18n=34710>	70	0		UI/atlas/faction_14_1_1/aoqihanshuangjue.png		10		10				1	0
14	1	1	3724	<i18n=34715>	80	0		UI/atlas/faction_14_1_1/chengshengzhubei.png		11		11				1	0
14	1	1	3731	<i18n=39116>	90	0		UI/atlas/faction_14_1_1/pingjiangduanyue.png		12		12				1	0
14	1	1	3733	<i18n=62528>	100	0		UI/atlas/faction_14_1_1/fuguanglueying.png		13		13				1	0
14	1	1	3734	<i18n=62551>	110	0		UI/atlas/faction_14_1_1/songyanzhuwu.png		14		14				1	0
15	0	0	3806	<i18n=39606>	0	1		UI/atlas/faction_15_0_0/yanggetianjun.png		1		1				3	4
15	0	0	3803	<i18n=39608>	2	0		UI/atlas/faction_15_0_0/hanxiufuxue.png		2		2				2	1
15	0	0	3801	<i18n=39536>	3	0		UI/atlas/faction_15_0_0/bairicanchen.png		3		3				2	2
15	0	0	3807	<i18n=39625>	10	0		UI/atlas/faction_15_0_0/shengsifu.png		4		4				2	1
15	0	0	3810	<i18n=39609>	20	0		UI/atlas/faction_15_0_0/tiancanjiutian.png		5		5				2	0
15	0	0	3813	<i18n=40112>	30	0		UI/atlas/faction_15_0_1/xiaoyaozhangfa.png		6		6				1	0
15	0	0	3814	<i18n=40074>	40	0		UI/atlas/faction_15_0_1/zongbuguanhuo.png		7		7				1	0
15	0	0	3815	<i18n=40085>	50	0		UI/atlas/faction_15_0_1/souhundafa.png		8		8				1	0
15	0	0	3817	<i18n=38862>	60	0		UI/atlas/faction_15_0_1/yangchunbaixue.png		9		9				1	0
15	0	0	3818	<i18n=40100>	70	0		UI/atlas/faction_15_0_1/furichuyun.png		10		10				1	0
15	0	0	3819	<i18n=40072>	80	0		UI/atlas/faction_15_0_1/yanyuanlunhui.png		11		11				1	0
15	0	0	3826	<i18n=40077>	90	0		UI/atlas/faction_15_0_1/zhangfajingtong.png		12		12				1	0
15	0	0	3827	<i18n=63586>	100	0		UI/atlas/faction_15_0_1/baxuexunfeng.png		13		13				1	0
15	0	0	3828	<i18n=62946>	110	0		UI/atlas/faction_15_0_1/wanhesongfeng.png		14		14				1	0
15	1	1	3901	<i18n=39953>	0	1		UI/atlas/faction_15_1_0/xizhaofanshang.png		1		1				3	3
15	1	1	3906	<i18n=15006>	2	0		UI/atlas/faction_15_1_0/zhanyunjian.png		2		2				2	1
15	1	1	3927	<i18n=39924>	3	0		UI/atlas/faction_15_1_0/shuhuayin.png		3		3				2	0
15	1	1	3908	<i18n=39926>	10	0		UI/atlas/faction_15_1_0/danfengyin.png		4		4				2	2
15	1	1	3911	<i18n=39930>	20	0		UI/atlas/faction_15_1_0/jianzhongyin.png		5		5				2	2
15	1	1	3914	<i18n=40096>	30	0		UI/atlas/faction_15_1_1/xiaoyaojianfa.png		6		6				1	0
15	1	1	3814	<i18n=40074>	40	0		UI/atlas/faction_15_0_1/zongbuguanhuo.png		7		7				1	0
15	1	1	3915	<i18n=40063>	50	0		UI/atlas/faction_15_1_1/zhenhuohuti.png		8		8				1	0
15	1	1	3917	<i18n=40103>	60	0		UI/atlas/faction_15_1_1/duangexing.png		9		9				1	0
15	1	1	3918	<i18n=40090>	70	0		UI/atlas/faction_15_1_1/fenpozhuxin.png		10		10				1	0
15	1	1	3919	<i18n=40098>	80	0		UI/atlas/faction_15_1_1/angritu.png		11		11				1	0
15	1	1	3926	<i18n=42807>	90	0		UI/atlas/faction_15_1_1/jianfajingtong.png		12		12				1	0
15	1	1	3929	<i18n=62540>	100	0		UI/atlas/faction_15_1_1/yihuajieyu.png		13		13				1	0
15	1	1	3930	<i18n=62786>	110	0		UI/atlas/faction_15_1_1/yuexiaduzhuo.png		14		14				1	0
16	0	1	4201	<i18n=45233>	0	1		UI/atlas/faction_16_0_0/cuihunxixin.png		1		1				3	0
16	0	1	4202	<i18n=45230>	2	0		UI/atlas/faction_16_0_0/dushetuxin.png		2		2				2	1
16	0	1	4204	<i18n=45220>	3	0		UI/atlas/faction_16_0_0/lingshetanxue.png		3		3				2	1
16	0	1	4205	<i18n=45231>	10	0		UI/atlas/faction_16_0_0/yiwangchengqin.png		4		4				2	1
16	0	1	4226	<i18n=45226>	20	0		UI/atlas/faction_16_0_0/simianchuge.png		5		5				2	1
16	0	1	4210	<i18n=47573>	30	0		UI/atlas/faction_16_0_1/baituoshanshanfa.png		6		6				1	0
16	0	1	4211	<i18n=47600>	40	0		UI/atlas/faction_16_0_1/shunxiqianli.png		7		7				1	0
16	0	1	4212	<i18n=47613>	50	0		UI/atlas/faction_16_0_1/jianbiqingye.png		8		8				1	0
16	0	1	4215	<i18n=47627>	60	0		UI/atlas/faction_16_0_1/lingshexiajian.png		9		9				1	0
16	0	1	4216	<i18n=47626>	70	0		UI/atlas/faction_16_0_1/shentuoxueshanzhang.png		10		10				1	0
16	0	1	4217	<i18n=47579>	80	0		UI/atlas/faction_16_0_1/hamagong.png		11		11				1	0
16	0	1	4219	<i18n=47611>	90	0		UI/atlas/faction_16_0_1/baihongzhangli.png		12		12				1	0
16	0	1	4227	<i18n=63046>	100	0		UI/atlas/faction_16_0_1/linquandushui.png		13		13				1	0
16	0	1	4228	<i18n=63033>	110	0		UI/atlas/faction_16_0_1/pingshaluoyan.png		14		14				1	0
16	1	0	4301	<i18n=45249>	0	1		UI/atlas/faction_16_1_0/lingshezhangfa.png		1		1				3	3
16	1	0	4303	<i18n=45245>	3	0		UI/atlas/faction_16_1_0/lingshechudong.png		2		2				2	0
16	1	0	4302	<i18n=45251>	2	0		UI/atlas/faction_16_1_0/shenxingbaibian.png		3		3				2	1
16	1	0	4306	<i18n=45246>	10	0		UI/atlas/faction_16_1_0/jumangfanshen.png		4		4				2	2
16	1	0	4307	<i18n=45248>	20	0		UI/atlas/faction_16_1_0/suoxiangpimi.png		5		5				2	0
16	1	0	4310	<i18n=47583>	30	0		UI/atlas/faction_16_1_1/baituoshanzhangfa.png		6		6				1	0
16	1	0	4311	<i18n=47580>	40	0		UI/atlas/faction_16_1_1/jumangxiashan.png		7		7				1	0
16	1	0	4312	<i18n=47577>	50	0		UI/atlas/faction_16_1_1/nizhuanjiuyin.png		8		8				1	0
16	1	0	4315	<i18n=47598>	60	0		UI/atlas/faction_16_1_1/lingshetingshen.png		9		9				1	0
16	1	0	4316	<i18n=47567>	70	0		UI/atlas/faction_16_1_1/sheyoumangzou.png		10		10				1	0
16	1	0	4217	<i18n=47579>	80	0		UI/atlas/faction_16_0_1/hamagong.png		11		11				1	0
16	1	0	4317	<i18n=47593>	90	0		UI/atlas/faction_16_1_1/hanjingxushi.png		12		12				1	0
16	1	0	4326	<i18n=62532>	100	0		UI/atlas/faction_16_1_1/liulihuxin.png		13		13				1	0
16	1	0	4327	<i18n=62578>	110	0		UI/atlas/faction_16_1_1/gangroubingji.png		14		14				1	0
17	0	0	4001	<i18n=41675>	0	1		UI/atlas/faction_17_0_0/luoyingmantian.png		1		1				3	3
17	0	0	4004	<i18n=41732>	2	0		UI/atlas/faction_17_0_0/liuhuafenfei.png		2		2				2	2
17	0	0	4003	<i18n=41664>	3	0		UI/atlas/faction_17_0_0/yanfeixingsan.png		3		3				2	2
17	0	0	4005	<i18n=41720>	10	0		UI/atlas/faction_17_0_0/zhaoyunhengdu.png		4		4				2	1
17	0	0	4007	<i18n=41730>	20	0		UI/atlas/faction_17_0_0/bihaichaoshengqu.png		5		5				2	0
17	0	0	4009	<i18n=55641>	30	0		UI/atlas/faction_17_0_1/yujifengkuang.png		6		6				1	0
17	0	0	4010	<i18n=44873>	40	0		UI/atlas/faction_17_0_1/xiaoshichenglong.png		7		7				1	0
17	0	0	4011	<i18n=44872>	50	0		UI/atlas/faction_17_0_1/ziqidonglai.png		8		8				1	0
17	0	0	4013	<i18n=44877>	60	0		UI/atlas/faction_17_0_1/tianruqionglu.png		9		9				1	0
17	0	0	4014	<i18n=44874>	70	0		UI/atlas/faction_17_0_1/shanwaiqingyin.png		10		10				1	0
17	0	0	4015	<i18n=44880>	80	0		UI/atlas/faction_17_0_1/qimenwuzhuan1.png		11		11				1	0
17	0	0	4017	<i18n=44859>	90	0		UI/atlas/faction_17_0_1/fengquchangming.png		12		12				1	0
17	0	0	4025	<i18n=63152>	100	0		UI/atlas/faction_17_0_1/dayinxisheng.png		13		13				1	0
17	0	0	4026	<i18n=63395>	110	0		UI/atlas/faction_17_0_1/meihuasannong.png		14		14				1	0
17	1	1	4101	<i18n=41712>	0	1		UI/atlas/faction_17_1_0/luoyingshenjian.png		1		1				3	3
17	1	1	4105	<i18n=41729>	2	0		UI/atlas/faction_17_1_0/feixujing.png		2		2				2	0
17	1	1	4102	<i18n=41715>	3	0		UI/atlas/faction_17_1_0/yuxiaojianfa.png		3		3				2	1
17	1	1	4106	<i18n=41719>	10	0		UI/atlas/faction_17_1_0/luoyingshenjianzhang.png		4		4				2	2
17	1	1	4108	<i18n=41727>	20	0		UI/atlas/faction_17_1_0/kuanglangjianjue.png		5		5				2	1
17	1	1	4114	<i18n=55630>	30	0		UI/atlas/faction_17_1_1/pikongzhang.png		6		6				1	0
17	1	1	4115	<i18n=44909>	40	0		UI/atlas/faction_17_1_1/lingaobu.png		7		7				1	0
17	1	1	4116	<i18n=44931>	50	0		UI/atlas/faction_17_1_1/shexinglifan.png		8		8				1	0
17	1	1	4118	<i18n=44904>	60	0		UI/atlas/faction_17_1_1/yuloucuiyinjian.png		9		9				1	0
17	1	1	4119	<i18n=44928>	70	0		UI/atlas/faction_17_1_1/dongfengjueji.png		10		10				1	0
17	1	1	4015	<i18n=44880>	80	0		UI/atlas/faction_17_1_1/qimenwuzhuan2.png		11		11				1	0
17	1	1	4120	<i18n=44934>	90	0		UI/atlas/faction_17_1_1/xinghezaitian.png		12		12				1	0
17	1	1	4128	<i18n=63070>	100	0		UI/atlas/faction_17_1_1/zhuyuejianxin.png		13		13				1	0
17	1	1	4129	<i18n=62575>	110	0		UI/atlas/faction_17_1_1/jiandanqinxin.png		14		14				1	0
18	0	0	4501	<i18n=56752>	0	1		UI/atlas/faction_18_0_0/mingyueqingfeng.png		1		1				3	3
18	0	0	4502	<i18n=56739>	2	0		UI/atlas/faction_18_0_0/xingyinfeipu.png		2		2				2	0
18	0	0	4405	<i18n=56418>	3	0		UI/atlas/faction_18_0_0/piaoyiliuyun.png		3		3				2	1
18	0	0	4503	<i18n=56748>	10	0		UI/atlas/faction_18_0_0/changfengpolang.png		4		4				2	2
18	0	0	4505	<i18n=56746>	20	0		UI/atlas/faction_18_0_0/yuhengfengkuang.png		5		5				2	1
18	0	0	4508	<i18n=56781>	30	0		UI/atlas/faction_18_0_1/changejianfa.png		6		6				1	0
18	0	0	4509	<i18n=56793>	40	0		UI/atlas/faction_18_0_1/yueluoxingchen.png		7		7				1	0
18	0	0	4510	<i18n=56782>	50	0		UI/atlas/faction_18_0_1/boyunjianri.png		8		8				1	0
18	0	0	4513	<i18n=56790>	60	0		UI/atlas/faction_18_0_1/jianxiaocangqiong.png		9		9				1	0
18	0	0	4514	<i18n=56795>	70	0		UI/atlas/faction_18_0_1/xingheluoxia.png		10		10				1	0
18	0	0	4518	<i18n=56791>	80	0		UI/atlas/faction_18_0_1/xiaoaojianghu.png		11		11				1	0
18	0	0	4515	<i18n=56779>	90	0		UI/atlas/faction_18_0_1/jizhuoyangqing.png		12		12				1	0
18	0	0	4524	<i18n=62586>	100	0		UI/atlas/faction_18_0_1/yishuichangtian.png		13		13				1	0
18	0	0	4525	<i18n=62601>	110	0		UI/atlas/faction_18_0_1/shuanghuamantian.png		14		14				1	0
18	1	1	4401	<i18n=66719>	0	1		UI/atlas/faction_18_1_0/xingchuipingye.png		1		1				3	3
18	1	1	4403	<i18n=23957>	2	0		UI/atlas/faction_18_1_0/feihongtaxue.png		2		2				2	2
