nMapTId	szType	nPosX	nPosY	nTemplateId	szTextColor	szName	szResName
112	Tuwen			12071		<i18n=6566>	UI/icon/title/shiyuedong.png
112	Wenzi	479	256.1			<i18n=2693>	
274	Wenzi	181	211			<i18n=10365>	
274	Wenzi	362	188			<i18n=12829>	
274	Wenzi	402	97			<i18n=10365>	
274	Tuwen			34		<i18n=5806>	UI/icon/title/npc.png
287	Tuwen			7312		<i18n=20235>	UI/icon/title/npc.png
287	Tuwen			7313		<i18n=20244>	UI/icon/title/npc.png
287	Tuwen			7314		<i18n=20249>	UI/icon/title/npc.png
287	Tuwen			7315		<i18n=20247>	UI/icon/title/npc.png
275	Npc			12186	ffff0e	<i18n=20462>	10000
275	Npc			12187	ffff0e	<i18n=20458>	10000
275	Npc			12188	ffff0e	<i18n=20459>	10000
276	Npc			12189	ffff0e	<i18n=20508>	10000
276	Npc			12190	ffff0e	<i18n=20458>	10000
277	Npc			12191	ffff0e	<i18n=20462>	10000
277	Npc			12192	ffff0e	<i18n=20459>	10000
278	Npc			12193	ffff0e	<i18n=20458>	10000
275	Tuwen	270	328			<i18n=20528>	UI/icon/title/npc.png
275	Tuwen	118	251			<i18n=20560>	UI/icon/title/npc.png
275	Tuwen	390	172			<i18n=20541>	UI/icon/title/npc.png
275	Tuwen	526	105			<i18n=20547>	UI/icon/title/npc.png
276	Tuwen	405	374			<i18n=20528>	UI/icon/title/npc.png
276	Tuwen	589	278			<i18n=20560>	UI/icon/title/npc.png
276	Tuwen	323	141			<i18n=20541>	UI/icon/title/npc.png
276	Tuwen	147	246			<i18n=20547>	UI/icon/title/npc.png
276	Tuwen	365	254			<i18n=20537>	UI/icon/title/npc.png
277	Tuwen	309	255			<i18n=20528>	UI/icon/title/npc.png
277	Tuwen	433	180			<i18n=20560>	UI/icon/title/npc.png
277	Tuwen	275	97			<i18n=20541>	UI/icon/title/npc.png
277	Tuwen	139	165			<i18n=20547>	UI/icon/title/npc.png
278	Tuwen	220	149			<i18n=20528>	UI/icon/title/npc.png
278	Tuwen	248	287			<i18n=20560>	UI/icon/title/npc.png
278	Tuwen	371	237			<i18n=20541>	UI/icon/title/npc.png
278	Tuwen	488	167			<i18n=20547>	UI/icon/title/npc.png
275	Wenzi	277	237			<i18n=2693>	
276	Wenzi	255	323			<i18n=2693>	
277	Wenzi	270	170			<i18n=2693>	
278	Wenzi	93	80			<i18n=2693>	
299	Npc			12243	ffff0e	<i18n=24325>	10000
299	Npc			12244	ffff0e	<i18n=24332>	10000
299	Npc			12245	ffff0e	<i18n=24331>	10000
299	Npc			12246	ffff0e	<i18n=24336>	10000
300	Npc			12242	ffff0e	<i18n=24329>	10000
300	Wenzi	389.5	230.2			<i18n=2693>	
301	Npc			12254	ffff0e	<i18n=24329>	10000
301	Wenzi	461.3	217.7			<i18n=2693>	
302	Npc			12255	ffff0e	<i18n=24329>	10000
302	Wenzi	444.6	268.5			<i18n=2693>	
303	Npc			12256	ffff0e	<i18n=24329>	10000
303	Wenzi	423.5	303.7			<i18n=2693>	
314	Tuwen			9262		<i18n=28518>	UI/icon/title/npc.png
314	Tuwen			9263		<i18n=28580>	UI/icon/title/npc.png
314	Tuwen			9264		<i18n=28551>	UI/icon/title/npc.png
306	Wenzi	393.9	230.8			<i18n=2693>	
306	Wenzi	261.9	349.1			<i18n=28947>	
306	Wenzi	530.7	157.3			<i18n=28952>	
306	Wenzi	547.8	338.1			<i18n=28956>	
306	Wenzi	94.8	79.3			<i18n=28956>	
307	Wenzi	463.4	217			<i18n=2693>	
307	Wenzi	273.9	135.1			<i18n=28958>	
307	Wenzi	550	100			<i18n=28949>	
307	Wenzi	665.6	326.3			<i18n=28957>	
307	Wenzi	369.3	322.1			<i18n=28958>	
308	Wenzi	449.2	269.7			<i18n=2693>	
308	Wenzi	246.5	354.7			<i18n=28954>	
308	Wenzi	620	402.9			<i18n=28955>	
308	Wenzi	700.7	204.5			<i18n=28950>	
308	Wenzi	273.2	142.3999			<i18n=28950>	
309	Wenzi	417.5	303.6			<i18n=2693>	
309	Wenzi	577	381.8			<i18n=28951>	
309	Wenzi	271.6	397			<i18n=28948>	
309	Wenzi	578.5	138.9			<i18n=28948>	
309	Wenzi	264.6	194.6			<i18n=28959>	
315	Wenzi	358.6	369.1			<i18n=31122>	
315	Wenzi	509.3	366.6			<i18n=31112>	
315	Wenzi	511.3	167.2			<i18n=31116>	
315	Wenzi	355.7	172.5			<i18n=31123>	
316	Wenzi	358.6	369.1			<i18n=31122>	
316	Wenzi	509.3	366.6			<i18n=31112>	
316	Wenzi	511.3	167.2			<i18n=31116>	
316	Wenzi	355.7	172.5			<i18n=31123>	
317	Wenzi	232	396.4			<i18n=31122>	
317	Wenzi	714.9	396.4			<i18n=31112>	
317	Wenzi	726.2	140.5			<i18n=31116>	
317	Wenzi	224	140.5			<i18n=31123>	
320	Wenzi	112	216			<i18n=32898>	
320	Wenzi	190	171			<i18n=32901>	
320	Wenzi	273	129			<i18n=32902>	
320	Wenzi	385	85			<i18n=32900>	
323	Tuwen	174.2	339		43fcb4	<i18n=35783>	UI/icon/title/npc.png
323	Tuwen			12402	43fcb4	<i18n=35795>	UI/icon/title/npc.png
323	Tuwen	540.3	118.8		43fcb4	<i18n=38818>	UI/icon/title/npc.png
323	Tuwen	590.5	135.2		43fcb4	<i18n=37731>	UI/icon/title/npc.png
323	Tuwen	232.5	81.3		43fcb4	<i18n=37674>	UI/icon/title/npc.png
323	Tuwen	191.34	103.1		43fcb4	<i18n=38767>	UI/icon/title/npc.png
323	Tuwen	235.83	355		43fcb4	<i18n=38845>	UI/icon/title/npc.png
323	Tuwen			12415	43fcb4	<i18n=37188>	UI/icon/title/npc.png
323	Wenzi	428	378			<i18n=37345>	
323	Wenzi	310	133			<i18n=37355>	
323	Wenzi	713	208			<i18n=37343>	
323	Wenzi	376	188.12			<i18n=38869>	
323	Wenzi	210	319.3			<i18n=37353>	
323	Wenzi	210	71.4			<i18n=37353>	
323	Wenzi	574.33	100			<i18n=37353>	
327	Tuwen			9275		<i18n=37001>	UI/icon/title/npc.png
327	Tuwen			9276		<i18n=37011>	UI/icon/title/npc.png
327	Tuwen			9277		<i18n=36982>	UI/icon/title/npc.png
334	Tuwen			13152	43fcb4	<i18n=43521>	UI/icon/title/npc.png
334	Tuwen			13136	43fcb4	<i18n=6105>	UI/icon/title/npc.png
335	Tuwen			13152	43fcb4	<i18n=43521>	UI/icon/title/npc.png
335	Tuwen			13135	43fcb4	<i18n=42531>	UI/icon/title/npc.png
336	Tuwen			13152	43fcb4	<i18n=43521>	UI/icon/title/npc.png
336	Tuwen			13137	43fcb4	<i18n=10677>	UI/icon/title/npc.png
337	Tuwen			13152	43fcb4	<i18n=43521>	UI/icon/title/npc.png
337	Tuwen			13138	43fcb4	<i18n=12932>	UI/icon/title/npc.png
338	Tuwen			9280		<i18n=43705>	UI/icon/title/npc.png
338	Tuwen			9281		<i18n=43679>	UI/icon/title/npc.png
338	Tuwen			9282		<i18n=43692>	UI/icon/title/npc.png
344	Wenzi	593.3	341.9			<i18n=49302>	
344	Wenzi	452.7	244.6			<i18n=49334>	
344	Wenzi	606.8	471.7			<i18n=49334>	
344	Wenzi	686.3	403.6			<i18n=49334>	
344	Wenzi	813.4	361.4			<i18n=49334>	
351	Tuwen			9284		<i18n=50704>	UI/icon/title/npc.png
351	Tuwen			9285		<i18n=49624>	UI/icon/title/npc.png
351	Tuwen			9286		<i18n=49658>	UI/icon/title/npc.png
352	Tuwen	167	86			<i18n=55195>	UI/icon/title/npc.png
352	Tuwen	242	124.3			<i18n=55198>	UI/icon/title/npc.png
352	Tuwen	209.3	231.9			<i18n=56850>	UI/icon/title/npc.png
352	Tuwen	220.2	313.5			<i18n=55199>	UI/icon/title/npc.png
352	Tuwen	450.3	376.2			<i18n=55201>	UI/icon/title/npc.png
352	Tuwen	620.5	460.6			<i18n=55194>	UI/icon/title/npc.png
352	Tuwen	591.9	279.5			<i18n=55196>	UI/icon/title/npc.png
359	Tuwen			9293		<i18n=58397>	UI/icon/title/npc.png
359	Tuwen			9294		<i18n=56247>	UI/icon/title/npc.png
359	Tuwen			9295		<i18n=56236>	UI/icon/title/npc.png
360	Wenzi	461.6	331			<i18n=59146>	
360	Npc			10000	ffff0e	<i18n=10725>	10000
1010	Wenzi	642.9	286.6			<i18n=34760>	
1010	Wenzi	208.8	283.8			<i18n=34761>	
1010	Wenzi	324.64	108			<i18n=5080>	
1010	Wenzi	530.5	449			<i18n=6184>	
364	Wenzi	585	234			<i18n=5162>	
364	Wenzi	686	205			<i18n=4541>	
365	Wenzi	269	262			<i18n=5162>	
365	Wenzi	425	173			<i18n=4541>	
366	Wenzi	164	313			<i18n=5162>	
366	Wenzi	581	216			<i18n=4541>	
367	Wenzi	414	383			<i18n=5162>	
367	Wenzi	636	274			<i18n=4541>	
368	Wenzi	375	325			<i18n=5162>	
368	Wenzi	561	229			<i18n=4541>	
369	Wenzi	182	330			<i18n=5162>	
369	Wenzi	490	252			<i18n=4541>	
370	Wenzi	192	340			<i18n=5162>	
370	Wenzi	280	136			<i18n=4541>	
371	Wenzi	735	241			<i18n=5162>	
371	Wenzi	616	92			<i18n=4541>	
372	Wenzi	377	217			<i18n=5162>	
372	Wenzi	512	231			<i18n=4541>	
373	Wenzi	286	265			<i18n=5162>	
373	Wenzi	509	213			<i18n=4541>	
374	Wenzi	317	192			<i18n=5162>	
374	Wenzi	487	247			<i18n=4541>	
375	Wenzi	145	327			<i18n=5162>	
375	Wenzi	700	278			<i18n=4541>	
376	Wenzi	232	366			<i18n=5162>	
376	Wenzi	256	243			<i18n=4541>	
377	Wenzi	328	146			<i18n=5162>	
377	Wenzi	592	258			<i18n=4541>	
378	Wenzi	141	296			<i18n=5162>	
378	Wenzi	357	472			<i18n=4541>	
379	Wenzi	320	246			<i18n=5162>	
379	Wenzi	415	188			<i18n=4541>	
380	Wenzi	485	369			<i18n=5162>	
380	Wenzi	566	150			<i18n=4541>	
381	Wenzi	372	471			<i18n=5162>	
381	Wenzi	542	434			<i18n=4541>	
382	Tuwen			9297		<i18n=68420>	UI/icon/title/npc.png
382	Tuwen			9298		<i18n=68436>	UI/icon/title/npc.png
382	Tuwen			9299		<i18n=68424>	UI/icon/title/npc.png
382	Tuwen			9300		<i18n=1527>	UI/icon/title/npc.png
382	Tuwen			9301		<i18n=68428>	UI/icon/title/npc.png
393	Tuwen			9308		<i18n=79772>	UI/icon/title/npc.png
393	Tuwen			9309		<i18n=43>	UI/icon/title/npc.png
393	Tuwen			9310		<i18n=13043>	UI/icon/title/npc.png
393	Tuwen			9311		<i18n=77524>	UI/icon/title/npc.png
393	Tuwen			9312		<i18n=77546>	UI/icon/title/npc.png
401	Tuwen			9319		<i18n=84454>	UI/icon/title/npc.png
401	Tuwen			9320		<i18n=84422>	UI/icon/title/npc.png
401	Tuwen			9321		<i18n=84413>	UI/icon/title/npc.png
