nId	nLevelMin	nLevelMax	szTimeBegin	szTimeEnd	tbAwardInfo
22			OpenLevel279	OpenLevel289	Item|17102
22			OpenLevel289	OpenLevel299	Item|18103
22			OpenLevel289	OpenLevel299	Item|13103
22			OpenLevel289	OpenLevel299	Item|17103
22			OpenLevel299		Item|18104
22			OpenLevel299		Item|13104
22			OpenLevel299		Item|17104
22					Item|517
23			OpenLevel39	OpenLevel69	Item|502
23			OpenLevel69	OpenLevel99	Item|503
23			OpenLevel99	OpenLevel129	Item|504
23			OpenLevel129	OpenLevel159	Item|505
23			OpenLevel159	OpenLevel189	Item|500
23			OpenLevel189	OpenLevel219	Item|499
23			OpenLevel219	OpenLevel249	Item|760
23			OpenLevel249	OpenLevel279	Item|761
23			OpenLevel279		Item|762
23					Item|412
23					Item|31001
23					Item|20382
23					Item|201
23					Exp|0
23					Coin|0
24					Exp|0
24			OpenLevel39	OpenLevel49	Item|8982
24			OpenLevel49	OpenLevel59	Item|8983
24			OpenLevel59	OpenLevel69	Item|8984
24			OpenLevel69	OpenLevel79	Item|8985
24			OpenLevel79	OpenLevel89	Item|8986
24			OpenLevel89	OpenLevel99	Item|8987
24			OpenLevel99	OpenLevel109	Item|8988
24			OpenLevel109	OpenLevel119	Item|8989
24			OpenLevel119	OpenLevel129	Item|8990
24			OpenLevel129	OpenLevel139	Item|671821
24			OpenLevel139	OpenLevel149	Item|671822
24			OpenLevel149	OpenLevel159	Item|671823
24			OpenLevel159	OpenLevel169	Item|671824
24			OpenLevel169	OpenLevel179	Item|671825
24			OpenLevel179	OpenLevel189	Item|671826
24			OpenLevel189	OpenLevel199	Item|671827
24			OpenLevel199	OpenLevel209	Item|671828
24			OpenLevel209	OpenLevel219	Item|673600
24			OpenLevel219	OpenLevel229	Item|673601
24			OpenLevel229	OpenLevel239	Item|673602
24			OpenLevel239	OpenLevel249	Item|673603
24			OpenLevel249	OpenLevel259	Item|673604
24			OpenLevel259	OpenLevel269	Item|673605
24			OpenLevel269	OpenLevel279	Item|673606
24			OpenLevel279	OpenLevel289	Item|673607
24			OpenLevel289	OpenLevel299	Item|673608
24			OpenLevel299		Item|673609
24			OpenLevel39	OpenLevel49	Item|8992
24			OpenLevel49	OpenLevel59	Item|8993
24			OpenLevel59	OpenLevel69	Item|8994
24			OpenLevel69	OpenLevel79	Item|8995
24			OpenLevel79	OpenLevel89	Item|8996
24			OpenLevel89	OpenLevel99	Item|8997
24			OpenLevel99	OpenLevel109	Item|8998
24			OpenLevel109	OpenLevel119	Item|8999
24			OpenLevel119	OpenLevel129	Item|9000
24			OpenLevel129	OpenLevel139	Item|671831
24			OpenLevel139	OpenLevel149	Item|671832
24			OpenLevel149	OpenLevel159	Item|671833
24			OpenLevel159	OpenLevel169	Item|671834
24			OpenLevel169	OpenLevel179	Item|671835
24			OpenLevel179	OpenLevel189	Item|671836
24			OpenLevel189	OpenLevel199	Item|671837
24			OpenLevel199	OpenLevel209	Item|671838
24			OpenLevel209	OpenLevel219	Item|673610
24			OpenLevel219	OpenLevel229	Item|673611
24			OpenLevel229	OpenLevel239	Item|673612
24			OpenLevel239	OpenLevel249	Item|673613
24			OpenLevel249	OpenLevel259	Item|673614
24			OpenLevel259	OpenLevel269	Item|673615
24			OpenLevel269	OpenLevel279	Item|673616
24			OpenLevel279	OpenLevel289	Item|673617
24			OpenLevel289	OpenLevel299	Item|673618
24			OpenLevel299		Item|673619
24			OpenLevel99	OpenLevel129	Item|504
24			OpenLevel129	OpenLevel159	Item|505
24			OpenLevel159	OpenLevel189	Item|500
24			OpenLevel189	OpenLevel219	Item|499
24			OpenLevel219	OpenLevel249	Item|760
24			OpenLevel249	OpenLevel279	Item|761
24			OpenLevel279		Item|762
24			OpenLevel79	OpenLevel109	Item|31618
24			OpenLevel109	OpenLevel139	Item|31637
24			OpenLevel139	OpenLevel169	Item|31653
24			OpenLevel169	OpenLevel199	Item|31654
24			OpenLevel199	OpenLevel229	Item|31655
24			OpenLevel229	OpenLevel259	Item|673558
24			OpenLevel259	OpenLevel289	Item|673559
24			OpenLevel289		Item|673560
24			OpenLevel49	OpenLevel99	Item|31001
24			OpenLevel69	OpenLevel99	Item|503
24			OpenLevel49	OpenLevel99	Item|201
24			OpenLevel39	OpenLevel69	Item|502
24			OpenLevel99		Item|921
25					XiuWei|0
26					Item|650113
28					Item|324
28				OpenLevel59	Item|912
28			OpenLevel49	OpenLevel69	Item|913
28			OpenLevel59	OpenLevel79	Item|914
28			OpenLevel69	OpenLevel89	Item|915
28			OpenLevel79	OpenLevel99	Item|916
28			OpenLevel89	OpenLevel109	Item|917
28			OpenLevel99	OpenLevel129	Item|905
28			OpenLevel109	OpenLevel149	Item|906
28			OpenLevel129	OpenLevel169	Item|918
28			OpenLevel149	OpenLevel189	Item|919
28			OpenLevel169	OpenLevel209	Item|920
28			OpenLevel189	OpenLevel229	Item|907
28			OpenLevel209	OpenLevel249	Item|923
28			OpenLevel229	OpenLevel269	Item|924
28			OpenLevel249	OpenLevel289	Item|925
28			OpenLevel269		Item|926
28			OpenLevel289		Item|927
28			OpenLevel119		Item|35319
28					Item|31562
28					Item|31563
28			OpenLevel299		Item|3698
28			OpenLevel299		Item|3668
28			OpenLevel289		Item|3697
28			OpenLevel289		Item|3667
28			OpenLevel279	OpenLevel299	Item|3696
28			OpenLevel279	OpenLevel299	Item|3666
28			OpenLevel269	OpenLevel289	Item|3695
28			OpenLevel269	OpenLevel289	Item|3665
28			OpenLevel259	OpenLevel279	Item|3694
28			OpenLevel259	OpenLevel279	Item|3664
28			OpenLevel249	OpenLevel269	Item|3693
28			OpenLevel249	OpenLevel269	Item|3663
28			OpenLevel239	OpenLevel259	Item|3692
28			OpenLevel239	OpenLevel259	Item|3662
28			OpenLevel229	OpenLevel249	Item|3691
28			OpenLevel229	OpenLevel249	Item|3661
28			OpenLevel219	OpenLevel239	Item|3690
28			OpenLevel219	OpenLevel239	Item|3660
28			OpenLevel209	OpenLevel229	Item|3689
28			OpenLevel209	OpenLevel229	Item|3659
28			OpenLevel199	OpenLevel219	Item|3600
28			OpenLevel199	OpenLevel219	Item|3576
28			OpenLevel189	OpenLevel209	Item|3599
28			OpenLevel189	OpenLevel209	Item|3575
28			OpenLevel179	OpenLevel199	Item|3598
28			OpenLevel179	OpenLevel199	Item|3574
28			OpenLevel169	OpenLevel189	Item|3597
28			OpenLevel169	OpenLevel189	Item|3573
28			OpenLevel159	OpenLevel179	Item|3596
28			OpenLevel159	OpenLevel179	Item|3572
28			OpenLevel149	OpenLevel169	Item|3595
28			OpenLevel149	OpenLevel169	Item|3571
28			OpenLevel139	OpenLevel159	Item|3594
28			OpenLevel139	OpenLevel159	Item|3570
28			OpenLevel129	OpenLevel149	Item|3593
28			OpenLevel129	OpenLevel149	Item|3569
28			OpenLevel119	OpenLevel139	Item|379
28			OpenLevel119	OpenLevel139	Item|366
28			OpenLevel109	OpenLevel129	Item|378
28			OpenLevel109	OpenLevel129	Item|365
28			OpenLevel99	OpenLevel119	Item|377
28			OpenLevel99	OpenLevel119	Item|364
28			OpenLevel89	OpenLevel109	Item|376
28			OpenLevel89	OpenLevel109	Item|363
28				OpenLevel99	Item|362
28					ZhuLuRepute|0
28					Item|31002
28					Item|31003
28					Item|31004
28					Item|31005
28					Item|31006
28					Item|20380
28				OpenLevel99	Item|503
28			OpenLevel99	OpenLevel129	Item|504
28			OpenLevel129	OpenLevel159	Item|505
28			OpenLevel159	OpenLevel189	Item|500
28			OpenLevel189	OpenLevel219	Item|499
28			OpenLevel219	OpenLevel249	Item|760
28			OpenLevel249	OpenLevel279	Item|761
28			OpenLevel279		Item|762
29					Item|31568
29			OpenLevel119		Item|35319
29					Item|411
29					Item|410
29					Item|324
29					Item|31002
29					Item|31003
29					Item|31004
29					Item|31005
29					Item|31006
30					Exp|0
30					Item|412
30			OpenLevel49		Item|31001
30				OpenLevel99	Item|503
30			OpenLevel99	OpenLevel129	Item|504
30			OpenLevel129	OpenLevel159	Item|505
30			OpenLevel159	OpenLevel189	Item|500
30			OpenLevel189	OpenLevel219	Item|499
30			OpenLevel219	OpenLevel249	Item|760
30			OpenLevel249	OpenLevel279	Item|761
30			OpenLevel279		Item|762
30			OpenLevel79		Item|20380
30			OpenLevel139		Item|80000
30			OpenLevel139		Item|80300
30			OpenLevel139		Item|80003
31					Exp|0
31			OpenLevel89	OpenLevel109	Item|33000
31			OpenLevel109	OpenLevel129	Item|33001
31			OpenLevel129	OpenLevel149	Item|33002
31			OpenLevel149	OpenLevel169	Item|33003
31			OpenLevel169	OpenLevel189	Item|33004
31			OpenLevel189	OpenLevel209	Item|33005
31			OpenLevel209	OpenLevel229	Item|33006
31			OpenLevel229	OpenLevel249	Item|33007
31			OpenLevel249	OpenLevel269	Item|33008
31			OpenLevel269	OpenLevel289	Item|33009
31			OpenLevel289		Item|32999
31			OpenLevel89		Item|33014
31			OpenLevel89		Item|33011
31			OpenLevel89		Item|33010
31			OpenLevel59	OpenLevel89	Item|31001
31			OpenLevel69	OpenLevel89	Item|503
31			OpenLevel59	OpenLevel89	Item|201
31			OpenLevel59	OpenLevel69	Item|502
31			OpenLevel39	OpenLevel49	Item|8982
31			OpenLevel49	OpenLevel59	Item|8983
31			OpenLevel59	OpenLevel69	Item|8984
31			OpenLevel69	OpenLevel79	Item|8985
31			OpenLevel79	OpenLevel89	Item|8986
31			OpenLevel89	OpenLevel99	Item|8987
31			OpenLevel99	OpenLevel109	Item|8988
31			OpenLevel109	OpenLevel119	Item|8989
31			OpenLevel119	OpenLevel129	Item|8990
31			OpenLevel129	OpenLevel139	Item|671821
31			OpenLevel139	OpenLevel149	Item|671822
31			OpenLevel149	OpenLevel159	Item|671823
31			OpenLevel159	OpenLevel169	Item|671824
31			OpenLevel169	OpenLevel179	Item|671825
31			OpenLevel179	OpenLevel189	Item|671826
31			OpenLevel189	OpenLevel199	Item|671827
31			OpenLevel199	OpenLevel209	Item|671828
31			OpenLevel209	OpenLevel219	Item|673600
31			OpenLevel219	OpenLevel229	Item|673601
31			OpenLevel229	OpenLevel239	Item|673602
31			OpenLevel239	OpenLevel249	Item|673603
31			OpenLevel249	OpenLevel259	Item|673604
31			OpenLevel259	OpenLevel269	Item|673605
31			OpenLevel269	OpenLevel279	Item|673606
31			OpenLevel279	OpenLevel289	Item|673607
31			OpenLevel289	OpenLevel299	Item|673608
31			OpenLevel299		Item|673609
31			OpenLevel39	OpenLevel49	Item|8992
31			OpenLevel49	OpenLevel59	Item|8993
31			OpenLevel59	OpenLevel69	Item|8994
31			OpenLevel69	OpenLevel79	Item|8995
31			OpenLevel79	OpenLevel89	Item|8996
31			OpenLevel89	OpenLevel99	Item|8997
31			OpenLevel99	OpenLevel109	Item|8998
31			OpenLevel109	OpenLevel119	Item|8999
31			OpenLevel119	OpenLevel129	Item|9000
31			OpenLevel129	OpenLevel139	Item|671831
31			OpenLevel139	OpenLevel149	Item|671832
31			OpenLevel149	OpenLevel159	Item|671833
31			OpenLevel159	OpenLevel169	Item|671834
31			OpenLevel169	OpenLevel179	Item|671835
31			OpenLevel179	OpenLevel189	Item|671836
31			OpenLevel189	OpenLevel199	Item|671837
31			OpenLevel199	OpenLevel209	Item|671838
31			OpenLevel209	OpenLevel219	Item|673610
31			OpenLevel219	OpenLevel229	Item|673611
31			OpenLevel229	OpenLevel239	Item|673612
31			OpenLevel239	OpenLevel249	Item|673613
31			OpenLevel249	OpenLevel259	Item|673614
31			OpenLevel259	OpenLevel269	Item|673615
31			OpenLevel269	OpenLevel279	Item|673616
31			OpenLevel279	OpenLevel289	Item|673617
31			OpenLevel289	OpenLevel299	Item|673618
31			OpenLevel299		Item|673619
32			OpenLevel89	OpenLevel109	Item|917
32			OpenLevel99	OpenLevel129	Item|905
32			OpenLevel109	OpenLevel149	Item|906
32			OpenLevel129	OpenLevel169	Item|918
32			OpenLevel149	OpenLevel189	Item|919
32			OpenLevel169	OpenLevel209	Item|920
32			OpenLevel189	OpenLevel229	Item|907
32			OpenLevel209	OpenLevel249	Item|923
32			OpenLevel229	OpenLevel269	Item|924
32			OpenLevel249	OpenLevel289	Item|925
32			OpenLevel269		Item|926
32			OpenLevel289		Item|927
32			OpenLevel99		Item|33014
32					Item|31563
32					Item|31401
32			OpenLevel99	OpenLevel119	Item|31008
32			OpenLevel109	OpenLevel139	Item|31009
32			OpenLevel129	OpenLevel159	Item|31010
32			OpenLevel149	OpenLevel179	Item|31011
32			OpenLevel169	OpenLevel199	Item|31012
32			OpenLevel189	OpenLevel219	Item|31013
32			OpenLevel209	OpenLevel239	Item|31014
32			OpenLevel229	OpenLevel259	Item|31015
32			OpenLevel249	OpenLevel279	Item|31016
32			OpenLevel269	OpenLevel299	Item|31017
32			OpenLevel289		Item|31018
33					Item|650205
33			OpenLevel79	OpenLevel109	Item|31620
33			OpenLevel109		Item|31621
33			OpenLevel79		Item|20380
33					Item|31000
33					Item|412
33			OpenLevel189	OpenLevel219	Item|499
33			OpenLevel219	OpenLevel249	Item|760
33			OpenLevel249	OpenLevel279	Item|761
33			OpenLevel279		Item|762
33			OpenLevel159	OpenLevel189	Item|500
33			OpenLevel129	OpenLevel159	Item|505
33			OpenLevel99	OpenLevel129	Item|504
33			OpenLevel69	OpenLevel99	Item|503
33					Exp|0
33					Coin|0
34			OpenLevel79	OpenLevel109	Item|31620
34			OpenLevel109	OpenLevel139	Item|31621
34			OpenLevel139	OpenLevel169	Item|671846
34			OpenLevel169	OpenLevel199	Item|671847
34			OpenLevel199	OpenLevel229	Item|671848
34			OpenLevel229	OpenLevel259	Item|673561
34			OpenLevel259	OpenLevel289	Item|673562
34			OpenLevel289		Item|673563
34			OpenLevel79		Item|20380
34					Item|412
34			OpenLevel189	OpenLevel219	Item|499
34			OpenLevel219	OpenLevel249	Item|760
34			OpenLevel249	OpenLevel279	Item|761
34			OpenLevel279		Item|762
34			OpenLevel159	OpenLevel189	Item|500
34			OpenLevel129	OpenLevel159	Item|505
34			OpenLevel99	OpenLevel129	Item|504
34			OpenLevel69	OpenLevel99	Item|503
34					Exp|0
34					Coin|0
35			OpenLevel89		Item|33000
35			OpenLevel109	OpenLevel129	Item|33001
35			OpenLevel129	OpenLevel149	Item|33002
35			OpenLevel149	OpenLevel169	Item|33003
35			OpenLevel169	OpenLevel189	Item|33004
35			OpenLevel189	OpenLevel209	Item|33005
35			OpenLevel209	OpenLevel229	Item|33006
35			OpenLevel229	OpenLevel249	Item|33007
35			OpenLevel249	OpenLevel269	Item|33008
35			OpenLevel269	OpenLevel289	Item|33009
35			OpenLevel289		Item|32999
35			OpenLevel89		Item|33014
35			OpenLevel79		Item|20380
35					Item|412
35			OpenLevel189	OpenLevel219	Item|499
35			OpenLevel219	OpenLevel249	Item|760
35			OpenLevel249	OpenLevel279	Item|761
35			OpenLevel279		Item|762
35			OpenLevel159	OpenLevel189	Item|500
35			OpenLevel129	OpenLevel159	Item|505
35			OpenLevel99	OpenLevel129	Item|504
35			OpenLevel69	OpenLevel99	Item|503
35					Exp|0
35					Coin|0
36			OpenLevel89	OpenLevel109	Item|917
36			OpenLevel99	OpenLevel129	Item|905
36			OpenLevel109	OpenLevel149	Item|906
36			OpenLevel129	OpenLevel169	Item|918
36			OpenLevel149	OpenLevel189	Item|919
36			OpenLevel169	OpenLevel209	Item|920
36			OpenLevel189	OpenLevel229	Item|907
36			OpenLevel209	OpenLevel249	Item|923
36			OpenLevel229	OpenLevel269	Item|924
36			OpenLevel249	OpenLevel289	Item|925
36			OpenLevel269		Item|926
36			OpenLevel289		Item|927
36					Item|1307
36					Item|1308
36			OpenLevel99	OpenLevel109	Item|35127
36			OpenLevel99	OpenLevel109	Item|35128
36			OpenLevel109	OpenLevel119	Item|35129
36			OpenLevel109	OpenLevel119	Item|35130
36			OpenLevel119	OpenLevel129	Item|35131
36			OpenLevel119	OpenLevel129	Item|35132
36			OpenLevel129	OpenLevel139	Item|35192
36			OpenLevel129	OpenLevel139	Item|35193
36			OpenLevel139	OpenLevel149	Item|35194
36			OpenLevel139	OpenLevel149	Item|35195
36			OpenLevel149	OpenLevel159	Item|35196
36			OpenLevel149	OpenLevel159	Item|35197
36			OpenLevel159	OpenLevel169	Item|35198
36			OpenLevel159	OpenLevel169	Item|35199
36			OpenLevel169	OpenLevel179	Item|35200
36			OpenLevel169	OpenLevel179	Item|35201
36			OpenLevel179	OpenLevel189	Item|35202
36			OpenLevel179	OpenLevel189	Item|35203
36			OpenLevel189	OpenLevel199	Item|35204
36			OpenLevel189	OpenLevel199	Item|35205
36			OpenLevel199	OpenLevel209	Item|35206
36			OpenLevel199	OpenLevel209	Item|35207
36			OpenLevel209	OpenLevel219	Item|35220
36			OpenLevel209	OpenLevel219	Item|35221
36			OpenLevel219	OpenLevel229	Item|35222
36			OpenLevel219	OpenLevel229	Item|35223
36			OpenLevel229	OpenLevel239	Item|35224
36			OpenLevel229	OpenLevel239	Item|35225
36			OpenLevel239	OpenLevel249	Item|35226
36			OpenLevel239	OpenLevel249	Item|35227
36			OpenLevel249	OpenLevel259	Item|35228
36			OpenLevel249	OpenLevel259	Item|35229
36			OpenLevel259	OpenLevel269	Item|35230
36			OpenLevel259	OpenLevel269	Item|35231
36			OpenLevel269	OpenLevel279	Item|35232
36			OpenLevel269	OpenLevel279	Item|35233
36			OpenLevel279	OpenLevel289	Item|35234
36			OpenLevel279	OpenLevel289	Item|35235
36			OpenLevel289	OpenLevel299	Item|35236
36			OpenLevel289	OpenLevel299	Item|35237
36			OpenLevel299		Item|35238
36			OpenLevel299		Item|35239
36					Item|671601
36			OpenLevel99	OpenLevel129	Item|504
36			OpenLevel129	OpenLevel159	Item|505
36			OpenLevel159	OpenLevel189	Item|500
36			OpenLevel189	OpenLevel219	Item|499
36			OpenLevel219	OpenLevel249	Item|760
36			OpenLevel249	OpenLevel279	Item|761
36			OpenLevel279		Item|762
36					Item|671602
36					Exp|0
36					ZhuLuRepute|0
36					KinContrib|0
37					Item|211
37					Item|209
37					Item|35301
37					Item|35319
37					Item|35302
37			OpenLevel119	OpenLevel139	Item|19988
37			OpenLevel139	OpenLevel159	Item|19989
37			OpenLevel159	OpenLevel179	Item|19990
37			OpenLevel179	OpenLevel199	Item|19991
37			OpenLevel199	OpenLevel219	Item|19992
37			OpenLevel219	OpenLevel239	Item|19993
37			OpenLevel239	OpenLevel259	Item|19994
37			OpenLevel259	OpenLevel279	Item|19995
37			OpenLevel279	OpenLevel299	Item|19996
37			OpenLevel299		Item|19997
38			OpenLevel59		Item|209
38			OpenLevel59		YuanBao|0
38			OpenLevel59		Coin|0
38			OpenLevel59		Item|412
38			OpenLevel89		Item|33010
38			OpenLevel99		Item|671601
39			OpenLevel99	OpenLevel129	Exp|0
39			OpenLevel99	OpenLevel129	Coin|0
39			OpenLevel99	OpenLevel129	Item|672350
39			OpenLevel99	OpenLevel129	Item|671601
39			OpenLevel99	OpenLevel129	Item|901
39			OpenLevel129		Exp|0
39			OpenLevel129		Coin|0
39			OpenLevel129		Item|3009
39			OpenLevel129		Item|672351
39			OpenLevel129		Item|3011
39			OpenLevel129		Item|901
40					Item|672508
40					Item|672509
40					Item|672510
41			OpenLevel99		Item|672577
41			OpenLevel99		Item|672578
41			OpenLevel99		Item|672579
41			OpenLevel99		Item|213
41			OpenLevel119		Item|35301
41			OpenLevel99	OpenLevel119	Item|33010
41			OpenLevel99		Item|33011
41			OpenLevel99		Item|671601
41			OpenLevel99		Item|672582
42			OpenLevel119		Item|20000
42			OpenLevel119	OpenLevel139	Item|20001
42			OpenLevel139	OpenLevel159	Item|20002
42			OpenLevel159	OpenLevel179	Item|20003
42			OpenLevel179	OpenLevel199	Item|20004
42			OpenLevel199	OpenLevel219	Item|20005
42			OpenLevel219	OpenLevel239	Item|20006
42			OpenLevel239	OpenLevel259	Item|20007
42			OpenLevel259	OpenLevel279	Item|20008
42			OpenLevel279	OpenLevel299	Item|20009
42			OpenLevel299		Item|20010
42			OpenLevel119	OpenLevel139	Item|19988
42			OpenLevel139	OpenLevel159	Item|19989
42			OpenLevel159	OpenLevel179	Item|19990
42			OpenLevel179	OpenLevel199	Item|19991
42			OpenLevel199	OpenLevel219	Item|19992
42			OpenLevel219	OpenLevel239	Item|19993
42			OpenLevel239	OpenLevel259	Item|19994
42			OpenLevel259	OpenLevel279	Item|19995
42			OpenLevel279	OpenLevel299	Item|19996
42			OpenLevel299		Item|19997
42					Item|31002
42					Item|31003
42					Item|31004
42					Item|31005
42					Item|31006
42				OpenLevel119	Item|671601
42				OpenLevel119	Item|20380
42			OpenLevel89	OpenLevel109	Item|917
42			OpenLevel99	OpenLevel129	Item|905
42			OpenLevel109	OpenLevel149	Item|906
42			OpenLevel129	OpenLevel169	Item|918
42			OpenLevel149	OpenLevel189	Item|919
42			OpenLevel169	OpenLevel209	Item|920
42			OpenLevel189	OpenLevel229	Item|907
42			OpenLevel209	OpenLevel249	Item|923
42			OpenLevel229	OpenLevel269	Item|924
42			OpenLevel249	OpenLevel289	Item|925
42			OpenLevel269		Item|926
42			OpenLevel289		Item|927
42					Item|31562
42					Item|31563
42			OpenLevel299		Item|3698
42			OpenLevel299		Item|3668
42			OpenLevel289		Item|3697
42			OpenLevel289		Item|3667
42			OpenLevel279	OpenLevel299	Item|3696
42			OpenLevel279	OpenLevel299	Item|3666
42			OpenLevel269	OpenLevel289	Item|3695
42			OpenLevel269	OpenLevel289	Item|3665
42			OpenLevel259	OpenLevel279	Item|3694
42			OpenLevel259	OpenLevel279	Item|3664
42			OpenLevel249	OpenLevel269	Item|3693
42			OpenLevel249	OpenLevel269	Item|3663
42			OpenLevel239	OpenLevel259	Item|3692
42			OpenLevel239	OpenLevel259	Item|3662
42			OpenLevel229	OpenLevel249	Item|3691
42			OpenLevel229	OpenLevel249	Item|3661
42			OpenLevel219	OpenLevel239	Item|3690
42			OpenLevel219	OpenLevel239	Item|3660
42			OpenLevel209	OpenLevel229	Item|3689
42			OpenLevel209	OpenLevel229	Item|3659
42			OpenLevel199	OpenLevel219	Item|3600
42			OpenLevel199	OpenLevel219	Item|3576
42			OpenLevel189	OpenLevel209	Item|3599
42			OpenLevel189	OpenLevel209	Item|3575
42			OpenLevel179	OpenLevel199	Item|3598
42			OpenLevel179	OpenLevel199	Item|3574
42			OpenLevel169	OpenLevel189	Item|3597
42			OpenLevel169	OpenLevel189	Item|3573
42			OpenLevel159	OpenLevel179	Item|3596
42			OpenLevel159	OpenLevel179	Item|3572
42			OpenLevel149	OpenLevel169	Item|3595
42			OpenLevel149	OpenLevel169	Item|3571
42			OpenLevel139	OpenLevel159	Item|3594
42			OpenLevel139	OpenLevel159	Item|3570
42			OpenLevel129	OpenLevel149	Item|3593
42			OpenLevel129	OpenLevel149	Item|3569
42			OpenLevel119	OpenLevel139	Item|379
42			OpenLevel119	OpenLevel139	Item|366
42			OpenLevel109	OpenLevel129	Item|378
42			OpenLevel109	OpenLevel129	Item|365
42			OpenLevel99	OpenLevel119	Item|377
42			OpenLevel99	OpenLevel119	Item|364
42			OpenLevel289		Item|673572
42			OpenLevel259	OpenLevel289	Item|673571
42			OpenLevel229	OpenLevel259	Item|673570
42			OpenLevel199	OpenLevel229	Item|35190
42			OpenLevel169	OpenLevel199	Item|35186
42			OpenLevel139	OpenLevel169	Item|31632
42			OpenLevel109	OpenLevel139	Item|31628
42			OpenLevel99	OpenLevel109	Item|31624
42					Item|324
48					Item|33011
48					Item|33012
48				OpenLevel139	Item|33013
48					Item|412
48					Item|33014
48			OpenLevel89	OpenLevel109	Item|33000
48			OpenLevel109	OpenLevel129	Item|33001
48			OpenLevel129	OpenLevel139	Item|33002
48				OpenLevel139	Item|20380
48			OpenLevel139		Item|80300
48			OpenLevel139		Item|80003
48					Item|901
48			OpenLevel139		Item|80000
49					Exp|0
49					Coin|0
49					KinContrib|0
49					TongFund|0
49				OpenLevel59	Item|912
49				OpenLevel69	Item|913
49			OpenLevel59	OpenLevel79	Item|914
49			OpenLevel69	OpenLevel89	Item|915
49			OpenLevel79	OpenLevel99	Item|916
49			OpenLevel89	OpenLevel109	Item|917
49			OpenLevel99	OpenLevel129	Item|905
49			OpenLevel109	OpenLevel149	Item|906
49			OpenLevel129	OpenLevel169	Item|918
49			OpenLevel149	OpenLevel189	Item|919
49			OpenLevel169	OpenLevel209	Item|920
49			OpenLevel189	OpenLevel229	Item|907
49			OpenLevel209	OpenLevel249	Item|923
49			OpenLevel229	OpenLevel269	Item|924
49			OpenLevel249	OpenLevel289	Item|925
49			OpenLevel269		Item|926
49			OpenLevel289		Item|927
49					Item|3106
49				OpenLevel69	Item|3118
49			OpenLevel69	OpenLevel89	Item|351
49			OpenLevel79	OpenLevel99	Item|352
49			OpenLevel79	OpenLevel99	Item|367
49			OpenLevel89	OpenLevel109	Item|353
49			OpenLevel89	OpenLevel109	Item|368
49			OpenLevel89	OpenLevel109	Item|372
49			OpenLevel99	OpenLevel119	Item|354
49			OpenLevel99	OpenLevel119	Item|369
49			OpenLevel99	OpenLevel119	Item|373
49			OpenLevel109	OpenLevel129	Item|355
49			OpenLevel109	OpenLevel129	Item|370
49			OpenLevel109	OpenLevel129	Item|374
49			OpenLevel119	OpenLevel139	Item|356
49			OpenLevel119	OpenLevel139	Item|371
49			OpenLevel119	OpenLevel139	Item|375
49			OpenLevel129	OpenLevel149	Item|3553
49			OpenLevel129	OpenLevel149	Item|3577
49			OpenLevel129	OpenLevel149	Item|3585
49			OpenLevel139	OpenLevel159	Item|3554
49			OpenLevel139	OpenLevel159	Item|3578
49			OpenLevel139	OpenLevel159	Item|3586
49			OpenLevel149	OpenLevel169	Item|3555
49			OpenLevel149	OpenLevel169	Item|3579
49			OpenLevel149	OpenLevel169	Item|3587
49			OpenLevel159	OpenLevel179	Item|3556
49			OpenLevel159	OpenLevel179	Item|3580
49			OpenLevel159	OpenLevel179	Item|3588
49			OpenLevel169	OpenLevel189	Item|3557
49			OpenLevel169	OpenLevel189	Item|3581
49			OpenLevel169	OpenLevel189	Item|3589
49			OpenLevel179	OpenLevel199	Item|3558
49			OpenLevel179	OpenLevel199	Item|3582
49			OpenLevel179	OpenLevel199	Item|3590
49			OpenLevel189	OpenLevel209	Item|3559
49			OpenLevel189	OpenLevel209	Item|3583
49			OpenLevel189	OpenLevel209	Item|3591
49			OpenLevel199	OpenLevel219	Item|3560
49			OpenLevel199	OpenLevel219	Item|3584
49			OpenLevel199	OpenLevel219	Item|3592
49			OpenLevel209	OpenLevel229	Item|3639
49			OpenLevel209	OpenLevel229	Item|3669
49			OpenLevel209	OpenLevel229	Item|3679
49			OpenLevel219	OpenLevel239	Item|3640
49			OpenLevel219	OpenLevel239	Item|3670
49			OpenLevel219	OpenLevel239	Item|3680
49			OpenLevel229	OpenLevel249	Item|3641
49			OpenLevel229	OpenLevel249	Item|3671
49			OpenLevel229	OpenLevel249	Item|3681
49			OpenLevel239	OpenLevel259	Item|3642
49			OpenLevel239	OpenLevel259	Item|3672
49			OpenLevel239	OpenLevel259	Item|3682
49			OpenLevel249	OpenLevel269	Item|3643
49			OpenLevel249	OpenLevel269	Item|3673
49			OpenLevel249	OpenLevel269	Item|3683
49			OpenLevel259	OpenLevel279	Item|3644
49			OpenLevel259	OpenLevel279	Item|3674
49			OpenLevel259	OpenLevel279	Item|3684
49			OpenLevel269	OpenLevel289	Item|3645
49			OpenLevel269	OpenLevel289	Item|3675
49			OpenLevel269	OpenLevel289	Item|3685
49			OpenLevel279	OpenLevel299	Item|3646
49			OpenLevel279	OpenLevel299	Item|3676
49			OpenLevel279	OpenLevel299	Item|3686
49			OpenLevel289		Item|3647
49			OpenLevel289		Item|3677
49			OpenLevel289		Item|3687
49			OpenLevel299		Item|3648
49			OpenLevel299		Item|3678
49			OpenLevel299		Item|3688
