nGroupId	nAttrId	nAttrValueMin1	nAttrValueMin2	nAttrValueMin3	nAttrValueMax1	nAttrValueMax2	nAttrValueMax3	FightPower	nWeight
2206	33	70			78			1000	100000
2206	28	175			195			1000	120000
2206	17	1000	35		1000	39		1000	120000
2206	26	702			780			1000	120000
2206	24	35			39			1000	120000
2207	53	10			11			1000	60000
2207	13	42			47			1000	80000
2207	12	42			47			1000	80000
2207	11	42		42	47		47	1000	100000
2207	25	846			940			1000	100000
2207	33	84			94			1000	100000
2207	28	211			235			1000	120000
2207	17	1000	42		1000	47		1000	120000
2207	26	846			940			1000	120000
2207	24	42			47			1000	120000
2208	53	12			13			1000	60000
2208	13	49			55			1000	80000
2208	12	49			55			1000	80000
2208	11	49		49	55		55	1000	100000
2208	25	990			1100			1000	100000
2208	33	99			110			1000	100000
2208	28	247			275			1000	120000
2208	17	1000	49		1000	55		1000	120000
2208	26	990			1100			1000	120000
2208	24	49			55			1000	120000
2209	53	14			16			1000	60000
2209	13	58			65			1000	80000
2209	12	58			65			1000	80000
2209	11	58		58	65		65	1000	100000
2209	25	1170			1300			1000	100000
2209	33	117			130			1000	100000
2209	28	292			325			1000	120000
2209	17	1000	58		1000	65		1000	120000
2209	26	1170			1300			1000	120000
2209	24	58			65			1000	120000
2210	53	16			18			1000	60000
2210	13	67			75			1000	80000
2210	12	67			75			1000	80000
2210	11	67		67	75		75	1000	100000
2210	25	1350			1500			1000	100000
2210	33	135			150			1000	100000
2210	28	337			375			1000	120000
2210	17	1000	67		1000	75		1000	120000
2210	26	1350			1500			1000	120000
2210	24	67			75			1000	120000
2211	53	19			21			1000	60000
2211	13	77			86			1000	80000
2211	12	77			86			1000	80000
2211	11	77		77	86		86	1000	100000
2211	25	1548			1720			1000	100000
2211	33	154			172			1000	100000
2211	28	387			430			1000	120000
2211	17	1000	77		1000	86		1000	120000
2211	26	1548			1720			1000	120000
2211	24	77			86			1000	120000
2212	53	22			24			1000	60000
2212	13	89			99			1000	80000
2212	12	89			99			1000	80000
2212	11	89		89	99		99	1000	100000
2212	25	1782			1980			1000	100000
2212	33	178			198			1000	100000
2212	28	445			495			1000	120000
2212	17	1000	89		1000	99		1000	120000
2212	26	1782			1980			1000	120000
2212	24	89			99			1000	120000
2213	53	25			28			1000	60000
2213	13	101			113			1000	80000
2213	12	101			113			1000	80000
2213	11	101		101	113		113	1000	100000
2213	25	2034			2260			1000	100000
2213	33	203			226			1000	100000
2213	28	508			565			1000	120000
2213	17	1000	101		1000	113		1000	120000
2213	26	2034			2260			1000	120000
2213	24	101			113			1000	120000
2214	53	28			32			1000	60000
2214	13	115			128			1000	80000
2214	12	115			128			1000	80000
2214	11	115		115	128		128	1000	100000
2214	25	2304			2560			1000	100000
2214	33	230			256			1000	100000
2214	28	576			640			1000	120000
2214	17	1000	115		1000	128		1000	120000
2214	26	2304			2560			1000	120000
2214	24	115			128			1000	120000
2215	53	32			36			1000	60000
2215	13	130			145			1000	80000
2215	12	130			145			1000	80000
2215	11	130		130	145		145	1000	100000
2215	25	2610			2900			1000	100000
2215	33	261			290			1000	100000
2215	28	652			725			1000	120000
2215	17	1000	130		1000	145		1000	120000
2215	26	2610			2900			1000	120000
2215	24	130			145			1000	120000
2216	53	36			40			1000	60000
2216	13	146			163			1000	80000
2216	12	146			163			1000	80000
2216	11	146		146	163		163	1000	100000
2216	25	2934			3260			1000	100000
2216	33	293			326			1000	100000
2216	28	733			815			1000	120000
2216	17	1000	146		1000	163		1000	120000
2216	26	2934			3260			1000	120000
2216	24	146			163			1000	120000
2217	53	41			46			1000	60000
2217	13	166			185			1000	80000
2217	12	166			185			1000	80000
2217	11	166		166	185		185	1000	100000
2217	25	3330			3700			1000	100000
2217	33	333			370			1000	100000
2217	28	832			925			1000	120000
2217	17	1000	166		1000	185		1000	120000
2217	26	3330			3700			1000	120000
2217	24	166			185			1000	120000
2218	53	47			52			1000	60000
2218	13	188			209			1000	80000
2218	12	188			209			1000	80000
2218	11	188		188	209		209	1000	100000
2218	25	3762			4180			1000	100000
2218	33	376			418			1000	100000
2218	28	940			1045			1000	120000
2218	17	1000	188		1000	209		1000	120000
2218	26	3762			4180			1000	120000
2218	24	188			209			1000	120000
2219	53	53			59			1000	60000
2219	13	212			236			1000	80000
2219	12	212			236			1000	80000
2219	11	212		212	236		236	1000	100000
2219	25	4248			4720			1000	100000
2219	33	424			472			1000	100000
2219	28	1062			1180			1000	120000
2219	17	1000	212		1000	236		1000	120000
2219	26	4248			4720			1000	120000
2219	24	212			236			1000	120000
2220	53	60			66			1000	60000
2220	13	240			267			1000	80000
2220	12	240			267			1000	80000
2220	11	240		240	267		267	1000	100000
2220	25	4806			5340			1000	100000
2220	33	480			534			1000	100000
2220	28	1201			1335			1000	120000
2220	17	1000	240		1000	267		1000	120000
2220	26	4806			5340			1000	120000
2220	24	240			267			1000	120000
2301	53	4			4			1000	60000
2301	13	16			19			1000	80000
2301	12	16			19			1000	80000
2301	11	16		16	19		19	1000	100000
2301	25	320			384			1000	100000
2301	33	32			38			1000	100000
2301	28	80			96			1000	120000
2301	17	1000	16		1000	19		1000	120000
2301	26	320			384			1000	120000
2301	24	16			19			1000	120000
2302	53	4			5			1000	60000
2302	13	19			22			1000	80000
2302	12	19			22			1000	80000
2302	11	19		19	22		22	1000	100000
2302	25	380			456			1000	100000
2302	33	38			45			1000	100000
2302	28	95			114			1000	120000
2302	17	1000	19		1000	22		1000	120000
2302	26	380			456			1000	120000
2302	24	19			22			1000	120000
2303	53	5			6			1000	60000
2303	13	23			27			1000	80000
2303	12	23			27			1000	80000
2303	11	23		23	27		27	1000	100000
2303	25	460			552			1000	100000
2303	33	46			55			1000	100000
2303	28	115			138			1000	120000
2303	17	1000	23		1000	27		1000	120000
2303	26	460			552			1000	120000
2303	24	23			27			1000	120000
2304	53	6			8			1000	60000
2304	13	27			32			1000	80000
2304	12	27			32			1000	80000
2304	11	27		27	32		32	1000	100000
2304	25	540			648			1000	100000
2304	33	54			64			1000	100000
2304	28	135			162			1000	120000
2304	17	1000	27		1000	32		1000	120000
2304	26	540			648			1000	120000
2304	24	27			32			1000	120000
2305	53	8			9			1000	60000
2305	13	33			39			1000	80000
2305	12	33			39			1000	80000
2305	11	33		33	39		39	1000	100000
2305	25	660			792			1000	100000
2305	33	66			79			1000	100000
2305	28	165			198			1000	120000
2305	17	1000	33		1000	39		1000	120000
2305	26	660			792			1000	120000
2305	24	33			39			1000	120000
2306	53	9			11			1000	60000
2306	13	39			46			1000	80000
2306	12	39			46			1000	80000
2306	11	39		39	46		46	1000	100000
2306	25	780			936			1000	100000
2306	33	78			93			1000	100000
2306	28	195			234			1000	120000
2306	17	1000	39		1000	46		1000	120000
2306	26	780			936			1000	120000
2306	24	39			46			1000	120000
2307	53	11			14			1000	60000
2307	13	47			56			1000	80000
2307	12	47			56			1000	80000
2307	11	47		47	56		56	1000	100000
2307	25	940			1128			1000	100000
2307	33	94			112			1000	100000
2307	28	235			282			1000	120000
2307	17	1000	47		1000	56		1000	120000
2307	26	940			1128			1000	120000
2307	24	47			56			1000	120000
2308	53	13			16			1000	60000
2308	13	55			66			1000	80000
2308	12	55			66			1000	80000
2308	11	55		55	66		66	1000	100000
2308	25	1100			1320			1000	100000
2308	33	110			132			1000	100000
2308	28	275			330			1000	120000
2308	17	1000	55		1000	66		1000	120000
2308	26	1100			1320			1000	120000
2308	24	55			66			1000	120000
2309	53	16			19			1000	60000
2309	13	65			78			1000	80000
2309	12	65			78			1000	80000
2309	11	65		65	78		78	1000	100000
2309	25	1300			1560			1000	100000
2309	33	130			156			1000	100000
2309	28	325			390			1000	120000
2309	17	1000	65		1000	78		1000	120000
2309	26	1300			1560			1000	120000
2309	24	65			78			1000	120000
2310	53	18			22			1000	60000
2310	13	75			90			1000	80000
2310	12	75			90			1000	80000
2310	11	75		75	90		90	1000	100000
2310	25	1500			1800			1000	100000
2310	33	150			180			1000	100000
2310	28	375			450			1000	120000
2310	17	1000	75		1000	90		1000	120000
2310	26	1500			1800			1000	120000
2310	24	75			90			1000	120000
2311	53	21			25			1000	60000
2311	13	86			103			1000	80000
2311	12	86			103			1000	80000
2311	11	86		86	103		103	1000	100000
2311	25	1720			2064			1000	100000
2311	33	172			206			1000	100000
2311	28	430			516			1000	120000
2311	17	1000	86		1000	103		1000	120000
2311	26	1720			2064			1000	120000
2311	24	86			103			1000	120000
2312	53	24			29			1000	60000
2312	13	99			118			1000	80000
2312	12	99			118			1000	80000
2312	11	99		99	118		118	1000	100000
2312	25	1980			2376			1000	100000
2312	33	198			237			1000	100000
2312	28	495			594			1000	120000
2312	17	1000	99		1000	118		1000	120000
2312	26	1980			2376			1000	120000
2312	24	99			118			1000	120000
2313	53	28			33			1000	60000
2313	13	113			135			1000	80000
2313	12	113			135			1000	80000
2313	11	113		113	135		135	1000	100000
2313	25	2260			2712			1000	100000
2313	33	226			271			1000	100000
2313	28	565			678			1000	120000
2313	17	1000	113		1000	135		1000	120000
2313	26	2260			2712			1000	120000
2313	24	113			135			1000	120000
2314	53	32			38			1000	60000
2314	13	128			153			1000	80000
2314	12	128			153			1000	80000
2314	11	128		128	153		153	1000	100000
2314	25	2560			3072			1000	100000
2314	33	256			307			1000	100000
2314	28	640			768			1000	120000
2314	17	1000	128		1000	153		1000	120000
2314	26	2560			3072			1000	120000
2314	24	128			153			1000	120000
2315	53	36			43			1000	60000
2315	13	145			174			1000	80000
2315	12	145			174			1000	80000
2315	11	145		145	174		174	1000	100000
2315	25	2900			3480			1000	100000
2315	33	290			348			1000	100000
2315	28	725			870			1000	120000
2315	17	1000	145		1000	174		1000	120000
2315	26	2900			3480			1000	120000
2315	24	145			174			1000	120000
2316	53	40			48			1000	60000
2316	13	163			195			1000	80000
2316	12	163			195			1000	80000
2316	11	163		163	195		195	1000	100000
2316	25	3260			3912			1000	100000
2316	33	326			391			1000	100000
2316	28	815			978			1000	120000
2316	17	1000	163		1000	195		1000	120000
2316	26	3260			3912			1000	120000
2316	24	163			195			1000	120000
2317	53	46			55			1000	60000
2317	13	185			222			1000	80000
2317	12	185			222			1000	80000
2317	11	185		185	222		222	1000	100000
2317	25	3700			4440			1000	100000
2317	33	370			444			1000	100000
2317	28	925			1110			1000	120000
2317	17	1000	185		1000	222		1000	120000
2317	26	3700			4440			1000	120000
2317	24	185			222			1000	120000
2318	53	52			62			1000	60000
2318	13	209			250			1000	80000
2318	12	209			250			1000	80000
2318	11	209		209	250		250	1000	100000
2318	25	4180			5016			1000	100000
2318	33	418			501			1000	100000
2318	28	1045			1254			1000	120000
2318	17	1000	209		1000	250		1000	120000
2318	26	4180			5016			1000	120000
2318	24	209			250			1000	120000
2319	53	59			70			1000	60000
2319	13	236			283			1000	80000
2319	12	236			283			1000	80000
2319	11	236		236	283		283	1000	100000
2319	25	4720			5664			1000	100000
2319	33	472			566			1000	100000
2319	28	1180			1416			1000	120000
2319	17	1000	236		1000	283		1000	120000
2319	26	4720			5664			1000	120000
2319	24	236			283			1000	120000
2320	53	66			80			1000	60000
2320	13	267			320			1000	80000
2320	12	267			320			1000	80000
2320	11	267		267	320		320	1000	100000
2320	25	5340			6408			1000	100000
2320	33	534			640			1000	100000
2320	28	1335			1602			1000	120000
2320	17	1000	267		1000	320		1000	120000
2320	26	5340			6408			1000	120000
2320	24	267			320			1000	120000
3101	55	3			3			1000	60000
3101	21	12			14			1000	80000
3101	46	1000	12		1000	14		1000	80000
3101	11	12		12	14		14	1000	100000
3101	25	256			288			1000	100000
3101	40	12			14			1000	100000
3101	29	64			72			1000	120000
3101	18	1000	12		1000	14		1000	120000
3101	37	1			1			1000	120000
3101	22	51			57			1000	120000
3102	55	3			4			1000	60000
3102	21	15			17			1000	80000
3102	46	1000	15		1000	17		1000	80000
3102	11	15		15	17		17	1000	100000
3102	25	304			342			1000	100000
3102	40	15			17			1000	100000
3102	29	76			85			1000	120000
3102	18	1000	15		1000	17		1000	120000
3102	37	1			1			1000	120000
3102	22	60			68			1000	120000
3103	55	4			5			1000	60000
3103	21	18			20			1000	80000
3103	46	1000	18		1000	20		1000	80000
3103	11	18		18	20		20	1000	100000
3103	25	368			414			1000	100000
3103	40	18			20			1000	100000
3103	29	92			103			1000	120000
3103	18	1000	18		1000	20		1000	120000
3103	37	1			1			1000	120000
3103	22	73			82			1000	120000
3104	55	5			6			1000	60000
3104	21	21			24			1000	80000
3104	46	1000	21		1000	24		1000	80000
3104	11	21		21	24		24	1000	100000
3104	25	432			486			1000	100000
3104	40	21			24			1000	100000
3104	29	108			121			1000	120000
3104	18	1000	21		1000	24		1000	120000
3104	37	1			1			1000	120000
3104	22	86			97			1000	120000
3105	55	6			7			1000	60000
3105	21	26			29			1000	80000
3105	46	1000	26		1000	29		1000	80000
3105	11	26		26	29		29	1000	100000
3105	25	528			594			1000	100000
3105	40	26			29			1000	100000
3105	29	132			148			1000	120000
3105	18	1000	26		1000	29		1000	120000
3105	37	2			2			1000	120000
3105	22	105			118			1000	120000
3106	55	7			8			1000	60000
3106	21	31			35			1000	80000
3106	46	1000	31		1000	35		1000	80000
3106	11	31		31	35		35	1000	100000
3106	25	624			702			1000	100000
3106	40	31			35			1000	100000
3106	29	156			175			1000	120000
3106	18	1000	31		1000	35		1000	120000
3106	37	2			2			1000	120000
3106	22	124			140			1000	120000
3107	55	9			10			1000	60000
3107	21	37			42			1000	80000
3107	46	1000	37		1000	42		1000	80000
3107	11	37		37	42		42	1000	100000
3107	25	752			846			1000	100000
3107	40	37			42			1000	100000
3107	29	188			211			1000	120000
3107	18	1000	37		1000	42		1000	120000
3107	37	3			3			1000	120000
3107	22	150			169			1000	120000
3108	55	11			12			1000	60000
3108	21	44			49			1000	80000
3108	46	1000	44		1000	49		1000	80000
3108	11	44		44	49		49	1000	100000
3108	25	880			990			1000	100000
3108	40	44			49			1000	100000
3108	29	220			247			1000	120000
3108	18	1000	44		1000	49		1000	120000
3108	37	3			3			1000	120000
3108	22	176			198			1000	120000
3109	55	13			14			1000	60000
3109	21	52			58			1000	80000
3109	46	1000	52		1000	58		1000	80000
3109	11	52		52	58		58	1000	100000
3109	25	1040			1170			1000	100000
3109	40	52			58			1000	100000
3109	29	260			292			1000	120000
3109	18	1000	52		1000	58		1000	120000
3109	37	4			4			1000	120000
3109	22	208			234			1000	120000
3110	55	15			16			1000	60000
3110	21	60			67			1000	80000
3110	46	1000	60		1000	67		1000	80000
3110	11	60		60	67		67	1000	100000
3110	25	1200			1350			1000	100000
3110	40	60			67			1000	100000
3110	29	300			337			1000	120000
3110	18	1000	60		1000	67		1000	120000
3110	37	4			5			1000	120000
3110	22	240			270			1000	120000
3111	55	17			19			1000	60000
3111	21	68			77			1000	80000
3111	46	1000	68		1000	77		1000	80000
3111	11	68		68	77		77	1000	100000
3111	25	1376			1548			1000	100000
3111	40	68			77			1000	100000
3111	29	344			387			1000	120000
3111	18	1000	68		1000	77		1000	120000
3111	37	5			6			1000	120000
3111	22	275			309			1000	120000
3112	55	19			22			1000	60000
3112	21	79			89			1000	80000
3112	46	1000	79		1000	89		1000	80000
3112	11	79		79	89		89	1000	100000
3112	25	1584			1782			1000	100000
3112	40	79			89			1000	100000
3112	29	396			445			1000	120000
3112	18	1000	79		1000	89		1000	120000
3112	37	6			7			1000	120000
3112	22	316			356			1000	120000
3113	55	22			25			1000	60000
3113	21	90			101			1000	80000
3113	46	1000	90		1000	101		1000	80000
3113	11	90		90	101		101	1000	100000
3113	25	1808			2034			1000	100000
3113	40	90			101			1000	100000
3113	29	452			508			1000	120000
3113	18	1000	90		1000	101		1000	120000
3113	37	7			8			1000	120000
3113	22	361			406			1000	120000
3114	55	25			28			1000	60000
3114	21	102			115			1000	80000
3114	46	1000	102		1000	115		1000	80000
3114	11	102		102	115		115	1000	100000
3114	25	2048			2304			1000	100000
3114	40	102			115			1000	100000
3114	29	512			576			1000	120000
3114	18	1000	102		1000	115		1000	120000
3114	37	8			9			1000	120000
3114	22	409			460			1000	120000
3115	55	29			32			1000	60000
3115	21	116			130			1000	80000
3115	46	1000	116		1000	130		1000	80000
3115	11	116		116	130		130	1000	100000
3115	25	2320			2610			1000	100000
3115	40	116			130			1000	100000
3115	29	580			652			1000	120000
3115	18	1000	116		1000	130		1000	120000
3115	37	9			10			1000	120000
3115	22	464			522			1000	120000
3116	55	32			36			1000	60000
3116	21	130			146			1000	80000
3116	46	1000	130		1000	146		1000	80000
3116	11	130		130	146		146	1000	100000
3116	25	2608			2934			1000	100000
3116	40	130			146			1000	100000
3116	29	652			733			1000	120000
3116	18	1000	130		1000	146		1000	120000
3116	37	10			11			1000	120000
3116	22	521			586			1000	120000
3117	55	37			41			1000	60000
3117	21	148			166			1000	80000
3117	46	1000	148		1000	166		1000	80000
3117	11	148		148	166		166	1000	100000
3117	25	2960			3330			1000	100000
3117	40	148			166			1000	100000
3117	29	740			832			1000	120000
3117	18	1000	148		1000	166		1000	120000
3117	37	11			13			1000	120000
3117	22	592			666			1000	120000
3118	55	41			47			1000	60000
3118	21	167			188			1000	80000
3118	46	1000	167		1000	188		1000	80000
3118	11	167		167	188		188	1000	100000
3118	25	3344			3762			1000	100000
3118	40	167			188			1000	100000
3118	29	836			940			1000	120000
3118	18	1000	167		1000	188		1000	120000
3118	37	13			15			1000	120000
3118	22	668			752			1000	120000
3119	55	47			53			1000	60000
3119	21	188			212			1000	80000
3119	46	1000	188		1000	212		1000	80000
3119	11	188		188	212		212	1000	100000
3119	25	3776			4248			1000	100000
3119	40	188			212			1000	100000
3119	29	944			1062			1000	120000
3119	18	1000	188		1000	212		1000	120000
3119	37	15			16			1000	120000
3119	22	755			849			1000	120000
3120	55	53			60			1000	60000
3120	21	213			240			1000	80000
3120	46	1000	213		1000	240		1000	80000
3120	11	213		213	240		240	1000	100000
3120	25	4272			4806			1000	100000
3120	40	213			240			1000	100000
3120	29	1068			1201			1000	120000
3120	18	1000	213		1000	240		1000	120000
3120	37	17			19			1000	120000
3120	22	854			961			1000	120000
3201	55	3			4			1000	60000
3201	21	14			16			1000	80000
3201	46	1000	14		1000	16		1000	80000
3201	11	14		14	16		16	1000	100000
3201	25	288			320			1000	100000
3201	40	14			16			1000	100000
3201	29	72			80			1000	120000
3201	18	1000	14		1000	16		1000	120000
3201	37	1			1			1000	120000
3201	22	57			64			1000	120000
3202	55	4			4			1000	60000
3202	21	17			19			1000	80000
3202	46	1000	17		1000	19		1000	80000
3202	11	17		17	19		19	1000	100000
3202	25	342			380			1000	100000
3202	40	17			19			1000	100000
3202	29	85			95			1000	120000
3202	18	1000	17		1000	19		1000	120000
3202	37	1			1			1000	120000
3202	22	68			76			1000	120000
3203	55	5			5			1000	60000
3203	21	20			23			1000	80000
3203	46	1000	20		1000	23		1000	80000
3203	11	20		20	23		23	1000	100000
3203	25	414			460			1000	100000
3203	40	20			23			1000	100000
3203	29	103			115			1000	120000
3203	18	1000	20		1000	23		1000	120000
3203	37	1			1			1000	120000
3203	22	82			92			1000	120000
3204	55	6			6			1000	60000
3204	21	24			27			1000	80000
3204	46	1000	24		1000	27		1000	80000
3204	11	24		24	27		27	1000	100000
3204	25	486			540			1000	100000
3204	40	24			27			1000	100000
3204	29	121			135			1000	120000
3204	18	1000	24		1000	27		1000	120000
3204	37	1			2			1000	120000
3204	22	97			108			1000	120000
3205	55	7			8			1000	60000
3205	21	29			33			1000	80000
3205	46	1000	29		1000	33		1000	80000
3205	11	29		29	33		33	1000	100000
3205	25	594			660			1000	100000
3205	40	29			33			1000	100000
3205	29	148			165			1000	120000
3205	18	1000	29		1000	33		1000	120000
3205	37	2			2			1000	120000
3205	22	118			132			1000	120000
3206	55	8			9			1000	60000
3206	21	35			39			1000	80000
3206	46	1000	35		1000	39		1000	80000
3206	11	35		35	39		39	1000	100000
3206	25	702			780			1000	100000
3206	40	35			39			1000	100000
3206	29	175			195			1000	120000
3206	18	1000	35		1000	39		1000	120000
3206	37	2			3			1000	120000
3206	22	140			156			1000	120000
3207	55	10			11			1000	60000
3207	21	42			47			1000	80000
3207	46	1000	42		1000	47		1000	80000
3207	11	42		42	47		47	1000	100000
3207	25	846			940			1000	100000
3207	40	42			47			1000	100000
3207	29	211			235			1000	120000
3207	18	1000	42		1000	47		1000	120000
3207	37	3			3			1000	120000
3207	22	169			188			1000	120000
3208	55	12			13			1000	60000
3208	21	49			55			1000	80000
3208	46	1000	49		1000	55		1000	80000
3208	11	49		49	55		55	1000	100000
3208	25	990			1100			1000	100000
3208	40	49			55			1000	100000
3208	29	247			275			1000	120000
3208	18	1000	49		1000	55		1000	120000
3208	37	3			4			1000	120000
3208	22	198			220			1000	120000
3209	55	14			16			1000	60000
3209	21	58			65			1000	80000
3209	46	1000	58		1000	65		1000	80000
3209	11	58		58	65		65	1000	100000
3209	25	1170			1300			1000	100000
3209	40	58			65			1000	100000
3209	29	292			325			1000	120000
3209	18	1000	58		1000	65		1000	120000
3209	37	4			5			1000	120000
3209	22	234			260			1000	120000
3210	55	16			18			1000	60000
3210	21	67			75			1000	80000
3210	46	1000	67		1000	75		1000	80000
3210	11	67		67	75		75	1000	100000
3210	25	1350			1500			1000	100000
3210	40	67			75			1000	100000
3210	29	337			375			1000	120000
3210	18	1000	67		1000	75		1000	120000
3210	37	5			6			1000	120000
3210	22	270			300			1000	120000
3211	55	19			21			1000	60000
3211	21	77			86			1000	80000
3211	46	1000	77		1000	86		1000	80000
3211	11	77		77	86		86	1000	100000
3211	25	1548			1720			1000	100000
3211	40	77			86			1000	100000
3211	29	387			430			1000	120000
3211	18	1000	77		1000	86		1000	120000
3211	37	6			6			1000	120000
3211	22	309			344			1000	120000
3212	55	22			24			1000	60000
3212	21	89			99			1000	80000
3212	46	1000	89		1000	99		1000	80000
3212	11	89		89	99		99	1000	100000
3212	25	1782			1980			1000	100000
3212	40	89			99			1000	100000
3212	29	445			495			1000	120000
3212	18	1000	89		1000	99		1000	120000
3212	37	7			7			1000	120000
3212	22	356			396			1000	120000
3213	55	25			28			1000	60000
3213	21	101			113			1000	80000
3213	46	1000	101		1000	113		1000	80000
3213	11	101		101	113		113	1000	100000
3213	25	2034			2260			1000	100000
3213	40	101			113			1000	100000
3213	29	508			565			1000	120000
3213	18	1000	101		1000	113		1000	120000
3213	37	8			9			1000	120000
3213	22	406			452			1000	120000
3214	55	28			32			1000	60000
3214	21	115			128			1000	80000
3214	46	1000	115		1000	128		1000	80000
3214	11	115		115	128		128	1000	100000
3214	25	2304			2560			1000	100000
3214	40	115			128			1000	100000
3214	29	576			640			1000	120000
3214	18	1000	115		1000	128		1000	120000
3214	37	9			10			1000	120000
3214	22	460			512			1000	120000
3215	55	32			36			1000	60000
3215	21	130			145			1000	80000
3215	46	1000	130		1000	145		1000	80000
3215	11	130		130	145		145	1000	100000
3215	25	2610			2900			1000	100000
3215	40	130			145			1000	100000
3215	29	652			725			1000	120000
3215	18	1000	130		1000	145		1000	120000
3215	37	10			11			1000	120000
3215	22	522			580			1000	120000
3216	55	36			40			1000	60000
3216	21	146			163			1000	80000
3216	46	1000	146		1000	163		1000	80000
3216	11	146		146	163		163	1000	100000
3216	25	2934			3260			1000	100000
3216	40	146			163			1000	100000
3216	29	733			815			1000	120000
3216	18	1000	146		1000	163		1000	120000
3216	37	11			13			1000	120000
3216	22	586			652			1000	120000
3217	55	41			46			1000	60000
3217	21	166			185			1000	80000
3217	46	1000	166		1000	185		1000	80000
3217	11	166		166	185		185	1000	100000
3217	25	3330			3700			1000	100000
3217	40	166			185			1000	100000
3217	29	832			925			1000	120000
3217	18	1000	166		1000	185		1000	120000
3217	37	13			14			1000	120000
3217	22	666			740			1000	120000
3218	55	47			52			1000	60000
3218	21	188			209			1000	80000
3218	46	1000	188		1000	209		1000	80000
3218	11	188		188	209		209	1000	100000
3218	25	3762			4180			1000	100000
3218	40	188			209			1000	100000
3218	29	940			1045			1000	120000
3218	18	1000	188		1000	209		1000	120000
3218	37	15			16			1000	120000
3218	22	752			836			1000	120000
3219	55	53			59			1000	60000
3219	21	212			236			1000	80000
3219	46	1000	212		1000	236		1000	80000
3219	11	212		212	236		236	1000	100000
3219	25	4248			4720			1000	100000
3219	40	212			236			1000	100000
3219	29	1062			1180			1000	120000
3219	18	1000	212		1000	236		1000	120000
3219	37	16			18			1000	120000
3219	22	849			944			1000	120000
3220	55	60			66			1000	60000
3220	21	240			267			1000	80000
3220	46	1000	240		1000	267		1000	80000
3220	11	240		240	267		267	1000	100000
3220	25	4806			5340			1000	100000
3220	40	240			267			1000	100000
3220	29	1201			1335			1000	120000
3220	18	1000	240		1000	267		1000	120000
3220	37	19			21			1000	120000
3220	22	961			1068			1000	120000
3301	55	4			4			1000	60000
3301	21	16			19			1000	80000
3301	46	1000	16		1000	19		1000	80000
3301	11	16		16	19		19	1000	100000
3301	25	320			384			1000	100000
3301	40	16			19			1000	100000
3301	29	80			96			1000	120000
3301	18	1000	16		1000	19		1000	120000
3301	37	1			1			1000	120000
3301	22	64			76			1000	120000
3302	55	4			5			1000	60000
3302	21	19			22			1000	80000
3302	46	1000	19		1000	22		1000	80000
3302	11	19		19	22		22	1000	100000
3302	25	380			456			1000	100000
3302	40	19			22			1000	100000
3302	29	95			114			1000	120000
3302	18	1000	19		1000	22		1000	120000
3302	37	1			1			1000	120000
3302	22	76			91			1000	120000
3303	55	5			6			1000	60000
3303	21	23			27			1000	80000
3303	46	1000	23		1000	27		1000	80000
3303	11	23		23	27		27	1000	100000
3303	25	460			552			1000	100000
3303	40	23			27			1000	100000
3303	29	115			138			1000	120000
3303	18	1000	23		1000	27		1000	120000
3303	37	1			2			1000	120000
3303	22	92			110			1000	120000
3304	55	6			8			1000	60000
3304	21	27			32			1000	80000
3304	46	1000	27		1000	32		1000	80000
3304	11	27		27	32		32	1000	100000
3304	25	540			648			1000	100000
3304	40	27			32			1000	100000
3304	29	135			162			1000	120000
3304	18	1000	27		1000	32		1000	120000
3304	37	2			2			1000	120000
3304	22	108			129			1000	120000
3305	55	8			9			1000	60000
3305	21	33			39			1000	80000
3305	46	1000	33		1000	39		1000	80000
3305	11	33		33	39		39	1000	100000
3305	25	660			792			1000	100000
3305	40	33			39			1000	100000
3305	29	165			198			1000	120000
3305	18	1000	33		1000	39		1000	120000
3305	37	2			3			1000	120000
3305	22	132			158			1000	120000
3306	55	9			11			1000	60000
3306	21	39			46			1000	80000
3306	46	1000	39		1000	46		1000	80000
3306	11	39		39	46		46	1000	100000
3306	25	780			936			1000	100000
3306	40	39			46			1000	100000
3306	29	195			234			1000	120000
3306	18	1000	39		1000	46		1000	120000
3306	37	3			3			1000	120000
3306	22	156			187			1000	120000
3307	55	11			14			1000	60000
3307	21	47			56			1000	80000
3307	46	1000	47		1000	56		1000	80000
3307	11	47		47	56		56	1000	100000
3307	25	940			1128			1000	100000
3307	40	47			56			1000	100000
3307	29	235			282			1000	120000
3307	18	1000	47		1000	56		1000	120000
3307	37	3			4			1000	120000
3307	22	188			225			1000	120000
3308	55	13			16			1000	60000
3308	21	55			66			1000	80000
3308	46	1000	55		1000	66		1000	80000
3308	11	55		55	66		66	1000	100000
3308	25	1100			1320			1000	100000
3308	40	55			66			1000	100000
3308	29	275			330			1000	120000
3308	18	1000	55		1000	66		1000	120000
3308	37	4			5			1000	120000
3308	22	220			264			1000	120000
3309	55	16			19			1000	60000
3309	21	65			78			1000	80000
3309	46	1000	65		1000	78		1000	80000
3309	11	65		65	78		78	1000	100000
3309	25	1300			1560			1000	100000
3309	40	65			78			1000	100000
3309	29	325			390			1000	120000
3309	18	1000	65		1000	78		1000	120000
3309	37	5			6			1000	120000
3309	22	260			312			1000	120000
3310	55	18			22			1000	60000
3310	21	75			90			1000	80000
3310	46	1000	75		1000	90		1000	80000
3310	11	75		75	90		90	1000	100000
