NpcName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType	LevelSettingKey
<i18n=2516>	9068	40		90524	72483	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		90344	74410	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		100796	67889	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		104166	74913	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		105540	68249	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		104457	72926	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		101441	73104	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		100056	69417	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		104327	67545	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		97080	88356	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		93768	87119	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		94016	84178	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		95861	87315	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		92908	88861	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		97184	84800	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		105317	88365	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		110428	83636	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		109066	86640	0	0	191	-1	0	0			1	maplevel140
<i18n=2516>	9068	40		109018	83362	0	0	191	-1	0	0			1	maplevel140
