nAttrId	szAttrType	nAttrValueMin1	nAttrValueMax1	nAttrValueMin2	nAttrValueMax2	nAttrValueMin3	nAttrValueMax3
806	energy_v	44	51				
807	energy_v	50	58				
808	energy_v	55	65				
809	energy_v	63	73				
810	energy_v	70	81				
811	energy_v	77	90				
812	energy_v	85	99				
813	stealmana_v	77	90				
814	stealmana_v	89	103				
815	stealmana_v	100	117				
816	stealmana_v	113	132				
817	stealmana_v	126	147				
818	stealmana_v	141	164				
819	stealmana_v	155	181				
820	stealmana_v	171	200				
821	steallife_v	77	90				
822	steallife_v	89	103				
823	steallife_v	100	117				
824	steallife_v	113	132				
825	steallife_v	126	147				
826	steallife_v	141	164				
827	steallife_v	155	181				
828	steallife_v	171	200				
829	ignore_metal_resist_v	100	100	38	45		
830	ignore_metal_resist_v	100	100	44	51		
831	ignore_metal_resist_v	100	100	50	58		
832	ignore_metal_resist_v	100	100	55	65		
833	ignore_metal_resist_v	100	100	63	73		
834	ignore_metal_resist_v	100	100	70	81		
835	ignore_metal_resist_v	100	100	77	90		
836	ignore_metal_resist_v	100	100	85	99		
837	ignore_wood_resist_v	100	100	38	45		
838	ignore_wood_resist_v	100	100	44	51		
839	ignore_wood_resist_v	100	100	50	58		
840	ignore_wood_resist_v	100	100	55	65		
841	ignore_wood_resist_v	100	100	63	73		
842	ignore_wood_resist_v	100	100	70	81		
843	ignore_wood_resist_v	100	100	77	90		
844	ignore_wood_resist_v	100	100	85	99		
845	ignore_water_resist_v	100	100	38	45		
846	ignore_water_resist_v	100	100	44	51		
847	ignore_water_resist_v	100	100	50	58		
848	ignore_water_resist_v	100	100	55	65		
849	ignore_water_resist_v	100	100	63	73		
850	ignore_water_resist_v	100	100	70	81		
851	ignore_water_resist_v	100	100	77	90		
852	ignore_water_resist_v	100	100	85	99		
853	ignore_fire_resist_v	100	100	38	45		
854	ignore_fire_resist_v	100	100	44	51		
855	ignore_fire_resist_v	100	100	50	58		
856	ignore_fire_resist_v	100	100	55	65		
857	ignore_fire_resist_v	100	100	63	73		
858	ignore_fire_resist_v	100	100	70	81		
859	ignore_fire_resist_v	100	100	77	90		
860	ignore_fire_resist_v	100	100	85	99		
861	ignore_earth_resist_v	100	100	38	45		
862	ignore_earth_resist_v	100	100	44	51		
863	ignore_earth_resist_v	100	100	50	58		
864	ignore_earth_resist_v	100	100	55	65		
865	ignore_earth_resist_v	100	100	63	73		
866	ignore_earth_resist_v	100	100	70	81		
867	ignore_earth_resist_v	100	100	77	90		
868	ignore_earth_resist_v	100	100	85	99		
869	metal_resist_v	194	226				
870	metal_resist_v	222	259				
871	metal_resist_v	252	295				
872	metal_resist_v	283	330				
873	metal_resist_v	317	370				
874	metal_resist_v	352	411				
875	metal_resist_v	389	454				
876	metal_resist_v	429	500				
877	wood_resist_v	194	226				
878	wood_resist_v	222	259				
879	wood_resist_v	252	295				
880	wood_resist_v	283	330				
881	wood_resist_v	317	370				
882	wood_resist_v	352	411				
883	wood_resist_v	389	454				
884	wood_resist_v	429	500				
885	water_resist_v	194	226				
886	water_resist_v	222	259				
887	water_resist_v	252	295				
888	water_resist_v	283	330				
889	water_resist_v	317	370				
890	water_resist_v	352	411				
891	water_resist_v	389	454				
892	water_resist_v	429	500				
893	fire_resist_v	194	226				
894	fire_resist_v	222	259				
895	fire_resist_v	252	295				
896	fire_resist_v	283	330				
897	fire_resist_v	317	370				
898	fire_resist_v	352	411				
899	fire_resist_v	389	454				
900	fire_resist_v	429	500				
901	earth_resist_v	194	226				
902	earth_resist_v	222	259				
903	earth_resist_v	252	295				
904	earth_resist_v	283	330				
905	earth_resist_v	317	370				
906	earth_resist_v	352	411				
907	earth_resist_v	389	454				
908	earth_resist_v	429	500				
909	lifemax_v	777	907				
910	lifemax_v	890	1038				
911	lifemax_v	1010	1179				
912	lifemax_v	1137	1327				
913	lifemax_v	1270	1482				
914	lifemax_v	1412	1647				
915	lifemax_v	1560	1820				
916	lifemax_v	1715	2001				
917	manamax_v	777	907				
918	manamax_v	890	1038				
919	manamax_v	1010	1179				
920	manamax_v	1137	1327				
921	manamax_v	1270	1482				
922	manamax_v	1412	1647				
923	manamax_v	1560	1820				
924	manamax_v	1715	2001				
925	basic_damage_v	45	57	0	0	45	57
926	basic_damage_v	52	64	0	0	52	64
927	basic_damage_v	59	73	0	0	59	73
928	basic_damage_v	66	82	0	0	66	82
929	basic_damage_v	74	92	0	0	74	92
930	basic_damage_v	82	102	0	0	82	102
931	basic_damage_v	91	113	0	0	91	113
932	basic_damage_v	100	124	0	0	100	124
933	ignore_all_resist_v	100	100	45	57		
934	ignore_all_resist_v	100	100	52	64		
935	ignore_all_resist_v	100	100	59	73		
936	ignore_all_resist_v	100	100	66	82		
937	ignore_all_resist_v	100	100	74	92		
938	ignore_all_resist_v	100	100	82	102		
939	ignore_all_resist_v	100	100	91	113		
940	ignore_all_resist_v	100	100	100	124		
941	allsect_metaldamage_v	45	57				
942	allsect_metaldamage_v	52	64				
943	allsect_metaldamage_v	59	73				
944	allsect_metaldamage_v	66	82				
945	allsect_metaldamage_v	74	92				
946	allsect_metaldamage_v	82	102				
947	allsect_metaldamage_v	91	113				
948	allsect_metaldamage_v	100	124				
949	allsect_wooddamage_v	45	57				
950	allsect_wooddamage_v	52	64				
951	allsect_wooddamage_v	59	73				
952	allsect_wooddamage_v	66	82				
953	allsect_wooddamage_v	74	92				
954	allsect_wooddamage_v	82	102				
955	allsect_wooddamage_v	91	113				
956	allsect_wooddamage_v	100	124				
957	allsect_waterdamage_v	45	57				
958	allsect_waterdamage_v	52	64				
959	allsect_waterdamage_v	59	73				
960	allsect_waterdamage_v	66	82				
961	allsect_waterdamage_v	74	92				
962	allsect_waterdamage_v	82	102				
963	allsect_waterdamage_v	91	113				
964	allsect_waterdamage_v	100	124				
965	allsect_firedamage_v	45	57				
966	allsect_firedamage_v	52	64				
967	allsect_firedamage_v	59	73				
968	allsect_firedamage_v	66	82				
969	allsect_firedamage_v	74	92				
970	allsect_firedamage_v	82	102				
971	allsect_firedamage_v	91	113				
972	allsect_firedamage_v	100	124				
973	allsect_earthdamage_v	45	57				
974	allsect_earthdamage_v	52	64				
975	allsect_earthdamage_v	59	73				
976	allsect_earthdamage_v	66	82				
977	allsect_earthdamage_v	74	92				
978	allsect_earthdamage_v	82	102				
979	allsect_earthdamage_v	91	113				
980	allsect_earthdamage_v	100	124				
981	weaken_deadlystrike_damage_v	45	57				
982	weaken_deadlystrike_damage_v	52	64				
983	weaken_deadlystrike_damage_v	59	73				
984	weaken_deadlystrike_damage_v	66	82				
985	weaken_deadlystrike_damage_v	74	92				
986	weaken_deadlystrike_damage_v	82	102				
987	weaken_deadlystrike_damage_v	91	113				
988	weaken_deadlystrike_damage_v	100	124				
989	weaken_deadlystrike_v	45	57				
990	weaken_deadlystrike_v	52	64				
991	weaken_deadlystrike_v	59	73				
992	weaken_deadlystrike_v	66	82				
993	weaken_deadlystrike_v	74	92				
994	weaken_deadlystrike_v	82	102				
995	weaken_deadlystrike_v	91	113				
996	weaken_deadlystrike_v	100	124				
997	strength_v	45	57				
998	strength_v	52	64				
999	strength_v	59	73				
1000	strength_v	66	82				
1001	strength_v	74	92				
1002	strength_v	82	102				
1003	strength_v	91	113				
1004	strength_v	100	124				
1005	dexterity_v	45	57				
1006	dexterity_v	52	64				
1007	dexterity_v	59	73				
1008	dexterity_v	66	82				
1009	dexterity_v	74	92				
1010	dexterity_v	82	102				
1011	dexterity_v	91	113				
1012	dexterity_v	100	124				
1013	vitality_v	45	57				
1014	vitality_v	52	64				
1015	vitality_v	59	73				
1016	vitality_v	66	82				
1017	vitality_v	74	92				
1018	vitality_v	82	102				
1019	vitality_v	91	113				
1020	vitality_v	100	124				
1021	all_series_resist_v	45	57				
1022	all_series_resist_v	52	64				
1023	all_series_resist_v	59	73				
1024	all_series_resist_v	66	82				
1025	all_series_resist_v	74	92				
1026	all_series_resist_v	82	102				
1027	all_series_resist_v	91	113				
1028	all_series_resist_v	100	124				
1029	deadlystrike_damage_v	45	57				
1030	deadlystrike_damage_v	52	64				
1031	deadlystrike_damage_v	59	73				
1032	deadlystrike_damage_v	66	82				
1033	deadlystrike_damage_v	74	92				
1034	deadlystrike_damage_v	82	102				
1035	deadlystrike_damage_v	91	113				
1036	deadlystrike_damage_v	100	124				
1037	deadlystrike_v	45	57				
1038	deadlystrike_v	52	64				
1039	deadlystrike_v	59	73				
1040	deadlystrike_v	66	82				
1041	deadlystrike_v	74	92				
1042	deadlystrike_v	82	102				
1043	deadlystrike_v	91	113				
1044	deadlystrike_v	100	124				
1045	ignore_defense_v	45	57				
1046	ignore_defense_v	52	64				
1047	ignore_defense_v	59	73				
1048	ignore_defense_v	66	82				
1049	ignore_defense_v	74	92				
1050	ignore_defense_v	82	102				
1051	ignore_defense_v	91	113				
1052	ignore_defense_v	100	124				
1053	defense_v	45	57				
1054	defense_v	52	64				
1055	defense_v	59	73				
1056	defense_v	66	82				
1057	defense_v	74	92				
1058	defense_v	82	102				
1059	defense_v	91	113				
1060	defense_v	100	124				
1061	attackrating_v	45	57				
1062	attackrating_v	52	64				
1063	attackrating_v	59	73				
1064	attackrating_v	66	82				
1065	attackrating_v	74	92				
1066	attackrating_v	82	102				
1067	attackrating_v	91	113				
1068	attackrating_v	100	124				
1069	energy_v	45	57				
1070	energy_v	52	64				
1071	energy_v	59	73				
1072	energy_v	66	82				
1073	energy_v	74	92				
1074	energy_v	82	102				
1075	energy_v	91	113				
1076	energy_v	100	124				
1077	stealmana_v	91	113				
1078	stealmana_v	105	129				
1079	stealmana_v	118	146				
1080	stealmana_v	134	164				
1081	stealmana_v	149	183				
1082	stealmana_v	166	204				
1083	stealmana_v	183	225				
1084	stealmana_v	202	248				
1085	steallife_v	91	113				
1086	steallife_v	105	129				
1087	steallife_v	118	146				
1088	steallife_v	134	164				
1089	steallife_v	149	183				
1090	steallife_v	166	204				
1091	steallife_v	183	225				
1092	steallife_v	202	248				
1093	ignore_metal_resist_v	100	100	45	57		
1094	ignore_metal_resist_v	100	100	52	64		
1095	ignore_metal_resist_v	100	100	59	73		
1096	ignore_metal_resist_v	100	100	66	82		
1097	ignore_metal_resist_v	100	100	74	92		
1098	ignore_metal_resist_v	100	100	82	102		
1099	ignore_metal_resist_v	100	100	91	113		
1100	ignore_metal_resist_v	100	100	100	124		
1101	ignore_wood_resist_v	100	100	45	57		
1102	ignore_wood_resist_v	100	100	52	64		
1103	ignore_wood_resist_v	100	100	59	73		
1104	ignore_wood_resist_v	100	100	66	82		
1105	ignore_wood_resist_v	100	100	74	92		
1106	ignore_wood_resist_v	100	100	82	102		
1107	ignore_wood_resist_v	100	100	91	113		
1108	ignore_wood_resist_v	100	100	100	124		
1109	ignore_water_resist_v	100	100	45	57		
1110	ignore_water_resist_v	100	100	52	64		
1111	ignore_water_resist_v	100	100	59	73		
1112	ignore_water_resist_v	100	100	66	82		
1113	ignore_water_resist_v	100	100	74	92		
1114	ignore_water_resist_v	100	100	82	102		
1115	ignore_water_resist_v	100	100	91	113		
1116	ignore_water_resist_v	100	100	100	124		
1117	ignore_fire_resist_v	100	100	45	57		
1118	ignore_fire_resist_v	100	100	52	64		
1119	ignore_fire_resist_v	100	100	59	73		
1120	ignore_fire_resist_v	100	100	66	82		
1121	ignore_fire_resist_v	100	100	74	92		
1122	ignore_fire_resist_v	100	100	82	102		
1123	ignore_fire_resist_v	100	100	91	113		
1124	ignore_fire_resist_v	100	100	100	124		
1125	ignore_earth_resist_v	100	100	45	57		
1126	ignore_earth_resist_v	100	100	52	64		
1127	ignore_earth_resist_v	100	100	59	73		
1128	ignore_earth_resist_v	100	100	66	82		
1129	ignore_earth_resist_v	100	100	74	92		
1130	ignore_earth_resist_v	100	100	82	102		
1131	ignore_earth_resist_v	100	100	91	113		
1132	ignore_earth_resist_v	100	100	100	124		
1133	metal_resist_v	229	281				
1134	metal_resist_v	261	321				
1135	metal_resist_v	297	365				
1136	metal_resist_v	334	410				
1137	metal_resist_v	374	458				
1138	metal_resist_v	415	509				
1139	metal_resist_v	459	563				
1140	metal_resist_v	505	619				
1141	wood_resist_v	229	281				
1142	wood_resist_v	261	321				
1143	wood_resist_v	297	365				
1144	wood_resist_v	334	410				
1145	wood_resist_v	374	458				
1146	wood_resist_v	415	509				
1147	wood_resist_v	459	563				
1148	wood_resist_v	505	619				
1149	water_resist_v	229	281				
1150	water_resist_v	261	321				
1151	water_resist_v	297	365				
1152	water_resist_v	334	410				
1153	water_resist_v	374	458				
1154	water_resist_v	415	509				
1155	water_resist_v	459	563				
1156	water_resist_v	505	619				
1157	fire_resist_v	229	281				
1158	fire_resist_v	261	321				
1159	fire_resist_v	297	365				
1160	fire_resist_v	334	410				
1161	fire_resist_v	374	458				
1162	fire_resist_v	415	509				
1163	fire_resist_v	459	563				
1164	fire_resist_v	505	619				
1165	earth_resist_v	229	281				
1166	earth_resist_v	261	321				
1167	earth_resist_v	297	365				
1168	earth_resist_v	334	410				
1169	earth_resist_v	374	458				
1170	earth_resist_v	415	509				
1171	earth_resist_v	459	563				
1172	earth_resist_v	505	619				
1173	lifemax_v	916	1120				
1174	lifemax_v	1048	1282				
1175	lifemax_v	1190	1456				
1176	lifemax_v	1340	1638				
1177	lifemax_v	1497	1831				
1178	lifemax_v	1664	2034				
1179	lifemax_v	1838	2248				
1180	lifemax_v	2021	2471				
1181	manamax_v	916	1120				
1182	manamax_v	1048	1282				
1183	manamax_v	1190	1456				
1184	manamax_v	1340	1638				
1185	manamax_v	1497	1831				
1186	manamax_v	1664	2034				
1187	manamax_v	1838	2248				
1188	manamax_v	2021	2471				
1189	basic_damage_v	92	108	0	0	92	108
1190	basic_damage_v	99	116	0	0	99	116
1191	basic_damage_v	107	124	0	0	107	124
1192	basic_damage_v	115	134	0	0	115	134
1193	basic_damage_v	121	141	0	0	121	141
1194	basic_damage_v	129	151	0	0	129	151
1195	basic_damage_v	136	159	0	0	136	159
1196	basic_damage_v	144	168	0	0	144	168
1197	basic_damage_v	151	176	0	0	151	176
1198	basic_damage_v	159	185	0	0	159	185
1199	basic_damage_v	109	135	0	0	109	135
1200	basic_damage_v	117	145	0	0	117	145
1201	basic_damage_v	126	156	0	0	126	156
1202	basic_damage_v	135	167	0	0	135	167
1203	basic_damage_v	144	176	0	0	144	176
1204	basic_damage_v	153	187	0	0	153	187
1205	basic_damage_v	162	198	0	0	162	198
1206	basic_damage_v	170	208	0	0	170	208
1207	basic_damage_v	179	219	0	0	179	219
1208	basic_damage_v	188	230	0	0	188	230
1209	ignore_fire_resist_v	100	100	92	108		
1210	ignore_fire_resist_v	100	100	99	116		
1211	ignore_fire_resist_v	100	100	107	124		
1212	ignore_fire_resist_v	100	100	115	134		
1213	ignore_fire_resist_v	100	100	121	141		
1214	ignore_fire_resist_v	100	100	129	151		
1215	ignore_fire_resist_v	100	100	136	159		
1216	ignore_fire_resist_v	100	100	144	168		
1217	ignore_fire_resist_v	100	100	151	176		
1218	ignore_fire_resist_v	100	100	159	185		
1219	ignore_fire_resist_v	100	100	109	135		
1220	ignore_fire_resist_v	100	100	117	145		
1221	ignore_fire_resist_v	100	100	126	156		
1222	ignore_fire_resist_v	100	100	135	167		
1223	ignore_fire_resist_v	100	100	144	176		
1224	ignore_fire_resist_v	100	100	153	187		
1225	ignore_fire_resist_v	100	100	162	198		
1226	ignore_fire_resist_v	100	100	170	208		
1227	ignore_fire_resist_v	100	100	179	219		
1228	ignore_fire_resist_v	100	100	188	230		
1229	ignore_metal_resist_v	100	100	92	108		
1230	ignore_metal_resist_v	100	100	99	116		
1231	ignore_metal_resist_v	100	100	107	124		
1232	ignore_metal_resist_v	100	100	115	134		
1233	ignore_metal_resist_v	100	100	121	141		
1234	ignore_metal_resist_v	100	100	129	151		
1235	ignore_metal_resist_v	100	100	136	159		
1236	ignore_metal_resist_v	100	100	144	168		
1237	ignore_metal_resist_v	100	100	151	176		
1238	ignore_metal_resist_v	100	100	159	185		
1239	ignore_metal_resist_v	100	100	109	135		
1240	ignore_metal_resist_v	100	100	117	145		
1241	ignore_metal_resist_v	100	100	126	156		
1242	ignore_metal_resist_v	100	100	135	167		
1243	ignore_metal_resist_v	100	100	144	176		
1244	ignore_metal_resist_v	100	100	153	187		
1245	ignore_metal_resist_v	100	100	162	198		
1246	ignore_metal_resist_v	100	100	170	208		
1247	ignore_metal_resist_v	100	100	179	219		
1248	ignore_metal_resist_v	100	100	188	230		
1249	ignore_wood_resist_v	100	100	92	108		
1250	ignore_wood_resist_v	100	100	99	116		
1251	ignore_wood_resist_v	100	100	107	124		
1252	ignore_wood_resist_v	100	100	115	134		
1253	ignore_wood_resist_v	100	100	121	141		
1254	ignore_wood_resist_v	100	100	129	151		
1255	ignore_wood_resist_v	100	100	136	159		
1256	ignore_wood_resist_v	100	100	144	168		
1257	ignore_wood_resist_v	100	100	151	176		
1258	ignore_wood_resist_v	100	100	159	185		
1259	ignore_wood_resist_v	100	100	109	135		
1260	ignore_wood_resist_v	100	100	117	145		
1261	ignore_wood_resist_v	100	100	126	156		
1262	ignore_wood_resist_v	100	100	135	167		
1263	ignore_wood_resist_v	100	100	144	176		
1264	ignore_wood_resist_v	100	100	153	187		
1265	ignore_wood_resist_v	100	100	162	198		
1266	ignore_wood_resist_v	100	100	170	208		
1267	ignore_wood_resist_v	100	100	179	219		
1268	ignore_wood_resist_v	100	100	188	230		
1269	ignore_water_resist_v	100	100	92	108		
1270	ignore_water_resist_v	100	100	99	116		
1271	ignore_water_resist_v	100	100	107	124		
1272	ignore_water_resist_v	100	100	115	134		
1273	ignore_water_resist_v	100	100	121	141		
1274	ignore_water_resist_v	100	100	129	151		
1275	ignore_water_resist_v	100	100	136	159		
1276	ignore_water_resist_v	100	100	144	168		
1277	ignore_water_resist_v	100	100	151	176		
1278	ignore_water_resist_v	100	100	159	185		
1279	ignore_water_resist_v	100	100	109	135		
1280	ignore_water_resist_v	100	100	117	145		
1281	ignore_water_resist_v	100	100	126	156		
1282	ignore_water_resist_v	100	100	135	167		
1283	ignore_water_resist_v	100	100	144	176		
1284	ignore_water_resist_v	100	100	153	187		
1285	ignore_water_resist_v	100	100	162	198		
1286	ignore_water_resist_v	100	100	170	208		
1287	ignore_water_resist_v	100	100	179	219		
1288	ignore_water_resist_v	100	100	188	230		
1289	ignore_earth_resist_v	100	100	92	108		
1290	ignore_earth_resist_v	100	100	99	116		
1291	ignore_earth_resist_v	100	100	107	124		
1292	ignore_earth_resist_v	100	100	115	134		
1293	ignore_earth_resist_v	100	100	121	141		
1294	ignore_earth_resist_v	100	100	129	151		
1295	ignore_earth_resist_v	100	100	136	159		
1296	ignore_earth_resist_v	100	100	144	168		
1297	ignore_earth_resist_v	100	100	151	176		
1298	ignore_earth_resist_v	100	100	159	185		
1299	ignore_earth_resist_v	100	100	109	135		
1300	ignore_earth_resist_v	100	100	117	145		
1301	ignore_earth_resist_v	100	100	126	156		
1302	ignore_earth_resist_v	100	100	135	167		
1303	ignore_earth_resist_v	100	100	144	176		
1304	ignore_earth_resist_v	100	100	153	187		
1305	ignore_earth_resist_v	100	100	162	198		
1306	ignore_earth_resist_v	100	100	170	208		
1307	ignore_earth_resist_v	100	100	179	219		
1308	ignore_earth_resist_v	100	100	188	230		
1309	ignore_all_resist_v	100	100	92	108		
1310	ignore_all_resist_v	100	100	99	116		
1311	ignore_all_resist_v	100	100	107	124		
1312	ignore_all_resist_v	100	100	115	134		
1313	ignore_all_resist_v	100	100	121	141		
1314	ignore_all_resist_v	100	100	129	151		
1315	ignore_all_resist_v	100	100	136	159		
1316	ignore_all_resist_v	100	100	144	168		
1317	ignore_all_resist_v	100	100	151	176		
1318	ignore_all_resist_v	100	100	159	185		
1319	ignore_all_resist_v	100	100	109	135		
1320	ignore_all_resist_v	100	100	117	145		
1321	ignore_all_resist_v	100	100	126	156		
1322	ignore_all_resist_v	100	100	135	167		
1323	ignore_all_resist_v	100	100	144	176		
1324	ignore_all_resist_v	100	100	153	187		
1325	ignore_all_resist_v	100	100	162	198		
1326	ignore_all_resist_v	100	100	170	208		
1327	ignore_all_resist_v	100	100	179	219		
1328	ignore_all_resist_v	100	100	188	230		
1329	ignore_defense_v	92	108				
1330	ignore_defense_v	99	116				
1331	ignore_defense_v	107	124				
1332	ignore_defense_v	115	134				
1333	ignore_defense_v	121	141				
1334	ignore_defense_v	129	151				
1335	ignore_defense_v	136	159				
1336	ignore_defense_v	144	168				
1337	ignore_defense_v	151	176				
1338	ignore_defense_v	159	185				
1339	ignore_defense_v	109	135				
1340	ignore_defense_v	117	145				
1341	ignore_defense_v	126	156				
1342	ignore_defense_v	135	167				
1343	ignore_defense_v	144	176				
1344	ignore_defense_v	153	187				
1345	ignore_defense_v	162	198				
1346	ignore_defense_v	170	208				
1347	ignore_defense_v	179	219				
1348	ignore_defense_v	188	230				
1349	deadlystrike_v	92	108				
1350	deadlystrike_v	99	116				
1351	deadlystrike_v	107	124				
1352	deadlystrike_v	115	134				
1353	deadlystrike_v	121	141				
1354	deadlystrike_v	129	151				
1355	deadlystrike_v	136	159				
1356	deadlystrike_v	144	168				
1357	deadlystrike_v	151	176				
1358	deadlystrike_v	159	185				
1359	deadlystrike_v	109	135				
1360	deadlystrike_v	117	145				
1361	deadlystrike_v	126	156				
1362	deadlystrike_v	135	167				
1363	deadlystrike_v	144	176				
1364	deadlystrike_v	153	187				
1365	deadlystrike_v	162	198				
1366	deadlystrike_v	170	208				
1367	deadlystrike_v	179	219				
1368	deadlystrike_v	188	230				
1369	weaken_deadlystrike_v	92	108				
1370	weaken_deadlystrike_v	99	116				
1371	weaken_deadlystrike_v	107	124				
1372	weaken_deadlystrike_v	115	134				
1373	weaken_deadlystrike_v	121	141				
1374	weaken_deadlystrike_v	129	151				
1375	weaken_deadlystrike_v	136	159				
1376	weaken_deadlystrike_v	144	168				
1377	weaken_deadlystrike_v	151	176				
1378	weaken_deadlystrike_v	159	185				
1379	weaken_deadlystrike_v	109	135				
1380	weaken_deadlystrike_v	117	145				
1381	weaken_deadlystrike_v	126	156				
1382	weaken_deadlystrike_v	135	167				
1383	weaken_deadlystrike_v	144	176				
1384	weaken_deadlystrike_v	153	187				
1385	weaken_deadlystrike_v	162	198				
1386	weaken_deadlystrike_v	170	208				
1387	weaken_deadlystrike_v	179	219				
1388	weaken_deadlystrike_v	188	230				
1389	weaken_deadlystrike_damage_v	92	108				
1390	weaken_deadlystrike_damage_v	99	116				
1391	weaken_deadlystrike_damage_v	107	124				
1392	weaken_deadlystrike_damage_v	115	134				
1393	weaken_deadlystrike_damage_v	121	141				
1394	weaken_deadlystrike_damage_v	129	151				
1395	weaken_deadlystrike_damage_v	136	159				
1396	weaken_deadlystrike_damage_v	144	168				
1397	weaken_deadlystrike_damage_v	151	176				
1398	weaken_deadlystrike_damage_v	159	185				
1399	weaken_deadlystrike_damage_v	109	135				
1400	weaken_deadlystrike_damage_v	117	145				
1401	weaken_deadlystrike_damage_v	126	156				
1402	weaken_deadlystrike_damage_v	135	167				
1403	weaken_deadlystrike_damage_v	144	176				
1404	weaken_deadlystrike_damage_v	153	187				
1405	weaken_deadlystrike_damage_v	162	198				
1406	weaken_deadlystrike_damage_v	170	208				
1407	weaken_deadlystrike_damage_v	179	219				
1408	weaken_deadlystrike_damage_v	188	230				
1409	deadlystrike_damage_v	92	108				
1410	deadlystrike_damage_v	99	116				
1411	deadlystrike_damage_v	107	124				
1412	deadlystrike_damage_v	115	134				
1413	deadlystrike_damage_v	121	141				
1414	deadlystrike_damage_v	129	151				
1415	deadlystrike_damage_v	136	159				
1416	deadlystrike_damage_v	144	168				
1417	deadlystrike_damage_v	151	176				
1418	deadlystrike_damage_v	159	185				
1419	deadlystrike_damage_v	109	135				
1420	deadlystrike_damage_v	117	145				
1421	deadlystrike_damage_v	126	156				
1422	deadlystrike_damage_v	135	167				
1423	deadlystrike_damage_v	144	176				
1424	deadlystrike_damage_v	153	187				
1425	deadlystrike_damage_v	162	198				
1426	deadlystrike_damage_v	170	208				
1427	deadlystrike_damage_v	179	219				
1428	deadlystrike_damage_v	188	230				
1429	fire_resist_v	464	541				
1430	fire_resist_v	500	583				
1431	fire_resist_v	538	627				
1432	fire_resist_v	575	670				
1433	fire_resist_v	612	714				
1434	fire_resist_v	648	757				
1435	fire_resist_v	685	800				
1436	fire_resist_v	723	844				
1437	fire_resist_v	759	886				
1438	fire_resist_v	797	930				
1439	fire_resist_v	547	669				
1440	fire_resist_v	590	722				
1441	fire_resist_v	634	776				
1442	fire_resist_v	677	829				
1443	fire_resist_v	720	882				
1444	fire_resist_v	765	935				
1445	fire_resist_v	808	988				
1446	fire_resist_v	852	1042				
1447	fire_resist_v	895	1095				
1448	fire_resist_v	939	1149				
1449	metal_resist_v	464	541				
1450	metal_resist_v	500	583				
1451	metal_resist_v	538	627				
1452	metal_resist_v	575	670				
1453	metal_resist_v	612	714				
1454	metal_resist_v	648	757				
1455	metal_resist_v	685	800				
1456	metal_resist_v	723	844				
1457	metal_resist_v	759	886				
1458	metal_resist_v	797	930				
1459	metal_resist_v	547	669				
1460	metal_resist_v	590	722				
1461	metal_resist_v	634	776				
1462	metal_resist_v	677	829				
1463	metal_resist_v	720	882				
1464	metal_resist_v	765	935				
1465	metal_resist_v	808	988				
1466	metal_resist_v	852	1042				
1467	metal_resist_v	895	1095				
1468	metal_resist_v	939	1149				
1469	wood_resist_v	464	541				
1470	wood_resist_v	500	583				
1471	wood_resist_v	538	627				
1472	wood_resist_v	575	670				
1473	wood_resist_v	612	714				
1474	wood_resist_v	648	757				
1475	wood_resist_v	685	800				
1476	wood_resist_v	723	844				
1477	wood_resist_v	759	886				
1478	wood_resist_v	797	930				
1479	wood_resist_v	547	669				
1480	wood_resist_v	590	722				
1481	wood_resist_v	634	776				
1482	wood_resist_v	677	829				
1483	wood_resist_v	720	882				
1484	wood_resist_v	765	935				
1485	wood_resist_v	808	988				
1486	wood_resist_v	852	1042				
1487	wood_resist_v	895	1095				
1488	wood_resist_v	939	1149				
1489	water_resist_v	464	541				
1490	water_resist_v	500	583				
1491	water_resist_v	538	627				
1492	water_resist_v	575	670				
1493	water_resist_v	612	714				
1494	water_resist_v	648	757				
1495	water_resist_v	685	800				
1496	water_resist_v	723	844				
1497	water_resist_v	759	886				
1498	water_resist_v	797	930				
1499	water_resist_v	547	669				
1500	water_resist_v	590	722				
1501	water_resist_v	634	776				
1502	water_resist_v	677	829				
1503	water_resist_v	720	882				
1504	water_resist_v	765	935				
1505	water_resist_v	808	988				
1506	water_resist_v	852	1042				
1507	water_resist_v	895	1095				
1508	water_resist_v	939	1149				
1509	earth_resist_v	464	541				
1510	earth_resist_v	500	583				
1511	earth_resist_v	538	627				
1512	earth_resist_v	575	670				
1513	earth_resist_v	612	714				
1514	earth_resist_v	648	757				
1515	earth_resist_v	685	800				
1516	earth_resist_v	723	844				
1517	earth_resist_v	759	886				
1518	earth_resist_v	797	930				
1519	earth_resist_v	547	669				
1520	earth_resist_v	590	722				
1521	earth_resist_v	634	776				
1522	earth_resist_v	677	829				
1523	earth_resist_v	720	882				
1524	earth_resist_v	765	935				
1525	earth_resist_v	808	988				
1526	earth_resist_v	852	1042				
1527	earth_resist_v	895	1095				
1528	earth_resist_v	939	1149				
1529	allsect_firedamage_v	92	108				
1530	allsect_firedamage_v	99	116				
1531	allsect_firedamage_v	107	124				
1532	allsect_firedamage_v	115	134				
1533	allsect_firedamage_v	121	141				
1534	allsect_firedamage_v	129	151				
1535	allsect_firedamage_v	136	159				
1536	allsect_firedamage_v	144	168				
1537	allsect_firedamage_v	151	176				
1538	allsect_firedamage_v	159	185				
1539	allsect_firedamage_v	109	135				
1540	allsect_firedamage_v	117	145				
1541	allsect_firedamage_v	126	156				
