nRecipeId	szName	szDescParam	szIcon	nEquipPos	nSkill	nLevel	szCurrencyType	nCost	szCurrencyType2	nCost2	nMaterialId	nMaterialCount	nProduct1Id	nProduct1Rate	nProduct2Id	nProduct2Rate	nProduct3Id	nProduct3Rate	nGuaranteedProductId	nOtherId	nOtherNums	nOtherRate
155	<i18n=31976>	181	UI/icon/item/equip/helm/obj-helm37.png	0	4	17	JingHuo	210	Coin	420	185	1	10037	760000	10045	200000	10053	40000	10053	166	5	400000
156	<i18n=32002>	191	UI/icon/item/equip/helm/obj-helm38.png	0	4	18	JingHuo	220	Coin	440	185	1	10038	760000	10046	200000	10054	40000	10054	166	6	400000
157	<i18n=33584>	123	UI/icon/item/equip/cuff/obj-bangle21.png	3	4	11	JingHuo	150	Coin	300	185	1	13031	760000	13039	200000	13047	40000	13047	166	4	400000
158	<i18n=33607>	133	UI/icon/item/equip/cuff/obj-bangle22.png	3	4	12	JingHuo	160	Coin	320	185	1	13032	760000	13040	200000	13048	40000	13048	166	4	400000
159	<i18n=33622>	143	UI/icon/item/equip/cuff/obj-bangle23.png	3	4	13	JingHuo	170	Coin	340	185	1	13033	760000	13041	200000	13049	40000	13049	166	4	400000
160	<i18n=33556>	153	UI/icon/item/equip/cuff/obj-bangle24.png	3	4	14	JingHuo	180	Coin	360	185	1	13034	760000	13042	200000	13050	40000	13050	166	5	400000
161	<i18n=33579>	163	UI/icon/item/equip/cuff/obj-bangle25.png	3	4	15	JingHuo	190	Coin	380	185	1	13035	760000	13043	200000	13051	40000	13051	166	5	400000
162	<i18n=33578>	173	UI/icon/item/equip/cuff/obj-bangle26.png	3	4	16	JingHuo	200	Coin	400	185	1	13036	760000	13044	200000	13052	40000	13052	166	5	400000
163	<i18n=33554>	183	UI/icon/item/equip/cuff/obj-bangle27.png	3	4	17	JingHuo	210	Coin	420	185	1	13037	760000	13045	200000	13053	40000	13053	166	5	400000
164	<i18n=33559>	193	UI/icon/item/equip/cuff/obj-bangle28.png	3	4	18	JingHuo	220	Coin	440	185	1	13038	760000	13046	200000	13054	40000	13054	166	6	400000
165	<i18n=33583>	127	UI/icon/item/equip/belt/obj-sash11.png	2	4	11	JingHuo	150	Coin	300	185	1	12031	760000	12039	200000	12047	40000	12047	166	4	400000
166	<i18n=33588>	137	UI/icon/item/equip/belt/obj-sash12.png	2	4	12	JingHuo	160	Coin	320	185	1	12032	760000	12040	200000	12048	40000	12048	166	4	400000
167	<i18n=33557>	147	UI/icon/item/equip/belt/obj-sash13.png	2	4	13	JingHuo	170	Coin	340	185	1	12033	760000	12041	200000	12049	40000	12049	166	4	400000
168	<i18n=33624>	157	UI/icon/item/equip/belt/obj-sash14.png	2	4	14	JingHuo	180	Coin	360	185	1	12034	760000	12042	200000	12050	40000	12050	166	5	400000
169	<i18n=33576>	167	UI/icon/item/equip/belt/obj-sash15.png	2	4	15	JingHuo	190	Coin	380	185	1	12035	760000	12043	200000	12051	40000	12051	166	5	400000
170	<i18n=33545>	177	UI/icon/item/equip/belt/obj-sash16.png	2	4	16	JingHuo	200	Coin	400	185	1	12036	760000	12044	200000	12052	40000	12052	166	5	400000
171	<i18n=33541>	187	UI/icon/item/equip/belt/obj-sash17.png	2	4	17	JingHuo	210	Coin	420	185	1	12037	760000	12045	200000	12053	40000	12053	166	5	400000
172	<i18n=33600>	197	UI/icon/item/equip/belt/obj-sash18.png	2	4	18	JingHuo	220	Coin	440	185	1	12038	760000	12046	200000	12054	40000	12054	166	6	400000
173	<i18n=33587>	129	UI/icon/item/equip/boots/obj-shoes11.png	4	4	11	JingHuo	150	Coin	300	185	1	14031	760000	14039	200000	14047	40000	14047	166	4	400000
174	<i18n=33560>	139	UI/icon/item/equip/boots/obj-shoes12.png	4	4	12	JingHuo	160	Coin	320	185	1	14032	760000	14040	200000	14048	40000	14048	166	4	400000
175	<i18n=33626>	149	UI/icon/item/equip/boots/obj-shoes13.png	4	4	13	JingHuo	170	Coin	340	185	1	14033	760000	14041	200000	14049	40000	14049	166	4	400000
176	<i18n=33616>	159	UI/icon/item/equip/boots/obj-shoes14.png	4	4	14	JingHuo	180	Coin	360	185	1	14034	760000	14042	200000	14050	40000	14050	166	5	400000
177	<i18n=33597>	169	UI/icon/item/equip/boots/obj-shoes15.png	4	4	15	JingHuo	190	Coin	380	185	1	14035	760000	14043	200000	14051	40000	14051	166	5	400000
178	<i18n=33625>	179	UI/icon/item/equip/boots/obj-shoes16.png	4	4	16	JingHuo	200	Coin	400	185	1	14036	760000	14044	200000	14052	40000	14052	166	5	400000
179	<i18n=33581>	189	UI/icon/item/equip/boots/obj-shoes17.png	4	4	17	JingHuo	210	Coin	420	185	1	14037	760000	14045	200000	14053	40000	14053	166	5	400000
180	<i18n=33585>	199	UI/icon/item/equip/boots/obj-shoes18.png	4	4	18	JingHuo	220	Coin	440	185	1	14038	760000	14046	200000	14054	40000	14054	166	6	400000
181	<i18n=65918>	200	UI/icon/item/equip/weapon/obj-jian-001.png	5	1	19	JingHuo	1150	Coin	2300	115	5	15055	760000	15075	200000	15095	40000	15095	136	6	400000
182	<i18n=65962>	210	UI/icon/item/equip/weapon/obj-jian-001.png	5	1	20	JingHuo	1200	Coin	2400	115	5	15056	760000	15076	200000	15096	40000	15096	136	6	400000
183	<i18n=65998>	220	UI/icon/item/equip/weapon/obj-jian-002.png	5	1	21	JingHuo	1250	Coin	2500	115	5	15057	760000	15077	200000	15097	40000	15097	136	6	400000
184	<i18n=65861>	230	UI/icon/item/equip/weapon/obj-jian-002.png	5	1	22	JingHuo	1300	Coin	2600	115	5	15058	760000	15078	200000	15098	40000	15098	136	7	400000
185	<i18n=66051>	240	UI/icon/item/equip/weapon/obj-jian-003.png	5	1	23	JingHuo	1350	Coin	2700	115	5	15059	760000	15079	200000	15099	40000	15099	136	7	400000
186	<i18n=65875>	250	UI/icon/item/equip/weapon/obj-jian-003.png	5	1	24	JingHuo	1400	Coin	2800	115	5	15060	760000	15080	200000	15100	40000	15100	136	7	400000
187	<i18n=66035>	260	UI/icon/item/equip/weapon/obj-sword10.png	5	1	25	JingHuo	1450	Coin	2900	115	5	15061	760000	15081	200000	15101	40000	15101	136	7	400000
188	<i18n=65964>	270	UI/icon/item/equip/weapon/obj-sword10.png	5	1	26	JingHuo	1500	Coin	3000	115	5	15062	760000	15082	200000	15102	40000	15102	136	8	400000
189	<i18n=65820>	280	UI/icon/item/equip/weapon/obj-sword10.png	5	1	27	JingHuo	1550	Coin	3100	115	5	15063	760000	15083	200000	15103	40000	15103	136	8	400000
190	<i18n=65947>	290	UI/icon/item/equip/weapon/obj-sword10.png	5	1	28	JingHuo	1600	Coin	3200	115	5	15064	760000	15084	200000	15104	40000	15104	136	8	400000
191	<i18n=65872>	205	UI/icon/item/equip/armor/obj-armor001.png	1	2	19	JingHuo	690	Coin	1380	125	3	11055	760000	11075	200000	11095	40000	11095	146	6	400000
192	<i18n=65956>	215	UI/icon/item/equip/armor/obj-armor001.png	1	2	20	JingHuo	720	Coin	1440	125	3	11056	760000	11076	200000	11096	40000	11096	146	6	400000
193	<i18n=65869>	225	UI/icon/item/equip/armor/obj-armor002.png	1	2	21	JingHuo	750	Coin	1500	125	3	11057	760000	11077	200000	11097	40000	11097	146	6	400000
194	<i18n=66011>	235	UI/icon/item/equip/armor/obj-armor002.png	1	2	22	JingHuo	780	Coin	1560	125	3	11058	760000	11078	200000	11098	40000	11098	146	7	400000
195	<i18n=65981>	245	UI/icon/item/equip/armor/obj-armor003.png	1	2	23	JingHuo	810	Coin	1620	125	3	11059	760000	11079	200000	11099	40000	11099	146	7	400000
196	<i18n=65912>	255	UI/icon/item/equip/armor/obj-armor003.png	1	2	24	JingHuo	840	Coin	1680	125	3	11060	760000	11080	200000	11100	40000	11100	146	7	400000
197	<i18n=66050>	265	UI/icon/item/equip/armor/obj-armor38.png	1	2	25	JingHuo	870	Coin	1740	125	3	11061	760000	11081	200000	11101	40000	11101	146	7	400000
198	<i18n=65821>	275	UI/icon/item/equip/armor/obj-armor38.png	1	2	26	JingHuo	900	Coin	1800	125	3	11062	760000	11082	200000	11102	40000	11102	146	8	400000
199	<i18n=65967>	285	UI/icon/item/equip/armor/obj-armor38.png	1	2	27	JingHuo	930	Coin	1860	125	3	11063	760000	11083	200000	11103	40000	11103	146	8	400000
200	<i18n=65986>	295	UI/icon/item/equip/armor/obj-armor38.png	1	2	28	JingHuo	960	Coin	1920	125	3	11064	760000	11084	200000	11104	40000	11104	146	8	400000
201	<i18n=66121>	202	UI/icon/item/equip/necklace/obj-neck001.png	6	3	19	JingHuo	460	Coin	920	135	2	16055	760000	16075	200000	16095	40000	16095	156	6	400000
202	<i18n=66114>	212	UI/icon/item/equip/necklace/obj-neck001.png	6	3	20	JingHuo	480	Coin	960	135	2	16056	760000	16076	200000	16096	40000	16096	156	6	400000
203	<i18n=66109>	222	UI/icon/item/equip/necklace/obj-neck002.png	6	3	21	JingHuo	500	Coin	1000	135	2	16057	760000	16077	200000	16097	40000	16097	156	6	400000
204	<i18n=66101>	232	UI/icon/item/equip/necklace/obj-neck002.png	6	3	22	JingHuo	520	Coin	1040	135	2	16058	760000	16078	200000	16098	40000	16098	156	7	400000
205	<i18n=66057>	242	UI/icon/item/equip/necklace/obj-neck003.png	6	3	23	JingHuo	540	Coin	1080	135	2	16059	760000	16079	200000	16099	40000	16099	156	7	400000
206	<i18n=66113>	252	UI/icon/item/equip/necklace/obj-neck003.png	6	3	24	JingHuo	560	Coin	1120	135	2	16060	760000	16080	200000	16100	40000	16100	156	7	400000
207	<i18n=66067>	262	UI/icon/item/equip/necklace/obj-neck28.png	6	3	25	JingHuo	580	Coin	1160	135	2	16061	760000	16081	200000	16101	40000	16101	156	7	400000
208	<i18n=66063>	272	UI/icon/item/equip/necklace/obj-neck28.png	6	3	26	JingHuo	600	Coin	1200	135	2	16062	760000	16082	200000	16102	40000	16102	156	8	400000
209	<i18n=66061>	282	UI/icon/item/equip/necklace/obj-neck28.png	6	3	27	JingHuo	620	Coin	1240	135	2	16063	760000	16083	200000	16103	40000	16103	156	8	400000
210	<i18n=66075>	292	UI/icon/item/equip/necklace/obj-neck28.png	6	3	28	JingHuo	640	Coin	1280	135	2	16064	760000	16084	200000	16104	40000	16104	156	8	400000
211	<i18n=66074>	204	UI/icon/item/equip/ring/obj-ring001.png	7	3	19	JingHuo	460	Coin	920	135	2	17055	760000	17075	200000	17095	40000	17095	156	6	400000
212	<i18n=66083>	214	UI/icon/item/equip/ring/obj-ring001.png	7	3	20	JingHuo	480	Coin	960	135	2	17056	760000	17076	200000	17096	40000	17096	156	6	400000
213	<i18n=66071>	224	UI/icon/item/equip/ring/obj-ring002.png	7	3	21	JingHuo	500	Coin	1000	135	2	17057	760000	17077	200000	17097	40000	17097	156	6	400000
214	<i18n=66110>	234	UI/icon/item/equip/ring/obj-ring002.png	7	3	22	JingHuo	520	Coin	1040	135	2	17058	760000	17078	200000	17098	40000	17098	156	7	400000
215	<i18n=66072>	244	UI/icon/item/equip/ring/obj-ring003.png	7	3	23	JingHuo	540	Coin	1080	135	2	17059	760000	17079	200000	17099	40000	17099	156	7	400000
216	<i18n=66117>	254	UI/icon/item/equip/ring/obj-ring003.png	7	3	24	JingHuo	560	Coin	1120	135	2	17060	760000	17080	200000	17100	40000	17100	156	7	400000
217	<i18n=66055>	264	UI/icon/item/equip/ring/obj-ring18.png	7	3	25	JingHuo	580	Coin	1160	135	2	17061	760000	17081	200000	17101	40000	17101	156	7	400000
218	<i18n=66120>	274	UI/icon/item/equip/ring/obj-ring18.png	7	3	26	JingHuo	600	Coin	1200	135	2	17062	760000	17082	200000	17102	40000	17102	156	8	400000
219	<i18n=66104>	284	UI/icon/item/equip/ring/obj-ring18.png	7	3	27	JingHuo	620	Coin	1240	135	2	17063	760000	17083	200000	17103	40000	17103	156	8	400000
220	<i18n=66089>	294	UI/icon/item/equip/ring/obj-ring18.png	7	3	28	JingHuo	640	Coin	1280	135	2	17064	760000	17084	200000	17104	40000	17104	156	8	400000
221	<i18n=66116>	206	UI/icon/item/equip/pendant/obj-waist001.png	8	3	19	JingHuo	460	Coin	920	135	2	19055	760000	19075	200000	19095	40000	19095	156	6	400000
222	<i18n=66105>	216	UI/icon/item/equip/pendant/obj-waist001.png	8	3	20	JingHuo	480	Coin	960	135	2	19056	760000	19076	200000	19096	40000	19096	156	6	400000
223	<i18n=66076>	226	UI/icon/item/equip/pendant/obj-waist002.png	8	3	21	JingHuo	500	Coin	1000	135	2	19057	760000	19077	200000	19097	40000	19097	156	6	400000
224	<i18n=66058>	236	UI/icon/item/equip/pendant/obj-waist002.png	8	3	22	JingHuo	520	Coin	1040	135	2	19058	760000	19078	200000	19098	40000	19098	156	7	400000
225	<i18n=66064>	246	UI/icon/item/equip/pendant/obj-waist003.png	8	3	23	JingHuo	540	Coin	1080	135	2	19059	760000	19079	200000	19099	40000	19099	156	7	400000
226	<i18n=66056>	256	UI/icon/item/equip/pendant/obj-waist003.png	8	3	24	JingHuo	560	Coin	1120	135	2	19060	760000	19080	200000	19100	40000	19100	156	7	400000
227	<i18n=66085>	266	UI/icon/item/equip/pendant/obj-waist28.png	8	3	25	JingHuo	580	Coin	1160	135	2	19061	760000	19081	200000	19101	40000	19101	156	7	400000
228	<i18n=66059>	276	UI/icon/item/equip/pendant/obj-waist28.png	8	3	26	JingHuo	600	Coin	1200	135	2	19062	760000	19082	200000	19102	40000	19102	156	8	400000
229	<i18n=66122>	286	UI/icon/item/equip/pendant/obj-waist28.png	8	3	27	JingHuo	620	Coin	1240	135	2	19063	760000	19083	200000	19103	40000	19103	156	8	400000
230	<i18n=66060>	296	UI/icon/item/equip/pendant/obj-waist28.png	8	3	28	JingHuo	640	Coin	1280	135	2	19064	760000	19084	200000	19104	40000	19104	156	8	400000
231	<i18n=66100>	208	UI/icon/item/equip/amulet/shipin001.png	9	3	19	JingHuo	460	Coin	920	135	2	18055	760000	18075	200000	18095	40000	18095	156	6	400000
232	<i18n=66119>	218	UI/icon/item/equip/amulet/shipin001.png	9	3	20	JingHuo	480	Coin	960	135	2	18056	760000	18076	200000	18096	40000	18096	156	6	400000
233	<i18n=66080>	228	UI/icon/item/equip/amulet/shipin002.png	9	3	21	JingHuo	500	Coin	1000	135	2	18057	760000	18077	200000	18097	40000	18097	156	6	400000
234	<i18n=66053>	238	UI/icon/item/equip/amulet/shipin002.png	9	3	22	JingHuo	520	Coin	1040	135	2	18058	760000	18078	200000	18098	40000	18098	156	7	400000
235	<i18n=66098>	248	UI/icon/item/equip/amulet/shipin003.png	9	3	23	JingHuo	540	Coin	1080	135	2	18059	760000	18079	200000	18099	40000	18099	156	7	400000
236	<i18n=66077>	258	UI/icon/item/equip/amulet/shipin003.png	9	3	24	JingHuo	560	Coin	1120	135	2	18060	760000	18080	200000	18100	40000	18100	156	7	400000
237	<i18n=66092>	268	UI/icon/item/equip/amulet/shipin18.png	9	3	25	JingHuo	580	Coin	1160	135	2	18061	760000	18081	200000	18101	40000	18101	156	7	400000
238	<i18n=66066>	278	UI/icon/item/equip/amulet/shipin18.png	9	3	26	JingHuo	600	Coin	1200	135	2	18062	760000	18082	200000	18102	40000	18102	156	8	400000
239	<i18n=66069>	288	UI/icon/item/equip/amulet/shipin18.png	9	3	27	JingHuo	620	Coin	1240	135	2	18063	760000	18083	200000	18103	40000	18103	156	8	400000
240	<i18n=66102>	298	UI/icon/item/equip/amulet/shipin18.png	9	3	28	JingHuo	640	Coin	1280	135	2	18064	760000	18084	200000	18104	40000	18104	156	8	400000
241	<i18n=65831>	201	UI/icon/item/equip/helm/obj-helm001.png	0	4	19	JingHuo	230	Coin	460	185	1	10055	760000	10075	200000	10095	40000	10095	166	6	400000
242	<i18n=65860>	211	UI/icon/item/equip/helm/obj-helm001.png	0	4	20	JingHuo	240	Coin	480	185	1	10056	760000	10076	200000	10096	40000	10096	166	6	400000
243	<i18n=66046>	221	UI/icon/item/equip/helm/obj-helm002.png	0	4	21	JingHuo	250	Coin	500	185	1	10057	760000	10077	200000	10097	40000	10097	166	6	400000
244	<i18n=65949>	231	UI/icon/item/equip/helm/obj-helm002.png	0	4	22	JingHuo	260	Coin	520	185	1	10058	760000	10078	200000	10098	40000	10098	166	7	400000
245	<i18n=66026>	241	UI/icon/item/equip/helm/obj-helm003.png	0	4	23	JingHuo	270	Coin	540	185	1	10059	760000	10079	200000	10099	40000	10099	166	7	400000
246	<i18n=65972>	251	UI/icon/item/equip/helm/obj-helm003.png	0	4	24	JingHuo	280	Coin	560	185	1	10060	760000	10080	200000	10100	40000	10100	166	7	400000
247	<i18n=65878>	261	UI/icon/item/equip/helm/obj-helm38.png	0	4	25	JingHuo	290	Coin	580	185	1	10061	760000	10081	200000	10101	40000	10101	166	7	400000
248	<i18n=65858>	271	UI/icon/item/equip/helm/obj-helm38.png	0	4	26	JingHuo	300	Coin	600	185	1	10062	760000	10082	200000	10102	40000	10102	166	8	400000
249	<i18n=65991>	281	UI/icon/item/equip/helm/obj-helm38.png	0	4	27	JingHuo	310	Coin	620	185	1	10063	760000	10083	200000	10103	40000	10103	166	8	400000
250	<i18n=65985>	291	UI/icon/item/equip/helm/obj-helm38.png	0	4	28	JingHuo	320	Coin	640	185	1	10064	760000	10084	200000	10104	40000	10104	166	8	400000
251	<i18n=66054>	203	UI/icon/item/equip/cuff/obj-bangle001.png	3	4	19	JingHuo	230	Coin	460	185	1	13055	760000	13075	200000	13095	40000	13095	166	6	400000
252	<i18n=66096>	213	UI/icon/item/equip/cuff/obj-bangle001.png	3	4	20	JingHuo	240	Coin	480	185	1	13056	760000	13076	200000	13096	40000	13096	166	6	400000
253	<i18n=66087>	223	UI/icon/item/equip/cuff/obj-bangle002.png	3	4	21	JingHuo	250	Coin	500	185	1	13057	760000	13077	200000	13097	40000	13097	166	6	400000
254	<i18n=66099>	233	UI/icon/item/equip/cuff/obj-bangle002.png	3	4	22	JingHuo	260	Coin	520	185	1	13058	760000	13078	200000	13098	40000	13098	166	7	400000
255	<i18n=66070>	243	UI/icon/item/equip/cuff/obj-bangle003.png	3	4	23	JingHuo	270	Coin	540	185	1	13059	760000	13079	200000	13099	40000	13099	166	7	400000
256	<i18n=66078>	253	UI/icon/item/equip/cuff/obj-bangle003.png	3	4	24	JingHuo	280	Coin	560	185	1	13060	760000	13080	200000	13100	40000	13100	166	7	400000
257	<i18n=66095>	263	UI/icon/item/equip/cuff/obj-bangle28.png	3	4	25	JingHuo	290	Coin	580	185	1	13061	760000	13081	200000	13101	40000	13101	166	7	400000
258	<i18n=66094>	273	UI/icon/item/equip/cuff/obj-bangle28.png	3	4	26	JingHuo	300	Coin	600	185	1	13062	760000	13082	200000	13102	40000	13102	166	8	400000
259	<i18n=66062>	283	UI/icon/item/equip/cuff/obj-bangle28.png	3	4	27	JingHuo	310	Coin	620	185	1	13063	760000	13083	200000	13103	40000	13103	166	8	400000
260	<i18n=66093>	293	UI/icon/item/equip/cuff/obj-bangle28.png	3	4	28	JingHuo	320	Coin	640	185	1	13064	760000	13084	200000	13104	40000	13104	166	8	400000
261	<i18n=66112>	207	UI/icon/item/equip/belt/obj-sash001.png	2	4	19	JingHuo	230	Coin	460	185	1	12055	760000	12075	200000	12095	40000	12095	166	6	400000
262	<i18n=66090>	217	UI/icon/item/equip/belt/obj-sash001.png	2	4	20	JingHuo	240	Coin	480	185	1	12056	760000	12076	200000	12096	40000	12096	166	6	400000
263	<i18n=66118>	227	UI/icon/item/equip/belt/obj-sash002.png	2	4	21	JingHuo	250	Coin	500	185	1	12057	760000	12077	200000	12097	40000	12097	166	6	400000
264	<i18n=66073>	237	UI/icon/item/equip/belt/obj-sash002.png	2	4	22	JingHuo	260	Coin	520	185	1	12058	760000	12078	200000	12098	40000	12098	166	7	400000
265	<i18n=66065>	247	UI/icon/item/equip/belt/obj-sash003.png	2	4	23	JingHuo	270	Coin	540	185	1	12059	760000	12079	200000	12099	40000	12099	166	7	400000
266	<i18n=66086>	257	UI/icon/item/equip/belt/obj-sash003.png	2	4	24	JingHuo	280	Coin	560	185	1	12060	760000	12080	200000	12100	40000	12100	166	7	400000
267	<i18n=66088>	267	UI/icon/item/equip/belt/obj-sash18.png	2	4	25	JingHuo	290	Coin	580	185	1	12061	760000	12081	200000	12101	40000	12101	166	7	400000
268	<i18n=66108>	277	UI/icon/item/equip/belt/obj-sash18.png	2	4	26	JingHuo	300	Coin	600	185	1	12062	760000	12082	200000	12102	40000	12102	166	8	400000
269	<i18n=66115>	287	UI/icon/item/equip/belt/obj-sash18.png	2	4	27	JingHuo	310	Coin	620	185	1	12063	760000	12083	200000	12103	40000	12103	166	8	400000
270	<i18n=66097>	297	UI/icon/item/equip/belt/obj-sash18.png	2	4	28	JingHuo	320	Coin	640	185	1	12064	760000	12084	200000	12104	40000	12104	166	8	400000
271	<i18n=66106>	209	UI/icon/item/equip/boots/obj-shoes001.png	4	4	19	JingHuo	230	Coin	460	185	1	14055	760000	14075	200000	14095	40000	14095	166	6	400000
272	<i18n=66107>	219	UI/icon/item/equip/boots/obj-shoes001.png	4	4	20	JingHuo	240	Coin	480	185	1	14056	760000	14076	200000	14096	40000	14096	166	6	400000
273	<i18n=66079>	229	UI/icon/item/equip/boots/obj-shoes002.png	4	4	21	JingHuo	250	Coin	500	185	1	14057	760000	14077	200000	14097	40000	14097	166	6	400000
274	<i18n=66084>	239	UI/icon/item/equip/boots/obj-shoes002.png	4	4	22	JingHuo	260	Coin	520	185	1	14058	760000	14078	200000	14098	40000	14098	166	7	400000
275	<i18n=66103>	249	UI/icon/item/equip/boots/obj-shoes003.png	4	4	23	JingHuo	270	Coin	540	185	1	14059	760000	14079	200000	14099	40000	14099	166	7	400000
276	<i18n=66091>	259	UI/icon/item/equip/boots/obj-shoes003.png	4	4	24	JingHuo	280	Coin	560	185	1	14060	760000	14080	200000	14100	40000	14100	166	7	400000
277	<i18n=66081>	269	UI/icon/item/equip/boots/obj-shoes18.png	4	4	25	JingHuo	290	Coin	580	185	1	14061	760000	14081	200000	14101	40000	14101	166	7	400000
278	<i18n=66111>	279	UI/icon/item/equip/boots/obj-shoes18.png	4	4	26	JingHuo	300	Coin	600	185	1	14062	760000	14082	200000	14102	40000	14102	166	8	400000
279	<i18n=66082>	289	UI/icon/item/equip/boots/obj-shoes18.png	4	4	27	JingHuo	310	Coin	620	185	1	14063	760000	14083	200000	14103	40000	14103	166	8	400000
280	<i18n=66068>	299	UI/icon/item/equip/boots/obj-shoes18.png	4	4	28	JingHuo	320	Coin	640	185	1	14064	760000	14084	200000	14104	40000	14104	166	8	400000
