NpcResId	NpcResFile	NpcShadowResFile	DialogRadius	HeadTextHeight	HeadTextScale	BloodBarHeight	SelectEffectScale	Scale	ShowBoxCollider	BoxColliderSizeX	BoxColliderSizeY	BoxColliderPosX	BoxColliderPosY
7046	Npc/passerby114/passerby114.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7047	Npc/enemy120/enemy120.asset	Npc/enemy120/enemy120_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7048	Npc/enemy157/enemy157.asset	Npc/enemy157/enemy157_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7049	Npc/enemy022/enemy022.asset	Npc/enemy022/enemy022_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7050	Npc/enemy037/enemy037.asset	Npc/enemy037/enemy037_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7051	Npc/enemy157/enemy157.asset	Npc/enemy157/enemy157_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7052	Npc/passerby073/passerby073.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7053	Npc/enemy111/enemy111.asset	Npc/enemy111/enemy111_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7054	Npc/enemy110/enemy110.asset	Npc/enemy110/enemy110_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7055	Npc/enemy116/enemy116.asset	Npc/enemy116/enemy116_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7056	Npc/enemy073/enemy073.asset	Npc/enemy073/enemy073_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7057	Npc/enemy079/enemy079.asset	Npc/enemy079/enemy079_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7058	Npc/enemy081/enemy081.asset	Npc/enemy081/enemy081_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7059	Npc/enemy084/enemy084.asset	Npc/enemy084/enemy084_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7060	Npc/passerby010/passerby010.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7061	Npc/enemy042/enemy042.asset	Npc/enemy042/enemy042_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7062	Npc/enemy040/enemy040.asset	Npc/enemy040/enemy040_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7063	Npc/enemy041/enemy041.asset	Npc/enemy041/enemy041_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7064	Npc/passerby074/passerby074.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7065	Npc/passerby047/passerby047.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7066	Npc/passerby087/passerby087.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7067	Npc/enemy037/enemy037.asset	Npc/enemy037/enemy037_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7068	Npc/enemy097/enemy097.asset	Npc/enemy097/enemy097_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7069	Npc/enemy099/enemy099.asset	Npc/enemy099/enemy099_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7070	Npc/enemy003/enemy003.asset	Npc/enemy003/enemy003_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7071	Npc/enemy157/enemy157.asset	Npc/enemy157/enemy157_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7072	Npc/enemy099/enemy099.asset	Npc/enemy099/enemy099_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7073	Npc/enemy081/enemy081.asset	Npc/enemy081/enemy081_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7074	Npc/enemy116/enemy116.asset	Npc/enemy116/enemy116_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7075	Npc/enemy037/enemy037.asset	Npc/enemy037/enemy037_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7076	Npc/enemy097/enemy097.asset	Npc/enemy097/enemy097_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7077	Npc/enemy042/enemy042.asset	Npc/enemy042/enemy042_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7078	Npc/enemy041/enemy041.asset	Npc/enemy041/enemy041_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7079	Npc/enemy037/enemy037.asset	Npc/enemy037/enemy037_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7080	Npc/enemy113/enemy113.asset	Npc/enemy113/enemy113_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7081	Npc/enemy038/enemy038.asset	Npc/enemy038/enemy038_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7082	Npc/enemy039/enemy039.asset	Npc/enemy039/enemy039_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7083	Npc/enemy113/enemy113.asset	Npc/enemy113/enemy113_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7084	Npc/ani019/ani019.asset	Npc/ani019/ani019_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7085	Npc/enemy102/enemy102.asset	Npc/enemy102/enemy102_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7086	Npc/ani019/ani019.asset	Npc/ani019/ani019_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7087	Npc/ani019/ani019.asset	Npc/ani019/ani019_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7088	Npc/enemy098/enemy098.asset	Npc/enemy098/enemy098_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7089	Npc/ani018/ani018.asset	Npc/ani018/ani018_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7090	Npc/ani004/ani004.asset	Npc/ani004/ani004_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7091	Npc/enemy088/enemy088.asset	Npc/enemy088/enemy088_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7092	Npc/enemy086/enemy086.asset	Npc/enemy086/enemy086_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7093	Npc/enemy089/enemy089.asset	Npc/enemy089/enemy089_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7094	Npc/enemy041/enemy041.asset	Npc/enemy041/enemy041_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7095	Npc/enemy157/enemy157.asset	Npc/enemy157/enemy157_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7096	Npc/enemy042/enemy042.asset	Npc/enemy042/enemy042_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7097	Npc/passerby063/passerby063.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7098	Npc/ani010/ani010.asset	Npc/ani010/ani010_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7099	Npc/passerby047/passerby047.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7100	Npc/ani006/ani006.asset	Npc/ani006/ani006_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7101	Npc/passerby090/passerby090.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7102	Npc/passerby019/passerby019.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7103	Npc/enemy081/enemy081.asset	Npc/enemy081/enemy081_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7104	Npc/enemy068/enemy068.asset	Npc/enemy068/enemy068_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7105	Npc/enemy127/enemy127.asset	Npc/enemy127/enemy127_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7106	Npc/enemy044/enemy044.asset	Npc/enemy044/enemy044_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7107	Npc/enemy139/enemy139.asset	Npc/enemy139/enemy139_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7108	Npc/enemy141/enemy141.asset	Npc/enemy141/enemy141_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7109	Npc/enemy107/enemy107.asset	Npc/enemy107/enemy107_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7110	Npc/enemy113/enemy113.asset	Npc/enemy113/enemy113_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7111	Npc/enemy035/enemy035.asset	Npc/enemy035/enemy035_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7112	Npc/enemy023/enemy023.asset	Npc/enemy023/enemy023_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7113	Npc/enemy063/enemy063.asset	Npc/enemy063/enemy063_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7114	Npc/passerby088/passerby088.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7115	Npc/enemy136/enemy136.asset	Npc/enemy136/enemy136_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7116	Npc/enemy113/enemy113.asset	Npc/enemy113/enemy113_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7117	Npc/enemy126/enemy126.asset	Npc/enemy126/enemy126_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7118	Npc/enemy061/enemy061.asset	Npc/enemy061/enemy061_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7119	Npc/enemy063/enemy063.asset	Npc/enemy063/enemy063_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7120	Npc/passerby161/passerby161.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7121	Npc/enemy019/enemy019.asset	Npc/enemy019/enemy019_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7122	Npc/enemy111/enemy111.asset	Npc/enemy111/enemy111_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7123	Npc/enemy156/enemy156.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7124	Npc/enemy037/enemy037.asset	Npc/enemy037/enemy037_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7125	Npc/enemy024/enemy024.asset	Npc/enemy024/enemy024_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7126	Npc/enemy064/enemy064.asset	Npc/enemy064/enemy064_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7127	Npc/enemy156/enemy156.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7128	Npc/enemy039/enemy039.asset	Npc/enemy039/enemy039_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7129	Npc/enemy081/enemy081.asset	Npc/enemy081/enemy081_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7130	Npc/enemy055/enemy055.asset	Npc/enemy055/enemy055_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7131	Npc/enemy055/enemy055.asset	Npc/enemy055/enemy055_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7132	Npc/enemy149/enemy149.asset	Npc/enemy149/enemy149_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7133	Npc/enemy113/enemy113.asset	Npc/enemy113/enemy113_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7134	Npc/ani012/ani012.asset	Npc/ani012/ani012_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7135	Npc/enemy147/enemy147.asset	Npc/enemy147/enemy147_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7136	Npc/enemy143/enemy143.asset	Npc/enemy143/enemy143_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7137	Npc/enemy097/enemy097.asset	Npc/enemy097/enemy097_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7138	Npc/enemy032/enemy032.asset	Npc/enemy032/enemy032_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7139	Npc/passerby037/passerby037.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7140	Npc/enemy033/enemy033.asset	Npc/enemy033/enemy033_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7141	Npc/enemy034/enemy034.asset	Npc/enemy034/enemy034_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7142	Npc/enemy031/enemy031.asset	Npc/enemy031/enemy031_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7143	Npc/enemy098/enemy098.asset	Npc/enemy098/enemy098_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7144	Npc/enemy030/enemy030.asset	Npc/enemy030/enemy030_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7145	Npc/enemy030/enemy030.asset	Npc/enemy030/enemy030_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7146	Npc/enemy134/enemy134.asset	Npc/enemy134/enemy134_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7147	Npc/enemy140/enemy140.asset	Npc/enemy140/enemy140_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7148	Npc/enemy145/enemy145.asset	Npc/enemy145/enemy145_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7149	Npc/enemy133/enemy133.asset	Npc/enemy133/enemy133_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7150	Npc/enemy051/enemy051.asset	Npc/enemy051/enemy051_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7151	Npc/passerby029/passerby029.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7152	Npc/enemy036/enemy036.asset	Npc/enemy036/enemy036_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7153	Npc/enemy034/enemy034.asset	Npc/enemy034/enemy034_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7154	Npc/enemy012/enemy012.asset	Npc/enemy012/enemy012_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7155	Npc/enemy054/enemy054.asset	Npc/enemy054/enemy054_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7156	Npc/enemy030/enemy030.asset	Npc/enemy030/enemy030_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7157	Npc/passerby135/passerby135.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7158	Npc/passerby136/passerby136.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7159	Npc/passerby137/passerby137.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7160	Npc/passerby138/passerby138.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7161	Npc/passerby140/passerby140.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7162	Npc/enemy146/enemy146.asset	Npc/enemy146/enemy146_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7163	Npc/enemy156/enemy156.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7164	Npc/enemy073/enemy073.asset	Npc/enemy073/enemy073_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7165	Npc/enemy078/enemy078.asset	Npc/enemy078/enemy078_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7166	Npc/enemy083/enemy083.asset	Npc/enemy083/enemy083_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7167	Npc/enemy078/enemy078.asset	Npc/enemy078/enemy078_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7168	Npc/enemy146/enemy146.asset	Npc/enemy146/enemy146_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7169	Npc/enemy073/enemy073.asset	Npc/enemy073/enemy073_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7170	Npc/enemy096/enemy096.asset	Npc/enemy096/enemy096_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
7171	Npc/enemy059/enemy059.asset	Npc/enemy059/enemy059_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7172	Npc/enemy133/enemy133.asset	Npc/enemy133/enemy133_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7173	Npc/enemy093/enemy093.asset	Npc/enemy093/enemy093_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7174	Npc/enemy073/enemy073.asset	Npc/enemy073/enemy073_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7175	Npc/enemy007/enemy007.asset	Npc/enemy007/enemy007_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7176	Npc/passerby041/passerby041.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7177	Npc/enemy120/enemy120.asset	Npc/enemy120/enemy120_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7178	Npc/enemy020/enemy020.asset	Npc/enemy020/enemy020_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7179	Npc/enemy072/enemy072.asset	Npc/enemy072/enemy072_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7180	Npc/enemy083/enemy083.asset	Npc/enemy083/enemy083_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7181	Npc/enemy144/enemy144.asset	Npc/enemy144/enemy144_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7182	Npc/enemy059/enemy059.asset	Npc/enemy059/enemy059_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7183	Npc/passerby158/passerby158.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7184	Npc/passerby041/passerby041.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7185	Npc/passerby180/passerby180.asset		3	1.6	0.008	1.1	1.2		1	0.6	1	0	0.4
7186	Npc/passerby182/passerby182.asset		3	1.6	0.008	1.1	1.2		1	0.6	1	0	0.4
7187	Npc/passerby196/passerby196.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7188	Npc/passerby158/passerby158.asset		3	1.5	0.008	1.1	1.2		0				
7189	Npc/passerby181/passerby181.asset		3	1.7	0.008	1.1	1.2		0				
7190	Npc/passerby049/passerby049.asset	Npc/passerby049/passerby049_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7191	Npc/enemy029/enemy029.asset	Npc/enemy029/enemy029_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7192	Npc/enemy128/enemy128.asset	Npc/enemy128/enemy128_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7193	Npc/passerby105/passerby105.asset	Npc/passerby105/passerby105_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7194	Npc/enemy071/enemy071.asset	Npc/enemy071/enemy071_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7195	Npc/passerby079/passerby079.asset	Npc/passerby079/passerby079_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7196	Npc/passerby027/passerby027.asset	Npc/passerby027/passerby027_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7197	Npc/enemy057/enemy057.asset	Npc/enemy057/enemy057_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7198	Npc/passerby069/passerby069.asset	Npc/passerby069/passerby069_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7199	Npc/enemy114/enemy114.asset	Npc/enemy114/enemy114_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7200	Npc/enemy065/enemy065.asset	Npc/enemy065/enemy065_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7201	Npc/enemy053/enemy053.asset	Npc/enemy053/enemy053_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7202	Npc/passerby038/passerby038.asset	Npc/passerby038/passerby038_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7203	Npc/enemy080/enemy080.asset	Npc/enemy080/enemy080_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7204	Npc/enemy018/enemy018.asset	Npc/enemy018/enemy018_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7205	Npc/enemy167/enemy167.asset	Npc/enemy167/enemy167_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7206	Npc/enemy169/enemy169.asset	Npc/enemy169/enemy169_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7207	Npc/enemy170/enemy170.asset	Npc/enemy170/enemy170_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7208	Npc/enemy037/enemy037.asset	Npc/enemy037/enemy037_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7209	Npc/passerby187/passerby187.asset	Npc/passerby187/passerby187_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7210	Npc/boss034/boss034.asset	Npc/boss034/boss034_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7211	Npc/passerby070/passerby070.asset	Npc/passerby070/passerby070_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7313	Npc/enemy028/enemy028.asset	Npc/enemy028/enemy028_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
7315	Npc/enemy026/enemy026.asset	Npc/enemy026/enemy026_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9000	Npc/passerby175/passerby175.asset		3	1.2	0.008	1.1	1.2		0				
9001	Npc/passerby161/passerby161.asset		3	1.2	0.008	1.1	1.2		0				
9004	Npc/enemy125/enemy125.asset	Npc/enemy125/enemy125_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9005	Npc/enemy122/enemy122.asset	Npc/enemy122/enemy122_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9006	Npc/enemy124/enemy124.asset	Npc/enemy124/enemy124_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9007	Npc/enemy015/enemy015.asset	Npc/enemy015/enemy015_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9008	Npc/enemy120/enemy120.asset	Npc/enemy120/enemy120_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9009	Npc/enemy087/enemy087.asset	Npc/enemy087/enemy087_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9010	Npc/passerby125/passerby125.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9011	Npc/enemy123/enemy123.asset	Npc/enemy123/enemy123_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9012	Npc/enemy124/enemy124.asset	Npc/enemy124/enemy124_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9013	Npc/enemy084/enemy084.asset	Npc/enemy084/enemy084_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9014	Npc/enemy096/enemy096.asset	Npc/enemy096/enemy096_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
9015	Npc/enemy089/enemy089.asset	Npc/enemy089/enemy089_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
9016	Npc/enemy091/enemy091.asset	Npc/enemy091/enemy091_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9017	Npc/enemy125/enemy125.asset	Npc/enemy125/enemy125_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9018	Npc/enemy083/enemy083.asset	Npc/enemy083/enemy083_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9019	Npc/enemy121/enemy121.asset	Npc/enemy121/enemy121_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9020	Npc/enemy093/enemy093.asset	Npc/enemy093/enemy093_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9021	Npc/enemy096/enemy096.asset	Npc/enemy096/enemy096_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
9022	Npc/enemy094/enemy094.asset	Npc/enemy094/enemy094_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
9023	Npc/enemy126/enemy126.asset	Npc/enemy126/enemy126_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9024	Npc/enemy118/enemy118.asset	Npc/enemy118/enemy118_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9025	Npc/enemy086/enemy086.asset	Npc/enemy086/enemy086_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9026	Npc/enemy224/enemy224.asset		3	1.5	0.008	1.3	1.5		1	0.6	1	0	0.4
9027	Npc/enemy308/enemy308.asset		3	2.4	0.008	2.15	1.5		1	0.6	1	0	0.4
9028	Npc/ani017/ani017.asset	Npc/ani017/ani017_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9029	Npc/enemy109/enemy109.asset	Npc/enemy109/enemy109_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9030	Npc/enemy112/enemy112.asset	Npc/enemy112/enemy112_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9031	Npc/enemy100/enemy100.asset	Npc/enemy100/enemy100_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9032	Npc/enemy069/enemy069.asset	Npc/enemy069/enemy069_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9033	Npc/passerby089/passerby089.asset	Npc/passerby089/passerby089_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9034	Npc/enemy076/enemy076.asset	Npc/enemy076/enemy076_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9035	Npc/enemy115/enemy115.asset	Npc/enemy115/enemy115_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9036	Npc/enemy048/enemy048.asset	Npc/enemy048/enemy048_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9037	Npc/enemy047/enemy047.asset	Npc/enemy047/enemy047_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9038	Npc/enemy044/enemy044.asset	Npc/enemy044/enemy044_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9039	Npc/enemy058/enemy058.asset	Npc/enemy058/enemy058_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
