NpcResId	stand	run	death	wound	sit	attack1	attack2	magic	jump	randomattack	fastattack
12262	20	12	18	15	10	14	14	14	27	15	14
12263	20	12	18	15	10	14	14	14	27	15	14
12264	20	12	18	15	10	14	14	14	27	15	14
12265	20	12	18	15	10	14	14	14	27	15	14
12266	20	12	18	15	10	14	14	14	27	15	14
12267	20	12	18	15	10	14	14	14	27	15	14
12268	20	12	18	15	10	14	14	14	27	15	14
12269	20	12	18	15	10	14	14	14	27	15	14
12270	20	12	18	15	10	14	14	14	27	15	14
12271	20	12	18	15	10	14	14	14	27	15	14
12272	20	12	18	15	10	14	14	14	27	15	14
12273	20	12	18	15	10	14	14	14	27	15	14
12274	20	12	18	15	10	14	14	14	27	15	14
12275	20	12	18	15	10	14	14	14	27	15	14
12276	20	12	18	15	10	14	14	14	27	15	14
12277	20	12	18	15	10	14	14	14	27	15	14
12278	20	12	18	15	10	14	14	14	27	15	14
12279	20	12	18	15	10	14	14	14	27	15	14
12283	20	12	18	15	10	14	14	14	27	15	14
12289	20	12	18	15	10	14	14	14	27	15	14
12290	20	12	18	15	10	14	14	14	27	15	14
12291	20	12	18	15	10	14	14	14	27	15	14
12292	20	12	18	15	10	14	14	14	27	15	14
12293	24	20	20	18	24	27	27	27	27	27	13
12294	24	20	20	18	24	27	27	27	27	27	13
12295	24	20	20	18	24	27	27	27	27	27	13
12296	24	20	20	18	24	27	27	27	27	27	13
12297	24	20	20	18	24	27	27	27	27	27	13
12298	24	20	20	18	24	27	27	27	27	27	13
12299	24	20	20	18	24	27	27	27	27	27	13
12300	24	20	20	18	24	27	27	27	27	27	13
12301	24	20	20	18	24	27	27	27	27	27	13
12302	24	20	20	18	24	27	27	27	27	27	13
12303	24	20	20	18	24	27	27	27	27	27	13
12304	24	20	20	18	24	27	27	27	27	27	13
12305	24	20	20	18	24	27	27	27	27	27	13
12306	24	20	20	18	24	27	27	27	27	27	13
12307	24	20	20	18	24	27	27	27	27	27	13
12308	24	20	20	18	24	27	27	27	27	27	13
12309	24	20	20	18	24	27	27	27	27	27	13
12310	24	20	20	18	24	27	27	27	27	27	13
12311	24	20	20	18	24	27	27	27	27	27	13
12312	24	20	20	18	24	27	27	27	27	27	13
12313	24	20	20	18	24	27	27	27	27	27	13
12314	24	20	20	18	24	27	27	27	27	27	13
12315	24	20	20	18	24	27	27	27	27	27	13
12316	24	20	20	18	24	27	27	27	27	27	13
12317	24	20	20	18	24	27	27	27	27	27	13
12318	24	20	20	18	24	27	27	27	27	27	13
12319	24	20	20	18	24	27	27	27	27	27	13
12320	24	20	20	18	24	27	27	27	27	27	13
12321	24	20	20	18	24	27	27	27	27	27	13
12322	24	20	20	18	24	27	27	27	27	27	13
12323	24	20	20	18	24	27	27	27	27	27	13
12324	24	20	20	18	24	27	27	27	27	27	13
12325	24	20	20	18	24	27	27	27	27	27	13
12326	24	20	20	18	24	27	27	27	27	27	13
12327	24	20	20	18	24	27	27	27	27	27	13
12328	24	20	20	18	24	27	27	27	27	27	13
12329	24	20	20	18	24	27	27	27	27	27	13
12330	24	20	20	18	24	27	27	27	27	27	13
12331	24	20	20	18	24	27	27	27	27	27	13
12332	24	20	20	18	24	27	27	27	27	27	13
12333	24	20	20	18	24	27	27	27	27	27	13
12334	24	20	20	18	24	27	27	27	27	27	13
12335	24	20	20	18	24	27	27	27	27	27	13
12336	24	20	20	18	24	27	27	27	27	27	13
12337	24	20	20	18	24	27	27	27	27	27	13
12338	24	20	20	18	24	27	27	27	27	27	13
12339	24	20	20	18	24	27	27	27	27	27	13
12340	24	20	20	18	24	27	27	27	27	27	13
12341	24	20	20	18	24	27	27	27	27	27	13
12342	24	20	20	18	24	27	27	27	27	27	13
12344	24	20	20	18	24	27	27	27	27	27	13
12345	24	20	20	18	24	27	27	27	27	27	13
12346	24	20	20	18	24	27	27	27	27	27	13
12347	24	20	20	18	24	27	27	27	27	27	13
12348	24	20	20	18	24	27	27	27	27	27	13
12349	24	20	20	18	24	27	27	27	27	27	13
12350	24	20	20	18	24	27	27	27	27	27	13
12351	24	20	20	18	24	27	27	27	27	27	13
12352	24	20	20	18	24	27	27	27	27	27	13
12353	24	20	20	18	24	27	27	27	27	27	13
12354	24	20	20	18	24	27	27	27	27	27	13
12355	24	20	20	18	24	27	27	27	27	27	13
12356	24	20	20	18	24	27	27	27	27	27	13
12359	24	20	20	18	24	27	27	27	27	27	13
12360	24	20	20	18	24	27	27	27	27	27	13
12361	24	20	20	18	24	27	27	27	27	27	13
12362	24	20	20	18	24	27	27	27	27	27	13
12363	24	20	20	18	24	27	27	27	27	27	13
12364	24	20	20	18	24	27	27	27	27	27	13
12365	24	20	20	18	24	27	27	27	27	27	13
12366	24	20	20	18	24	27	27	27	27	27	13
12367	24	20	20	18	24	27	27	27	27	27	13
12368	24	20	20	18	24	27	27	27	27	27	13
12369	24	20	20	18	24	27	27	27	27	27	13
12370	24	20	20	18	24	27	27	27	27	27	13
12371	24	20	20	18	24	27	27	27	27	27	13
12372	24	20	20	18	24	27	27	27	27	27	13
12373	24	20	20	18	24	27	27	27	27	27	13
12374	24	20	20	18	24	27	27	27	27	27	13
12375	24	20	20	18	24	27	27	27	27	27	13
12376	24	20	20	18	24	27	27	27	27	27	13
12377	24	20	20	18	24	27	27	27	27	27	13
12378	24	20	20	18	24	27	27	27	27	27	13
12379	24	20	20	18	24	27	27	27	27	27	13
12380	24	20	20	18	24	27	27	27	27	27	13
12381	24	20	20	18	24	27	27	27	27	27	13
12382	24	20	20	18	24	27	27	27	27	27	13
12383	24	20	20	18	24	27	27	27	27	27	13
12384	24	20	20	18	24	27	27	27	27	27	13
12385	24	20	20	18	24	27	27	27	27	27	13
12386	24	20	20	18	24	27	27	27	27	27	13
12387	24	20	20	18	24	27	27	27	27	27	13
12388	24	20	20	18	24	27	27	27	27	27	13
12389	24	20	20	18	24	27	27	27	27	27	13
12390	24	20	20	18	24	27	27	27	27	27	13
12391	24	20	20	18	24	27	27	27	27	27	13
12392	24	20	20	18	24	27	27	27	27	27	13
12393	24	20	20	18	24	27	27	27	27	27	13
12394	24	20	20	18	24	27	27	27	27	27	13
12395	24	20	20	18	24	27	27	27	27	27	13
12396	20	12	18	15	10	14	14	14	27	15	14
12397	20	12	18	15	10	14	14	14	27	15	14
12398	20	12	18	15	10	14	14	14	27	15	14
12399	20	12	18	15	10	14	14	14	27	15	14
12400	20	12	18	15	10	14	14	14	27	15	14
12401	20	12	18	15	10	14	14	14	27	15	14
12402	20	12	18	15	10	14	14	14	27	15	14
12403	20	12	18	15	10	14	14	14	27	15	14
12404	20	12	18	15	10	14	14	14	27	15	14
12405	20	12	18	15	10	14	14	14	27	15	14
12406	20	12	18	15	10	14	14	14	27	15	14
12407	20	12	18	15	10	14	14	14	27	15	14
12408	20	12	18	15	10	14	14	14	27	15	14
12409	20	12	18	15	10	14	14	14	27	15	14
12410	20	12	18	15	10	14	14	14	27	15	14
12411	20	12	18	15	10	14	14	14	27	15	14
12412	20	12	18	15	10	14	14	14	27	15	14
12413	20	12	18	15	10	14	14	14	27	15	14
12414	20	12	18	15	10	14	14	14	27	15	14
12415	20	12	18	15	10	14	14	14	27	15	14
12416	20	12	18	15	10	14	14	14	27	15	14
12417	20	12	18	15	10	14	14	14	27	15	14
12418	20	12	18	15	10	14	14	14	27	15	14
12430	20	12	18	15	10	14	14	14	27	15	14
12431	20	12	18	15	10	14	14	14	27	15	14
12432	20	12	18	15	10	14	14	14	27	15	14
12433	20	12	18	15	10	14	14	14	27	15	14
12434	20	12	18	15	10	14	14	14	27	15	14
12435	20	12	18	15	10	14	14	14	27	15	14
12436	20	12	18	15	10	14	14	14	27	15	14
12438	20	12	18	15	10	14	14	14	27	15	14
12439	20	12	18	15	10	14	14	14	27	15	14
12440	20	12	18	15	10	14	14	14	27	15	14
12441	20	12	18	15	10	14	14	14	27	15	14
12447	20	12	18	15	10	14	14	14	27	15	14
12450	20	12	18	15	10	14	14	14	27	15	14
12451	20	12	18	15	10	14	14	14	27	15	14
12452	20	12	18	15	10	14	14	14	27	15	14
12453	20	12	18	15	10	14	14	14	27	15	14
12454	20	12	18	15	10	14	14	14	27	15	14
12455	20	12	18	15	10	14	14	14	27	15	14
12456	20	12	18	15	10	14	14	14	27	15	14
12457	20	12	18	15	10	14	14	14	27	15	14
12458	20	12	18	15	10	14	14	14	27	15	14
12459	20	12	18	15	10	14	14	14	27	15	14
12460	20	12	18	15	10	14	14	14	27	15	14
12561	25	14	15	18	15	14	14	18	27	18	9
13531	20	12	18	15	10	14	14	14	27	15	14
14001	20	12	18	15	10	14	14	14	27	15	14
14002	20	12	18	15	10	14	14	14	27	15	14
14003	20	12	18	15	10	14	14	14	27	15	14
14004	20	12	18	15	10	14	14	14	27	15	14
14005	20	12	18	15	10	14	14	14	27	15	14
14006	20	12	18	15	10	14	14	14	27	15	14
14007	20	12	18	15	10	14	14	14	27	15	14
14008	20	12	18	15	10	14	14	14	27	15	14
14009	20	12	18	15	10	14	14	14	27	15	14
14010	20	12	18	15	10	14	14	14	27	15	14
14011	20	12	18	15	10	14	14	14	27	15	14
14012	20	12	18	15	10	14	14	14	27	15	14
