nGroupId	nAttrId	nWeight	nAttrValueMin1	nAttrValueMax1	nAttrValueMin2	nAttrValueMax2	nAttrValueMin3	nAttrValueMax3
19	7	30000	267	291	9	9	0	0
19	8	20000	267	291	0	0	0	0
19	9	20000	1331	1452	0	0	0	0
19	10	20000	1331	1452	0	0	0	0
19	11	20000	1331	1452	0	0	0	0
19	12	20000	1331	1452	0	0	0	0
19	13	20000	1331	1452	0	0	0	0
19	14	20000	100	100	267	291	0	0
19	15	30000	267	291	0	0	0	0
19	16	20000	267	291	0	0	0	0
19	17	20000	267	291	0	0	0	0
19	18	30000	5322	5806	0	0	0	0
19	19	30000	5322	5806	0	0	0	0
19	20	30000	267	291	0	0	0	0
19	21	30000	267	291	0	0	0	0
19	22	30000	267	291	0	0	0	0
19	23	30000	267	291	0	0	0	0
19	24	20000	533	581	0	0	0	0
19	25	20000	533	581	0	0	0	0
19	26	20000	1065	1162	0	0	0	0
19	27	20000	1065	1162	0	0	0	0
19	28	20000	1065	1162	0	0	0	0
19	29	20000	1065	1162	0	0	0	0
19	30	25000	100	100	267	291	0	0
19	31	25000	100	100	267	291	0	0
19	32	25000	100	100	267	291	0	0
19	33	25000	100	100	267	291	0	0
19	34	25000	100	100	267	291	0	0
19	35	25000	267	291	0	0	0	0
19	36	25000	267	291	0	0	0	0
19	37	25000	533	581	0	0	0	0
19	38	25000	533	581	0	0	0	0
19	39	15000	27	29	0	0	0	0
19	40	15000	27	29	0	0	0	0
19	41	15000	27	29	0	0	0	0
19	42	15000	27	29	0	0	0	0
20	1	30000	320	349	0	0	320	349
20	2	30000	320	349	0	0	0	0
20	3	30000	320	349	0	0	0	0
20	4	30000	320	349	0	0	0	0
20	5	30000	320	349	0	0	0	0
20	6	25000	320	349	9	9	0	0
20	7	30000	320	349	9	9	0	0
20	8	20000	320	349	0	0	0	0
20	9	20000	1597	1742	0	0	0	0
20	10	20000	1597	1742	0	0	0	0
20	11	20000	1597	1742	0	0	0	0
20	12	20000	1597	1742	0	0	0	0
20	13	20000	1597	1742	0	0	0	0
20	14	20000	100	100	320	349	0	0
20	15	30000	320	349	0	0	0	0
20	16	20000	320	349	0	0	0	0
20	17	20000	320	349	0	0	0	0
20	18	30000	6387	6968	0	0	0	0
20	19	30000	6387	6968	0	0	0	0
20	20	30000	320	349	0	0	0	0
20	21	30000	320	349	0	0	0	0
20	22	30000	320	349	0	0	0	0
20	23	30000	320	349	0	0	0	0
20	24	20000	639	697	0	0	0	0
20	25	20000	639	697	0	0	0	0
20	26	20000	1278	1394	0	0	0	0
20	27	20000	1278	1394	0	0	0	0
20	28	20000	1278	1394	0	0	0	0
20	29	20000	1278	1394	0	0	0	0
20	30	25000	100	100	320	349	0	0
20	31	25000	100	100	320	349	0	0
20	32	25000	100	100	320	349	0	0
20	33	25000	100	100	320	349	0	0
20	34	25000	100	100	320	349	0	0
20	35	25000	320	349	0	0	0	0
20	36	25000	320	349	0	0	0	0
20	37	25000	639	697	0	0	0	0
20	38	25000	639	697	0	0	0	0
20	39	15000	32	35	0	0	0	0
20	40	15000	32	35	0	0	0	0
20	41	15000	32	35	0	0	0	0
20	42	15000	32	35	0	0	0	0
