Sex	Action	Direction	PartOrder
1	24	5	5,3,10,11,2,12,7,1,0,6,4,8,9
1	24	6	11,3,5,10,8,12,2,7,1,0,4,6,9
1	24	7	8,9,12,11,7,1,5,3,2,10,0,6,4
1	25	0	8,9,12,11,1,7,6,4,2,3,10,5,0
1	25	1	8,9,12,11,7,1,5,3,2,10,0,6,4
1	25	2	3,5,2,1,0,4,6
1	25	3	5,3,10,11,2,12,7,1,0,6,4,8,9
1	25	4	10,11,5,3,2,12,0,4,6,7,1,8,9
1	25	5	5,3,10,11,2,12,7,1,0,6,4,8,9
1	25	6	3,5,2,1,0,4,6
1	25	7	8,9,12,11,7,1,5,3,2,10,0,6,4
1	26	0	8,9,12,11,1,7,2,3,5,4,0,6,10
1	26	1	8,9,12,11,7,1,5,3,2,10,0,4,6
1	26	2	5,12,11,10,2,3,1,0,4,6
1	26	3	5,3,10,11,12,2,0,4,7,1,8,9,6
1	26	4	10,11,2,3,12,0,4,7,1,8,9,6,5
1	26	5	5,3,10,11,12,2,0,4,7,1,8,9,6
1	26	6	5,12,11,10,2,3,1,0,4,6
1	26	7	8,9,12,11,7,1,5,3,2,10,0,4,6
1	27	0	8,9,12,11,1,7,2,3,5,4,6,0,10
1	27	1	8,9,12,11,7,1,5,3,2,10,0,4,6
1	27	2	12,11,1,5,3,10,0,8,9,4,2,7,6
1	27	3	3,5,10,11,12,2,1,0,7,4,6,8,9
1	27	4	10,11,5,3,12,2,0,4,7,1,8,9,6
1	27	5	3,5,10,11,12,2,1,0,7,4,6,8,9
1	27	6	12,11,1,5,3,10,0,8,9,4,2,7,6
1	27	7	8,9,12,11,7,1,5,3,2,10,0,4,6
1	28	0	8,9,12,11,1,7,4,2,3,10,5,0,6
1	28	1	12,5,11,7,1,3,2,10,0,6,4
1	28	2	12,11,1,5,7,2,3,10,0,4,6
1	28	3	5,3,10,11,2,12,7,1,0,6,4,8,9
1	28	4	10,11,5,3,12,2,6,7,1,0,4,8,9
1	28	5	5,3,10,11,2,12,7,1,0,6,4,8,9
1	28	6	12,11,1,5,7,2,3,10,0,4,6
1	28	7	12,5,11,7,1,3,2,10,0,6,4
1	29	0	8,9,12,11,1,7,4,2,3,10,6,5,0
1	29	1	12,11,5,7,1,3,2,10,0,6,4
1	29	2	12,5,11,1,7,2,3,10,0,8,9,4,6
1	29	3	5,3,10,11,12,2,7,1,0,6,4,8,9
1	29	4	10,11,5,3,12,2,7,1,0,4,6,8,9
1	29	5	5,3,10,11,12,2,7,1,0,6,4,8,9
1	29	6	12,5,11,1,7,2,3,10,0,8,9,4,6
1	29	7	12,11,5,7,1,3,2,10,0,6,4
1	30	0	12,11,1,7,4,2,3,6,10,5,0,8,9
1	30	1	12,5,11,7,1,3,2,10,0,6,4
1	30	2	12,11,1,5,7,2,3,10,0,4,6
1	30	3	5,3,10,11,12,2,7,1,0,6,4,8,9
1	30	4	10,11,5,3,2,12,7,1,0,4,6,8,9
1	30	5	5,3,10,11,12,2,7,1,0,6,4,8,9
1	30	6	12,11,1,5,7,2,3,10,0,4,6
1	30	7	12,5,11,7,1,3,2,10,0,6,4
1	31	0	8,9,12,11,1,7,6,4,2,3,10,5,0
1	31	1	8,9,12,11,7,1,5,3,2,10,0,6,4
1	31	2	12,11,1,5,7,2,3,10,0,8,9,4,6
1	31	3	5,3,10,11,12,2,7,1,0,6,4,8,9
1	31	4	10,11,5,3,12,2,7,1,0,4,6,8,9
1	31	5	5,3,10,11,12,2,7,1,0,6,4,8,9
1	31	6	12,11,1,5,7,2,3,10,0,8,9,4,6
1	31	7	8,9,12,11,7,1,5,3,2,10,0,6,4
1	32	0	12,11,1,7,6,4,5,2,3,10,0
1	32	1	12,11,7,1,5,3,2,10,0,6,4
1	32	2	5,3,10,11,12,2,7,1,0,6,4
1	32	3	5,3,10,11,2,12,7,1,0,6,4
1	32	4	10,11,5,3,2,12,7,1,0,4,6
1	32	5	5,3,10,11,2,12,7,1,0,6,4
1	32	6	5,3,10,11,12,2,7,1,0,6,4
1	32	7	12,11,7,1,5,3,2,10,0,6,4
