nGroupId	nOrder	nIndex	szAttrType	nAttrValueMin1	nAttrValueMax1	nAttrValueMin2	nAttrValueMax2	nAttrValueMin3	nAttrValueMax3	nCompareIndex	nReference	tbnColorList	FightPower	nAttrTypeWeight
4	4	8	ignore_fire_resist_v	100	100	66	99			2	100	60|80|100	2000	100
4	4	9	ignore_defense_v	66	99					1	99	60|80|100	1980	50
4	4	10	rangedamage_return_v	262	393					1	393	60|80|100	1965	120
4	4	11	meleedamage_return_v	262	393					1	393	60|80|100	1965	120
4	4	12	attackrating_v	66	99					1	99	60|80|100	1980	120
4	4	13	lifemax_v	1309	1964					1	1964	60|80|100	1964	100
4	4	14	manamax_v	1309	1964					1	1964	60|80|100	1964	120
4	4	15	fire_resist_v	328	491					1	491	60|80|100	1964	100
4	4	16	stealmana_v	132	197					1	197	60|80|100	1970	120
4	4	17	steallife_v	132	197					1	197	60|80|100	1970	100
4	4	18	recover_life_v	66	99	9	9			1	99	60|80|100	1980	100
4	4	19	recover_mana_v	66	99	9	9			1	99	60|80|100	1980	120
4	4	20	lifereplenish_w	524	785					1	785	60|80|100	1963	100
4	4	21	manareplenish_w	524	785					1	785	60|80|100	1963	120
4	4	22	weaken_deadlystrike_damage_v	66	99					1	99	60|80|100	1980	100
4	4	23	weaken_deadlystrike_v	66	99					1	99	60|80|100	1980	100
4	4	24	defense_v	66	99					1	99	60|80|100	1980	100
4	4	25	vitality_v	66	99					1	99	60|80|100	1980	100
4	4	26	energy_v	66	99					1	99	60|80|100	1980	100
4	4	27	return_resist_range_v	262	393					1	393	60|80|100	1965	120
4	4	28	return_resist_melee_v	262	393					1	393	60|80|100	1965	120
4	5	1	physical_firedamage_v	76	113					1	113	60|80|100	2260	50
4	5	2	energy_firedamage_v	76	113					1	113	60|80|100	2260	50
4	5	3	basic_damage_v	76	113			76	113	1	113	60|80|100	2260	50
4	5	4	deadlystrike_damage_v	76	113					1	113	60|80|100	2260	50
4	5	5	deadlystrike_v	76	113					1	113	60|80|100	2260	50
4	5	6	strength_v	76	113					1	113	60|80|100	2260	50
4	5	7	dexterity_v	76	113					1	113	60|80|100	2260	50
4	5	8	ignore_fire_resist_v	100	100	76	113			2	113	60|80|100	2000	100
4	5	9	ignore_defense_v	76	113					1	113	60|80|100	2260	50
4	5	10	rangedamage_return_v	301	452					1	452	60|80|100	2260	120
4	5	11	meleedamage_return_v	301	452					1	452	60|80|100	2260	120
4	5	12	attackrating_v	76	113					1	113	60|80|100	2260	120
4	5	13	lifemax_v	1505	2258					1	2258	60|80|100	2258	100
4	5	14	manamax_v	1505	2258					1	2258	60|80|100	2258	120
4	5	15	fire_resist_v	376	564					1	564	60|80|100	2256	100
4	5	16	stealmana_v	151	226					1	226	60|80|100	2260	120
4	5	17	steallife_v	151	226					1	226	60|80|100	2260	100
4	5	18	recover_life_v	76	113	9	9			1	113	60|80|100	2260	100
4	5	19	recover_mana_v	76	113	9	9			1	113	60|80|100	2260	120
4	5	20	lifereplenish_w	602	903					1	903	60|80|100	2258	100
4	5	21	manareplenish_w	602	903					1	903	60|80|100	2258	120
4	5	22	weaken_deadlystrike_damage_v	76	113					1	113	60|80|100	2260	100
4	5	23	weaken_deadlystrike_v	76	113					1	113	60|80|100	2260	100
4	5	24	defense_v	76	113					1	113	60|80|100	2260	100
4	5	25	vitality_v	76	113					1	113	60|80|100	2260	100
4	5	26	energy_v	76	113					1	113	60|80|100	2260	100
4	5	27	return_resist_range_v	301	452					1	452	60|80|100	2260	120
4	5	28	return_resist_melee_v	301	452					1	452	60|80|100	2260	120
4	6	1	physical_firedamage_v	87	130					1	130	60|80|100	2600	50
4	6	2	energy_firedamage_v	87	130					1	130	60|80|100	2600	50
4	6	3	basic_damage_v	87	130			87	130	1	130	60|80|100	2600	50
4	6	4	deadlystrike_damage_v	87	130					1	130	60|80|100	2600	50
4	6	5	deadlystrike_v	87	130					1	130	60|80|100	2600	50
4	6	6	strength_v	87	130					1	130	60|80|100	2600	50
4	6	7	dexterity_v	87	130					1	130	60|80|100	2600	50
4	6	8	ignore_fire_resist_v	100	100	87	130			2	130	60|80|100	2000	100
4	6	9	ignore_defense_v	87	130					1	130	60|80|100	2600	50
4	6	10	rangedamage_return_v	347	520					1	520	60|80|100	2600	120
4	6	11	meleedamage_return_v	347	520					1	520	60|80|100	2600	120
4	6	12	attackrating_v	87	130					1	130	60|80|100	2600	120
4	6	13	lifemax_v	1731	2596					1	2596	60|80|100	2596	100
4	6	14	manamax_v	1731	2596					1	2596	60|80|100	2596	120
4	6	15	fire_resist_v	433	650					1	650	60|80|100	2600	100
4	6	16	stealmana_v	173	260					1	260	60|80|100	2600	120
4	6	17	steallife_v	173	260					1	260	60|80|100	2600	100
4	6	18	recover_life_v	87	130	9	9			1	130	60|80|100	2600	100
4	6	19	recover_mana_v	87	130	9	9			1	130	60|80|100	2600	120
4	6	20	lifereplenish_w	692	1038					1	1038	60|80|100	2595	100
4	6	21	manareplenish_w	692	1038					1	1038	60|80|100	2595	120
4	6	22	weaken_deadlystrike_damage_v	87	130					1	130	60|80|100	2600	100
4	6	23	weaken_deadlystrike_v	87	130					1	130	60|80|100	2600	100
4	6	24	defense_v	87	130					1	130	60|80|100	2600	100
4	6	25	vitality_v	87	130					1	130	60|80|100	2600	100
4	6	26	energy_v	87	130					1	130	60|80|100	2600	100
4	6	27	return_resist_range_v	347	520					1	520	60|80|100	2600	120
4	6	28	return_resist_melee_v	347	520					1	520	60|80|100	2600	120
4	7	1	physical_firedamage_v	96	143					1	143	60|80|100	2860	50
4	7	2	energy_firedamage_v	96	143					1	143	60|80|100	2860	50
4	7	3	basic_damage_v	96	143			96	143	1	143	60|80|100	2860	50
4	7	4	deadlystrike_damage_v	96	143					1	143	60|80|100	2860	50
4	7	5	deadlystrike_v	96	143					1	143	60|80|100	2860	50
4	7	6	strength_v	96	143					1	143	60|80|100	2860	50
4	7	7	dexterity_v	96	143					1	143	60|80|100	2860	50
4	7	8	ignore_fire_resist_v	100	100	96	143			2	143	60|80|100	2000	100
4	7	9	ignore_defense_v	96	143					1	143	60|80|100	2860	50
4	7	10	rangedamage_return_v	381	572					1	572	60|80|100	2860	120
4	7	11	meleedamage_return_v	381	572					1	572	60|80|100	2860	120
4	7	12	attackrating_v	96	143					1	143	60|80|100	2860	120
4	7	13	lifemax_v	1904	2856					1	2856	60|80|100	2856	100
4	7	14	manamax_v	1904	2856					1	2856	60|80|100	2856	120
4	7	15	fire_resist_v	476	714					1	714	60|80|100	2856	100
4	7	16	stealmana_v	191	286					1	286	60|80|100	2860	120
4	7	17	steallife_v	191	286					1	286	60|80|100	2860	100
4	7	18	recover_life_v	96	143	9	9			1	143	60|80|100	2860	100
4	7	19	recover_mana_v	96	143	9	9			1	143	60|80|100	2860	120
4	7	20	lifereplenish_w	762	1143					1	1143	60|80|100	2858	100
4	7	21	manareplenish_w	762	1143					1	1143	60|80|100	2858	120
4	7	22	weaken_deadlystrike_damage_v	96	143					1	143	60|80|100	2860	100
4	7	23	weaken_deadlystrike_v	96	143					1	143	60|80|100	2860	100
4	7	24	defense_v	96	143					1	143	60|80|100	2860	100
4	7	25	vitality_v	96	143					1	143	60|80|100	2860	100
4	7	26	energy_v	96	143					1	143	60|80|100	2860	100
4	7	27	return_resist_range_v	381	572					1	572	60|80|100	2860	120
4	7	28	return_resist_melee_v	381	572					1	572	60|80|100	2860	120
4	8	1	physical_firedamage_v	105	158					1	158	60|80|100	3160	50
4	8	2	energy_firedamage_v	105	158					1	158	60|80|100	3160	50
4	8	3	basic_damage_v	105	158			105	158	1	158	60|80|100	3160	50
4	8	4	deadlystrike_damage_v	105	158					1	158	60|80|100	3160	50
4	8	5	deadlystrike_v	105	158					1	158	60|80|100	3160	50
4	8	6	strength_v	105	158					1	158	60|80|100	3160	50
4	8	7	dexterity_v	105	158					1	158	60|80|100	3160	50
4	8	8	ignore_fire_resist_v	100	100	105	158			2	158	60|80|100	2000	100
4	8	9	ignore_defense_v	105	158					1	158	60|80|100	3160	50
4	8	10	rangedamage_return_v	420	629					1	629	60|80|100	3145	120
4	8	11	meleedamage_return_v	420	629					1	629	60|80|100	3145	120
4	8	12	attackrating_v	105	158					1	158	60|80|100	3160	120
4	8	13	lifemax_v	2095	3142					1	3142	60|80|100	3142	100
4	8	14	manamax_v	2095	3142					1	3142	60|80|100	3142	120
4	8	15	fire_resist_v	524	785					1	785	60|80|100	3140	100
4	8	16	stealmana_v	210	315					1	315	60|80|100	3150	120
4	8	17	steallife_v	210	315					1	315	60|80|100	3150	100
4	8	18	recover_life_v	105	158	9	9			1	158	60|80|100	3160	100
4	8	19	recover_mana_v	105	158	9	9			1	158	60|80|100	3160	120
4	8	20	lifereplenish_w	838	1257					1	1257	60|80|100	3143	100
4	8	21	manareplenish_w	838	1257					1	1257	60|80|100	3143	120
4	8	22	weaken_deadlystrike_damage_v	105	158					1	158	60|80|100	3160	100
4	8	23	weaken_deadlystrike_v	105	158					1	158	60|80|100	3160	100
4	8	24	defense_v	105	158					1	158	60|80|100	3160	100
4	8	25	vitality_v	105	158					1	158	60|80|100	3160	100
4	8	26	energy_v	105	158					1	158	60|80|100	3160	100
4	8	27	return_resist_range_v	420	629					1	629	60|80|100	3145	120
4	8	28	return_resist_melee_v	420	629					1	629	60|80|100	3145	120
4	9	1	physical_firedamage_v	116	173					1	173	60|80|100	3460	50
4	9	2	energy_firedamage_v	116	173					1	173	60|80|100	3460	50
4	9	3	basic_damage_v	116	173			116	173	1	173	60|80|100	3460	50
4	9	4	deadlystrike_damage_v	116	173					1	173	60|80|100	3460	50
4	9	5	deadlystrike_v	116	173					1	173	60|80|100	3460	50
4	9	6	strength_v	116	173					1	173	60|80|100	3460	50
4	9	7	dexterity_v	116	173					1	173	60|80|100	3460	50
4	9	8	ignore_fire_resist_v	100	100	116	173			2	173	60|80|100	2000	100
4	9	9	ignore_defense_v	116	173					1	173	60|80|100	3460	50
4	9	10	rangedamage_return_v	461	692					1	692	60|80|100	3460	120
4	9	11	meleedamage_return_v	461	692					1	692	60|80|100	3460	120
4	9	12	attackrating_v	116	173					1	173	60|80|100	3460	120
4	9	13	lifemax_v	2304	3455					1	3455	60|80|100	3455	100
4	9	14	manamax_v	2304	3455					1	3455	60|80|100	3455	120
4	9	15	fire_resist_v	576	864					1	864	60|80|100	3456	100
4	9	16	stealmana_v	231	346					1	346	60|80|100	3460	120
4	9	17	steallife_v	231	346					1	346	60|80|100	3460	100
4	9	18	recover_life_v	116	173	9	9			1	173	60|80|100	3460	100
4	9	19	recover_mana_v	116	173	9	9			1	173	60|80|100	3460	120
4	9	20	lifereplenish_w	922	1383					1	1383	60|80|100	3458	100
4	9	21	manareplenish_w	922	1383					1	1383	60|80|100	3458	120
4	9	22	weaken_deadlystrike_damage_v	116	173					1	173	60|80|100	3460	100
4	9	23	weaken_deadlystrike_v	116	173					1	173	60|80|100	3460	100
4	9	24	defense_v	116	173					1	173	60|80|100	3460	100
4	9	25	vitality_v	116	173					1	173	60|80|100	3460	100
4	9	26	energy_v	116	173					1	173	60|80|100	3460	100
4	9	27	return_resist_range_v	461	692					1	692	60|80|100	3460	120
4	9	28	return_resist_melee_v	461	692					1	692	60|80|100	3460	120
4	10	1	physical_firedamage_v	127	190					1	190	60|80|100	3800	50
4	10	2	energy_firedamage_v	127	190					1	190	60|80|100	3800	50
4	10	3	basic_damage_v	127	190			127	190	1	190	60|80|100	3800	50
4	10	4	deadlystrike_damage_v	127	190					1	190	60|80|100	3800	50
4	10	5	deadlystrike_v	127	190					1	190	60|80|100	3800	50
4	10	6	strength_v	127	190					1	190	60|80|100	3800	50
4	10	7	dexterity_v	127	190					1	190	60|80|100	3800	50
4	10	8	ignore_fire_resist_v	100	100	127	190			2	190	60|80|100	2000	100
4	10	9	ignore_defense_v	127	190					1	190	60|80|100	3800	50
4	10	10	rangedamage_return_v	507	760					1	760	60|80|100	3800	120
4	10	11	meleedamage_return_v	507	760					1	760	60|80|100	3800	120
4	10	12	attackrating_v	127	190					1	190	60|80|100	3800	120
4	10	13	lifemax_v	2534	3801					1	3801	60|80|100	3801	100
4	10	14	manamax_v	2534	3801					1	3801	60|80|100	3801	120
4	10	15	fire_resist_v	634	951					1	951	60|80|100	3804	100
4	10	16	stealmana_v	254	381					1	381	60|80|100	3810	120
4	10	17	steallife_v	254	381					1	381	60|80|100	3810	100
4	10	18	recover_life_v	127	190	9	9			1	190	60|80|100	3800	100
4	10	19	recover_mana_v	127	190	9	9			1	190	60|80|100	3800	120
4	10	20	lifereplenish_w	1014	1521					1	1521	60|80|100	3803	100
4	10	21	manareplenish_w	1014	1521					1	1521	60|80|100	3803	120
4	10	22	weaken_deadlystrike_damage_v	127	190					1	190	60|80|100	3800	100
4	10	23	weaken_deadlystrike_v	127	190					1	190	60|80|100	3800	100
4	10	24	defense_v	127	190					1	190	60|80|100	3800	100
4	10	25	vitality_v	127	190					1	190	60|80|100	3800	100
4	10	26	energy_v	127	190					1	190	60|80|100	3800	100
4	10	27	return_resist_range_v	507	760					1	760	60|80|100	3800	120
4	10	28	return_resist_melee_v	507	760					1	760	60|80|100	3800	120
4	11	1	physical_firedamage_v	140	209					1	209	60|80|100	4180	50
4	11	2	energy_firedamage_v	140	209					1	209	60|80|100	4180	50
4	11	3	basic_damage_v	140	209			140	209	1	209	60|80|100	4180	50
4	11	4	deadlystrike_damage_v	140	209					1	209	60|80|100	4180	50
4	11	5	deadlystrike_v	140	209					1	209	60|80|100	4180	50
4	11	6	strength_v	140	209					1	209	60|80|100	4180	50
4	11	7	dexterity_v	140	209					1	209	60|80|100	4180	50
4	11	8	ignore_fire_resist_v	100	100	140	209			2	209	60|80|100	2000	100
4	11	9	ignore_defense_v	140	209					1	209	60|80|100	4180	50
4	11	10	rangedamage_return_v	558	837					1	837	60|80|100	4185	120
4	11	11	meleedamage_return_v	558	837					1	837	60|80|100	4185	120
4	11	12	attackrating_v	140	209					1	209	60|80|100	4180	120
4	11	13	lifemax_v	2788	4181					1	4181	60|80|100	4181	100
4	11	14	manamax_v	2788	4181					1	4181	60|80|100	4181	120
4	11	15	fire_resist_v	697	1046					1	1046	60|80|100	4184	100
4	11	16	stealmana_v	279	418					1	418	60|80|100	4180	120
4	11	17	steallife_v	279	418					1	418	60|80|100	4180	100
4	11	18	recover_life_v	140	209	9	9			1	209	60|80|100	4180	100
4	11	19	recover_mana_v	140	209	9	9			1	209	60|80|100	4180	120
4	11	20	lifereplenish_w	1116	1673					1	1673	60|80|100	4183	100
4	11	21	manareplenish_w	1116	1673					1	1673	60|80|100	4183	120
4	11	22	weaken_deadlystrike_damage_v	140	209					1	209	60|80|100	4180	100
4	11	23	weaken_deadlystrike_v	140	209					1	209	60|80|100	4180	100
4	11	24	defense_v	140	209					1	209	60|80|100	4180	100
4	11	25	vitality_v	140	209					1	209	60|80|100	4180	100
4	11	26	energy_v	140	209					1	209	60|80|100	4180	100
4	11	27	return_resist_range_v	558	837					1	837	60|80|100	4185	120
4	11	28	return_resist_melee_v	558	837					1	837	60|80|100	4185	120
4	12	1	physical_firedamage_v	152	228					1	228	60|80|100	4560	50
4	12	2	energy_firedamage_v	152	228					1	228	60|80|100	4560	50
4	12	3	basic_damage_v	152	228			152	228	1	228	60|80|100	4560	50
4	12	4	deadlystrike_damage_v	152	228					1	228	60|80|100	4560	50
4	12	5	deadlystrike_v	152	228					1	228	60|80|100	4560	50
4	12	6	strength_v	152	228					1	228	60|80|100	4560	50
4	12	7	dexterity_v	152	228					1	228	60|80|100	4560	50
4	12	8	ignore_fire_resist_v	100	100	152	228			2	228	60|80|100	2000	100
4	12	9	ignore_defense_v	152	228					1	228	60|80|100	4560	50
4	12	10	rangedamage_return_v	608	912					1	912	60|80|100	4560	120
4	12	11	meleedamage_return_v	608	912					1	912	60|80|100	4560	120
4	12	12	attackrating_v	152	228					1	228	60|80|100	4560	120
4	12	13	lifemax_v	3041	4562					1	4562	60|80|100	4562	100
4	12	14	manamax_v	3041	4562					1	4562	60|80|100	4562	120
4	12	15	fire_resist_v	760	1140					1	1140	60|80|100	4560	100
4	12	16	stealmana_v	304	456					1	456	60|80|100	4560	120
4	12	17	steallife_v	304	456					1	456	60|80|100	4560	100
4	12	18	recover_life_v	152	228	9	9			1	228	60|80|100	4560	100
4	12	19	recover_mana_v	152	228	9	9			1	228	60|80|100	4560	120
4	12	20	lifereplenish_w	1216	1824					1	1824	60|80|100	4560	100
4	12	21	manareplenish_w	1216	1824					1	1824	60|80|100	4560	120
4	12	22	weaken_deadlystrike_damage_v	152	228					1	228	60|80|100	4560	100
4	12	23	weaken_deadlystrike_v	152	228					1	228	60|80|100	4560	100
4	12	24	defense_v	152	228					1	228	60|80|100	4560	100
4	12	25	vitality_v	152	228					1	228	60|80|100	4560	100
4	12	26	energy_v	152	228					1	228	60|80|100	4560	100
4	12	27	return_resist_range_v	608	912					1	912	60|80|100	4560	120
4	12	28	return_resist_melee_v	608	912					1	912	60|80|100	4560	120
4	13	1	physical_firedamage_v	160	240					1	240	60|80|100	4800	50
4	13	2	energy_firedamage_v	160	240					1	240	60|80|100	4800	50
4	13	3	basic_damage_v	160	240			160	240	1	240	60|80|100	4800	50
4	13	4	deadlystrike_damage_v	160	240					1	240	60|80|100	4800	50
4	13	5	deadlystrike_v	160	240					1	240	60|80|100	4800	50
4	13	6	strength_v	160	240					1	240	60|80|100	4800	50
4	13	7	dexterity_v	160	240					1	240	60|80|100	4800	50
4	13	8	ignore_fire_resist_v	100	100	160	240			2	240	60|80|100	2000	100
4	13	9	ignore_defense_v	160	240					1	240	60|80|100	4800	50
4	13	10	rangedamage_return_v	639	958					1	958	60|80|100	4790	120
4	13	11	meleedamage_return_v	639	958					1	958	60|80|100	4790	120
4	13	12	attackrating_v	160	240					1	240	60|80|100	4800	120
4	13	13	lifemax_v	3193	4790					1	4790	60|80|100	4790	100
4	13	14	manamax_v	3193	4790					1	4790	60|80|100	4790	120
4	13	15	fire_resist_v	799	1198					1	1198	60|80|100	4792	100
4	13	16	stealmana_v	320	479					1	479	60|80|100	4790	120
4	13	17	steallife_v	320	479					1	479	60|80|100	4790	100
4	13	18	recover_life_v	160	240	9	9			1	240	60|80|100	4800	100
4	13	19	recover_mana_v	160	240	9	9			1	240	60|80|100	4800	120
4	13	20	lifereplenish_w	1277	1916					1	1916	60|80|100	4790	100
4	13	21	manareplenish_w	1277	1916					1	1916	60|80|100	4790	120
4	13	22	weaken_deadlystrike_damage_v	160	240					1	240	60|80|100	4800	100
4	13	23	weaken_deadlystrike_v	160	240					1	240	60|80|100	4800	100
4	13	24	defense_v	160	240					1	240	60|80|100	4800	100
4	13	25	vitality_v	160	240					1	240	60|80|100	4800	100
4	13	26	energy_v	160	240					1	240	60|80|100	4800	100
4	13	27	return_resist_range_v	639	958					1	958	60|80|100	4790	120
4	13	28	return_resist_melee_v	639	958					1	958	60|80|100	4790	120
4	14	1	physical_firedamage_v	168	251					1	251	60|80|100	5020	50
4	14	2	energy_firedamage_v	168	251					1	251	60|80|100	5020	50
4	14	3	basic_damage_v	168	251			168	251	1	251	60|80|100	5020	50
4	14	4	deadlystrike_damage_v	168	251					1	251	60|80|100	5020	50
4	14	5	deadlystrike_v	168	251					1	251	60|80|100	5020	50
4	14	6	strength_v	168	251					1	251	60|80|100	5020	50
4	14	7	dexterity_v	168	251					1	251	60|80|100	5020	50
4	14	8	ignore_fire_resist_v	100	100	168	251			2	251	60|80|100	2000	100
4	14	9	ignore_defense_v	168	251					1	251	60|80|100	5020	50
4	14	10	rangedamage_return_v	671	1006					1	1006	60|80|100	5030	120
4	14	11	meleedamage_return_v	671	1006					1	1006	60|80|100	5030	120
4	14	12	attackrating_v	168	251					1	251	60|80|100	5020	120
4	14	13	lifemax_v	3351	5026					1	5026	60|80|100	5026	100
4	14	14	manamax_v	3351	5026					1	5026	60|80|100	5026	120
4	14	15	fire_resist_v	838	1257					1	1257	60|80|100	5028	100
4	14	16	stealmana_v	336	503					1	503	60|80|100	5030	120
4	14	17	steallife_v	336	503					1	503	60|80|100	5030	100
4	14	18	recover_life_v	168	251	9	9			1	251	60|80|100	5020	100
4	14	19	recover_mana_v	168	251	9	9			1	251	60|80|100	5020	120
4	14	20	lifereplenish_w	1340	2010					1	2010	60|80|100	5025	100
4	14	21	manareplenish_w	1340	2010					1	2010	60|80|100	5025	120
4	14	22	weaken_deadlystrike_damage_v	168	251					1	251	60|80|100	5020	100
4	14	23	weaken_deadlystrike_v	168	251					1	251	60|80|100	5020	100
4	14	24	defense_v	168	251					1	251	60|80|100	5020	100
4	14	25	vitality_v	168	251					1	251	60|80|100	5020	100
4	14	26	energy_v	168	251					1	251	60|80|100	5020	100
4	14	27	return_resist_range_v	671	1006					1	1006	60|80|100	5030	120
4	14	28	return_resist_melee_v	671	1006					1	1006	60|80|100	5030	120
4	15	1	physical_firedamage_v	176	263					1	263	60|80|100	5260	50
4	15	2	energy_firedamage_v	176	263					1	263	60|80|100	5260	50
4	15	3	basic_damage_v	176	263			176	263	1	263	60|80|100	5260	50
4	15	4	deadlystrike_damage_v	176	263					1	263	60|80|100	5260	50
4	15	5	deadlystrike_v	176	263					1	263	60|80|100	5260	50
4	15	6	strength_v	176	263					1	263	60|80|100	5260	50
4	15	7	dexterity_v	176	263					1	263	60|80|100	5260	50
4	15	8	ignore_fire_resist_v	100	100	176	263			2	263	60|80|100	2000	100
4	15	9	ignore_defense_v	176	263					1	263	60|80|100	5260	50
4	15	10	rangedamage_return_v	702	1053					1	1053	60|80|100	5265	120
4	15	11	meleedamage_return_v	702	1053					1	1053	60|80|100	5265	120
4	15	12	attackrating_v	176	263					1	263	60|80|100	5260	120
4	15	13	lifemax_v	3508	5262					1	5262	60|80|100	5262	100
4	15	14	manamax_v	3508	5262					1	5262	60|80|100	5262	120
4	15	15	fire_resist_v	877	1316					1	1316	60|80|100	5264	100
4	15	16	stealmana_v	352	527					1	527	60|80|100	5270	120
4	15	17	steallife_v	352	527					1	527	60|80|100	5270	100
4	15	18	recover_life_v	176	263	9	9			1	263	60|80|100	5260	100
4	15	19	recover_mana_v	176	263	9	9			1	263	60|80|100	5260	120
4	15	20	lifereplenish_w	1404	2105					1	2105	60|80|100	5263	100
4	15	21	manareplenish_w	1404	2105					1	2105	60|80|100	5263	120
4	15	22	weaken_deadlystrike_damage_v	176	263					1	263	60|80|100	5260	100
4	15	23	weaken_deadlystrike_v	176	263					1	263	60|80|100	5260	100
4	15	24	defense_v	176	263					1	263	60|80|100	5260	100
4	15	25	vitality_v	176	263					1	263	60|80|100	5260	100
4	15	26	energy_v	176	263					1	263	60|80|100	5260	100
4	15	27	return_resist_range_v	702	1053					1	1053	60|80|100	5265	120
4	15	28	return_resist_melee_v	702	1053					1	1053	60|80|100	5265	120
4	16	1	physical_firedamage_v	184	275					1	275	60|80|100	5500	50
4	16	2	energy_firedamage_v	184	275					1	275	60|80|100	5500	50
4	16	3	basic_damage_v	184	275			184	275	1	275	60|80|100	5500	50
4	16	4	deadlystrike_damage_v	184	275					1	275	60|80|100	5500	50
4	16	5	deadlystrike_v	184	275					1	275	60|80|100	5500	50
4	16	6	strength_v	184	275					1	275	60|80|100	5500	50
4	16	7	dexterity_v	184	275					1	275	60|80|100	5500	50
4	16	8	ignore_fire_resist_v	100	100	184	275			2	275	60|80|100	2000	100
4	16	9	ignore_defense_v	184	275					1	275	60|80|100	5500	50
4	16	10	rangedamage_return_v	733	1100					1	1100	60|80|100	5500	120
4	16	11	meleedamage_return_v	733	1100					1	1100	60|80|100	5500	120
4	16	12	attackrating_v	184	275					1	275	60|80|100	5500	120
4	16	13	lifemax_v	3666	5499					1	5499	60|80|100	5499	100
4	16	14	manamax_v	3666	5499					1	5499	60|80|100	5499	120
4	16	15	fire_resist_v	917	1376					1	1376	60|80|100	5504	100
4	16	16	stealmana_v	367	550					1	550	60|80|100	5500	120
4	16	17	steallife_v	367	550					1	550	60|80|100	5500	100
4	16	18	recover_life_v	184	275	9	9			1	275	60|80|100	5500	100
4	16	19	recover_mana_v	184	275	9	9			1	275	60|80|100	5500	120
4	16	20	lifereplenish_w	1467	2200					1	2200	60|80|100	5500	100
4	16	21	manareplenish_w	1467	2200					1	2200	60|80|100	5500	120
4	16	22	weaken_deadlystrike_damage_v	184	275					1	275	60|80|100	5500	100
4	16	23	weaken_deadlystrike_v	184	275					1	275	60|80|100	5500	100
4	16	24	defense_v	184	275					1	275	60|80|100	5500	100
4	16	25	vitality_v	184	275					1	275	60|80|100	5500	100
4	16	26	energy_v	184	275					1	275	60|80|100	5500	100
4	16	27	return_resist_range_v	733	1100					1	1100	60|80|100	5500	120
4	16	28	return_resist_melee_v	733	1100					1	1100	60|80|100	5500	120
4	17	1	physical_firedamage_v	192	287					1	287	60|80|100	5740	50
4	17	2	energy_firedamage_v	192	287					1	287	60|80|100	5740	50
4	17	3	basic_damage_v	192	287			192	287	1	287	60|80|100	5740	50
4	17	4	deadlystrike_damage_v	192	287					1	287	60|80|100	5740	50
4	17	5	deadlystrike_v	192	287					1	287	60|80|100	5740	50
4	17	6	strength_v	192	287					1	287	60|80|100	5740	50
4	17	7	dexterity_v	192	287					1	287	60|80|100	5740	50
4	17	8	ignore_fire_resist_v	100	100	192	287			2	287	60|80|100	2000	100
4	17	9	ignore_defense_v	192	287					1	287	60|80|100	5740	50
4	17	10	rangedamage_return_v	765	1148					1	1148	60|80|100	5740	120
4	17	11	meleedamage_return_v	765	1148					1	1148	60|80|100	5740	120
4	17	12	attackrating_v	192	287					1	287	60|80|100	5740	120
4	17	13	lifemax_v	3824	5735					1	5735	60|80|100	5735	100
4	17	14	manamax_v	3824	5735					1	5735	60|80|100	5735	120
4	17	15	fire_resist_v	956	1434					1	1434	60|80|100	5736	100
4	17	16	stealmana_v	383	574					1	574	60|80|100	5740	120
4	17	17	steallife_v	383	574					1	574	60|80|100	5740	100
4	17	18	recover_life_v	192	287	9	9			1	287	60|80|100	5740	100
4	17	19	recover_mana_v	192	287	9	9			1	287	60|80|100	5740	120
4	17	20	lifereplenish_w	1530	2295					1	2295	60|80|100	5738	100
4	17	21	manareplenish_w	1530	2295					1	2295	60|80|100	5738	120
4	17	22	weaken_deadlystrike_damage_v	192	287					1	287	60|80|100	5740	100
4	17	23	weaken_deadlystrike_v	192	287					1	287	60|80|100	5740	100
4	17	24	defense_v	192	287					1	287	60|80|100	5740	100
4	17	25	vitality_v	192	287					1	287	60|80|100	5740	100
4	17	26	energy_v	192	287					1	287	60|80|100	5740	100
4	17	27	return_resist_range_v	765	1148					1	1148	60|80|100	5740	120
4	17	28	return_resist_melee_v	765	1148					1	1148	60|80|100	5740	120
4	18	1	physical_firedamage_v	200	299					1	299	60|80|100	5980	50
4	18	2	energy_firedamage_v	200	299					1	299	60|80|100	5980	50
4	18	3	basic_damage_v	200	299			200	299	1	299	60|80|100	5980	50
4	18	4	deadlystrike_damage_v	200	299					1	299	60|80|100	5980	50
4	18	5	deadlystrike_v	200	299					1	299	60|80|100	5980	50
4	18	6	strength_v	200	299					1	299	60|80|100	5980	50
4	18	7	dexterity_v	200	299					1	299	60|80|100	5980	50
4	18	8	ignore_fire_resist_v	100	100	200	299			2	299	60|80|100	2000	100
4	18	9	ignore_defense_v	200	299					1	299	60|80|100	5980	50
4	18	10	rangedamage_return_v	796	1194					1	1194	60|80|100	5970	120
4	18	11	meleedamage_return_v	796	1194					1	1194	60|80|100	5970	120
4	18	12	attackrating_v	200	299					1	299	60|80|100	5980	120
4	18	13	lifemax_v	3982	5973					1	5973	60|80|100	5973	100
4	18	14	manamax_v	3982	5973					1	5973	60|80|100	5973	120
4	18	15	fire_resist_v	996	1493					1	1493	60|80|100	5972	100
4	18	16	stealmana_v	399	598					1	598	60|80|100	5980	120
