nId	nHole	nEnhanceLevel	nNeedExp	nMaterialsNum	nDoublePro	nDoubleAddPro	nFiveFoldPro	nFiveAddPro	nSilver	nStar	nAttrNum	szAttribType1	tbnAttribValue1	szAttribType2	tbnAttribValue2	FightPower
217	11	107	700	5	200000	100000	100000	50000	5000	10	2	allsect_waterdamage_v	1352|0|0	vitality_v	962|0|0	57900
218	11	108	700	5	200000	100000	100000	50000	5000	10	2	allsect_waterdamage_v	1359|0|0	vitality_v	966|0|0	58600
219	11	109	700	5	200000	100000	100000	50000	5000	10	2	allsect_waterdamage_v	1366|0|0	vitality_v	970|0|0	59300
220	11	110	700	5	200000	100000	100000	50000	5000	11	2	allsect_waterdamage_v	1390|0|0	vitality_v	983|0|0	60000
221	10	1	300	2	200000	100000	100000	50000	2000	0	2	allsect_wooddamage_v	9|0|0	weaken_deadlystrike_damage_v	9|0|0	300
222	10	2	300	2	200000	100000	100000	50000	2000	0	2	allsect_wooddamage_v	18|0|0	weaken_deadlystrike_damage_v	18|0|0	600
223	10	3	300	2	200000	100000	100000	50000	2000	0	2	allsect_wooddamage_v	27|0|0	weaken_deadlystrike_damage_v	27|0|0	900
224	10	4	300	2	200000	100000	100000	50000	2000	0	2	allsect_wooddamage_v	36|0|0	weaken_deadlystrike_damage_v	36|0|0	1200
225	10	5	300	2	200000	100000	100000	50000	2000	0	2	allsect_wooddamage_v	45|0|0	weaken_deadlystrike_damage_v	45|0|0	1500
226	10	6	300	2	200000	100000	100000	50000	2000	0	2	allsect_wooddamage_v	54|0|0	weaken_deadlystrike_damage_v	54|0|0	1800
227	10	7	300	2	200000	100000	100000	50000	2000	0	2	allsect_wooddamage_v	63|0|0	weaken_deadlystrike_damage_v	63|0|0	2100
228	10	8	300	2	200000	100000	100000	50000	2000	0	2	allsect_wooddamage_v	72|0|0	weaken_deadlystrike_damage_v	72|0|0	2400
229	10	9	300	2	200000	100000	100000	50000	2000	0	2	allsect_wooddamage_v	81|0|0	weaken_deadlystrike_damage_v	81|0|0	2700
230	10	10	300	2	200000	100000	100000	50000	2000	1	2	allsect_wooddamage_v	113|0|0	weaken_deadlystrike_damage_v	113|0|0	3000
231	10	11	400	3	200000	100000	100000	50000	3000	1	2	allsect_wooddamage_v	124|0|0	weaken_deadlystrike_damage_v	124|0|0	3400
232	10	12	400	3	200000	100000	100000	50000	3000	1	2	allsect_wooddamage_v	135|0|0	weaken_deadlystrike_damage_v	135|0|0	3800
233	10	13	400	3	200000	100000	100000	50000	3000	1	2	allsect_wooddamage_v	146|0|0	weaken_deadlystrike_damage_v	146|0|0	4200
234	10	14	400	3	200000	100000	100000	50000	3000	1	2	allsect_wooddamage_v	157|0|0	weaken_deadlystrike_damage_v	157|0|0	4600
235	10	15	400	3	200000	100000	100000	50000	3000	1	2	allsect_wooddamage_v	169|0|0	weaken_deadlystrike_damage_v	169|0|0	5000
236	10	16	400	3	200000	100000	100000	50000	3000	1	2	allsect_wooddamage_v	180|0|0	weaken_deadlystrike_damage_v	180|0|0	5400
237	10	17	400	3	200000	100000	100000	50000	3000	1	2	allsect_wooddamage_v	191|0|0	weaken_deadlystrike_damage_v	191|0|0	5800
238	10	18	400	3	200000	100000	100000	50000	3000	1	2	allsect_wooddamage_v	202|0|0	weaken_deadlystrike_damage_v	202|0|0	6200
239	10	19	400	3	200000	100000	100000	50000	3000	1	2	allsect_wooddamage_v	213|0|0	weaken_deadlystrike_damage_v	213|0|0	6600
240	10	20	400	3	200000	100000	100000	50000	3000	2	2	allsect_wooddamage_v	253|0|0	weaken_deadlystrike_damage_v	253|0|0	7000
241	10	21	400	3	200000	100000	100000	50000	3000	2	2	allsect_wooddamage_v	263|0|0	weaken_deadlystrike_damage_v	263|0|0	7400
242	10	22	400	3	200000	100000	100000	50000	3000	2	2	allsect_wooddamage_v	273|0|0	weaken_deadlystrike_damage_v	273|0|0	7800
243	10	23	400	3	200000	100000	100000	50000	3000	2	2	allsect_wooddamage_v	284|0|0	weaken_deadlystrike_damage_v	284|0|0	8200
244	10	24	400	3	200000	100000	100000	50000	3000	2	2	allsect_wooddamage_v	294|0|0	weaken_deadlystrike_damage_v	294|0|0	8600
245	10	25	400	3	200000	100000	100000	50000	3000	2	2	allsect_wooddamage_v	305|0|0	weaken_deadlystrike_damage_v	305|0|0	9000
246	10	26	400	3	200000	100000	100000	50000	3000	2	2	allsect_wooddamage_v	315|0|0	weaken_deadlystrike_damage_v	315|0|0	9400
247	10	27	400	3	200000	100000	100000	50000	3000	2	2	allsect_wooddamage_v	325|0|0	weaken_deadlystrike_damage_v	325|0|0	9800
248	10	28	400	3	200000	100000	100000	50000	3000	2	2	allsect_wooddamage_v	336|0|0	weaken_deadlystrike_damage_v	336|0|0	10200
249	10	29	400	3	200000	100000	100000	50000	3000	2	2	allsect_wooddamage_v	346|0|0	weaken_deadlystrike_damage_v	346|0|0	10600
250	10	30	400	3	200000	100000	100000	50000	3000	3	2	allsect_wooddamage_v	383|0|0	weaken_deadlystrike_damage_v	383|0|0	11000
251	10	31	500	4	200000	100000	100000	50000	4000	3	2	allsect_wooddamage_v	395|0|0	weaken_deadlystrike_damage_v	395|0|0	11500
252	10	32	500	4	200000	100000	100000	50000	4000	3	2	allsect_wooddamage_v	407|0|0	weaken_deadlystrike_damage_v	407|0|0	12000
253	10	33	500	4	200000	100000	100000	50000	4000	3	2	allsect_wooddamage_v	419|0|0	weaken_deadlystrike_damage_v	419|0|0	12500
254	10	34	500	4	200000	100000	100000	50000	4000	3	2	allsect_wooddamage_v	431|0|0	weaken_deadlystrike_damage_v	431|0|0	13000
255	10	35	500	4	200000	100000	100000	50000	4000	3	2	allsect_wooddamage_v	443|0|0	weaken_deadlystrike_damage_v	443|0|0	13500
256	10	36	500	4	200000	100000	100000	50000	4000	3	2	allsect_wooddamage_v	455|0|0	weaken_deadlystrike_damage_v	455|0|0	14000
257	10	37	500	4	200000	100000	100000	50000	4000	3	2	allsect_wooddamage_v	467|0|0	weaken_deadlystrike_damage_v	467|0|0	14500
258	10	38	500	4	200000	100000	100000	50000	4000	3	2	allsect_wooddamage_v	479|0|0	weaken_deadlystrike_damage_v	479|0|0	15000
259	10	39	500	4	200000	100000	100000	50000	4000	3	2	allsect_wooddamage_v	491|0|0	weaken_deadlystrike_damage_v	491|0|0	15500
260	10	40	500	4	200000	100000	100000	50000	4000	4	2	allsect_wooddamage_v	533|0|0	weaken_deadlystrike_damage_v	533|0|0	16000
261	10	41	500	4	200000	100000	100000	50000	4000	4	2	allsect_wooddamage_v	544|0|0	weaken_deadlystrike_damage_v	544|0|0	16500
262	10	42	500	4	200000	100000	100000	50000	4000	4	2	allsect_wooddamage_v	555|0|0	weaken_deadlystrike_damage_v	555|0|0	17000
263	10	43	500	4	200000	100000	100000	50000	4000	4	2	allsect_wooddamage_v	566|0|0	weaken_deadlystrike_damage_v	566|0|0	17500
264	10	44	500	4	200000	100000	100000	50000	4000	4	2	allsect_wooddamage_v	577|0|0	weaken_deadlystrike_damage_v	577|0|0	18000
265	10	45	500	4	200000	100000	100000	50000	4000	4	2	allsect_wooddamage_v	588|0|0	weaken_deadlystrike_damage_v	588|0|0	18500
266	10	46	500	4	200000	100000	100000	50000	4000	4	2	allsect_wooddamage_v	599|0|0	weaken_deadlystrike_damage_v	599|0|0	19000
267	10	47	500	4	200000	100000	100000	50000	4000	4	2	allsect_wooddamage_v	610|0|0	weaken_deadlystrike_damage_v	610|0|0	19500
268	10	48	500	4	200000	100000	100000	50000	4000	4	2	allsect_wooddamage_v	621|0|0	weaken_deadlystrike_damage_v	621|0|0	20000
269	10	49	500	4	200000	100000	100000	50000	4000	4	2	allsect_wooddamage_v	632|0|0	weaken_deadlystrike_damage_v	632|0|0	20500
270	10	50	500	4	200000	100000	100000	50000	4000	5	2	allsect_wooddamage_v	670|0|0	weaken_deadlystrike_damage_v	670|0|0	21000
271	10	51	600	4	200000	100000	100000	50000	4000	5	2	allsect_wooddamage_v	682|0|0	weaken_deadlystrike_damage_v	682|0|0	21600
272	10	52	600	4	200000	100000	100000	50000	4000	5	2	allsect_wooddamage_v	694|0|0	weaken_deadlystrike_damage_v	694|0|0	22200
273	10	53	600	4	200000	100000	100000	50000	4000	5	2	allsect_wooddamage_v	706|0|0	weaken_deadlystrike_damage_v	706|0|0	22800
274	10	54	600	4	200000	100000	100000	50000	4000	5	2	allsect_wooddamage_v	718|0|0	weaken_deadlystrike_damage_v	718|0|0	23400
275	10	55	600	4	200000	100000	100000	50000	4000	5	2	allsect_wooddamage_v	730|0|0	weaken_deadlystrike_damage_v	730|0|0	24000
276	10	56	600	4	200000	100000	100000	50000	4000	5	2	allsect_wooddamage_v	742|0|0	weaken_deadlystrike_damage_v	742|0|0	24600
277	10	57	600	4	200000	100000	100000	50000	4000	5	2	allsect_wooddamage_v	754|0|0	weaken_deadlystrike_damage_v	754|0|0	25200
278	10	58	600	4	200000	100000	100000	50000	4000	5	2	allsect_wooddamage_v	766|0|0	weaken_deadlystrike_damage_v	766|0|0	25800
279	10	59	600	4	200000	100000	100000	50000	4000	5	2	allsect_wooddamage_v	778|0|0	weaken_deadlystrike_damage_v	778|0|0	26400
280	10	60	600	4	200000	100000	100000	50000	4000	6	2	allsect_wooddamage_v	820|0|0	weaken_deadlystrike_damage_v	820|0|0	27000
281	10	61	600	4	200000	100000	100000	50000	4000	6	2	allsect_wooddamage_v	831|0|0	weaken_deadlystrike_damage_v	831|0|0	27600
282	10	62	600	4	200000	100000	100000	50000	4000	6	2	allsect_wooddamage_v	842|0|0	weaken_deadlystrike_damage_v	842|0|0	28200
283	10	63	600	4	200000	100000	100000	50000	4000	6	2	allsect_wooddamage_v	852|0|0	weaken_deadlystrike_damage_v	852|0|0	28800
284	10	64	600	4	200000	100000	100000	50000	4000	6	2	allsect_wooddamage_v	863|0|0	weaken_deadlystrike_damage_v	863|0|0	29400
285	10	65	600	4	200000	100000	100000	50000	4000	6	2	allsect_wooddamage_v	874|0|0	weaken_deadlystrike_damage_v	874|0|0	30000
286	10	66	600	4	200000	100000	100000	50000	4000	6	2	allsect_wooddamage_v	885|0|0	weaken_deadlystrike_damage_v	885|0|0	30600
287	10	67	600	4	200000	100000	100000	50000	4000	6	2	allsect_wooddamage_v	896|0|0	weaken_deadlystrike_damage_v	896|0|0	31200
288	10	68	600	4	200000	100000	100000	50000	4000	6	2	allsect_wooddamage_v	906|0|0	weaken_deadlystrike_damage_v	906|0|0	31800
289	10	69	600	4	200000	100000	100000	50000	4000	6	2	allsect_wooddamage_v	917|0|0	weaken_deadlystrike_damage_v	917|0|0	32400
290	10	70	600	4	200000	100000	100000	50000	4000	7	2	allsect_wooddamage_v	955|0|0	weaken_deadlystrike_damage_v	955|0|0	33000
291	10	71	600	4	200000	100000	100000	50000	4000	7	2	allsect_wooddamage_v	965|0|0	weaken_deadlystrike_damage_v	965|0|0	33600
292	10	72	600	4	200000	100000	100000	50000	4000	7	2	allsect_wooddamage_v	974|0|0	weaken_deadlystrike_damage_v	974|0|0	34200
293	10	73	600	4	200000	100000	100000	50000	4000	7	2	allsect_wooddamage_v	984|0|0	weaken_deadlystrike_damage_v	984|0|0	34800
294	10	74	600	4	200000	100000	100000	50000	4000	7	2	allsect_wooddamage_v	993|0|0	weaken_deadlystrike_damage_v	993|0|0	35400
295	10	75	600	4	200000	100000	100000	50000	4000	7	2	allsect_wooddamage_v	1003|0|0	weaken_deadlystrike_damage_v	1003|0|0	36000
296	10	76	600	4	200000	100000	100000	50000	4000	7	2	allsect_wooddamage_v	1013|0|0	weaken_deadlystrike_damage_v	1013|0|0	36600
297	10	77	600	4	200000	100000	100000	50000	4000	7	2	allsect_wooddamage_v	1022|0|0	weaken_deadlystrike_damage_v	1022|0|0	37200
298	10	78	600	4	200000	100000	100000	50000	4000	7	2	allsect_wooddamage_v	1032|0|0	weaken_deadlystrike_damage_v	1032|0|0	37800
299	10	79	600	4	200000	100000	100000	50000	4000	7	2	allsect_wooddamage_v	1041|0|0	weaken_deadlystrike_damage_v	1041|0|0	38400
300	10	80	600	4	200000	100000	100000	50000	4000	8	2	allsect_wooddamage_v	1075|0|0	weaken_deadlystrike_damage_v	1075|0|0	39000
301	10	81	700	5	200000	100000	100000	50000	5000	8	2	allsect_wooddamage_v	1085|0|0	weaken_deadlystrike_damage_v	1085|0|0	39700
302	10	82	700	5	200000	100000	100000	50000	5000	8	2	allsect_wooddamage_v	1095|0|0	weaken_deadlystrike_damage_v	1095|0|0	40400
303	10	83	700	5	200000	100000	100000	50000	5000	8	2	allsect_wooddamage_v	1104|0|0	weaken_deadlystrike_damage_v	1104|0|0	41100
304	10	84	700	5	200000	100000	100000	50000	5000	8	2	allsect_wooddamage_v	1114|0|0	weaken_deadlystrike_damage_v	1114|0|0	41800
305	10	85	700	5	200000	100000	100000	50000	5000	8	2	allsect_wooddamage_v	1124|0|0	weaken_deadlystrike_damage_v	1124|0|0	42500
306	10	86	700	5	200000	100000	100000	50000	5000	8	2	allsect_wooddamage_v	1134|0|0	weaken_deadlystrike_damage_v	1134|0|0	43200
307	10	87	700	5	200000	100000	100000	50000	5000	8	2	allsect_wooddamage_v	1144|0|0	weaken_deadlystrike_damage_v	1144|0|0	43900
308	10	88	700	5	200000	100000	100000	50000	5000	8	2	allsect_wooddamage_v	1153|0|0	weaken_deadlystrike_damage_v	1153|0|0	44600
309	10	89	700	5	200000	100000	100000	50000	5000	8	2	allsect_wooddamage_v	1163|0|0	weaken_deadlystrike_damage_v	1163|0|0	45300
310	10	90	700	5	200000	100000	100000	50000	5000	9	2	allsect_wooddamage_v	1198|0|0	weaken_deadlystrike_damage_v	1198|0|0	46000
311	10	91	700	5	200000	100000	100000	50000	5000	9	2	allsect_wooddamage_v	1206|0|0	weaken_deadlystrike_damage_v	1206|0|0	46700
312	10	92	700	5	200000	100000	100000	50000	5000	9	2	allsect_wooddamage_v	1214|0|0	weaken_deadlystrike_damage_v	1214|0|0	47400
313	10	93	700	5	200000	100000	100000	50000	5000	9	2	allsect_wooddamage_v	1223|0|0	weaken_deadlystrike_damage_v	1223|0|0	48100
314	10	94	700	5	200000	100000	100000	50000	5000	9	2	allsect_wooddamage_v	1231|0|0	weaken_deadlystrike_damage_v	1231|0|0	48800
315	10	95	700	5	200000	100000	100000	50000	5000	9	2	allsect_wooddamage_v	1240|0|0	weaken_deadlystrike_damage_v	1240|0|0	49500
316	10	96	700	5	200000	100000	100000	50000	5000	9	2	allsect_wooddamage_v	1248|0|0	weaken_deadlystrike_damage_v	1248|0|0	50200
317	10	97	700	5	200000	100000	100000	50000	5000	9	2	allsect_wooddamage_v	1256|0|0	weaken_deadlystrike_damage_v	1256|0|0	50900
318	10	98	700	5	200000	100000	100000	50000	5000	9	2	allsect_wooddamage_v	1265|0|0	weaken_deadlystrike_damage_v	1265|0|0	51600
319	10	99	700	5	200000	100000	100000	50000	5000	9	2	allsect_wooddamage_v	1273|0|0	weaken_deadlystrike_damage_v	1273|0|0	52300
320	10	100	700	5	200000	100000	100000	50000	5000	10	2	allsect_wooddamage_v	1303|0|0	weaken_deadlystrike_damage_v	1303|0|0	53000
321	10	101	700	5	200000	100000	100000	50000	5000	10	2	allsect_wooddamage_v	1310|0|0	weaken_deadlystrike_damage_v	1310|0|0	53700
322	10	102	700	5	200000	100000	100000	50000	5000	10	2	allsect_wooddamage_v	1317|0|0	weaken_deadlystrike_damage_v	1317|0|0	54400
323	10	103	700	5	200000	100000	100000	50000	5000	10	2	allsect_wooddamage_v	1324|0|0	weaken_deadlystrike_damage_v	1324|0|0	55100
324	10	104	700	5	200000	100000	100000	50000	5000	10	2	allsect_wooddamage_v	1331|0|0	weaken_deadlystrike_damage_v	1331|0|0	55800
325	10	105	700	5	200000	100000	100000	50000	5000	10	2	allsect_wooddamage_v	1338|0|0	weaken_deadlystrike_damage_v	1338|0|0	56500
326	10	106	700	5	200000	100000	100000	50000	5000	10	2	allsect_wooddamage_v	1345|0|0	weaken_deadlystrike_damage_v	1345|0|0	57200
327	10	107	700	5	200000	100000	100000	50000	5000	10	2	allsect_wooddamage_v	1352|0|0	weaken_deadlystrike_damage_v	1352|0|0	57900
328	10	108	700	5	200000	100000	100000	50000	5000	10	2	allsect_wooddamage_v	1359|0|0	weaken_deadlystrike_damage_v	1359|0|0	58600
329	10	109	700	5	200000	100000	100000	50000	5000	10	2	allsect_wooddamage_v	1366|0|0	weaken_deadlystrike_damage_v	1366|0|0	59300
330	10	110	700	5	200000	100000	100000	50000	5000	11	2	allsect_wooddamage_v	1390|0|0	weaken_deadlystrike_damage_v	1390|0|0	60000
331	12	1	300	2	200000	100000	100000	50000	2000	0	2	allsect_firedamage_v	9|0|0	steallife_v	18|0|0	300
332	12	2	300	2	200000	100000	100000	50000	2000	0	2	allsect_firedamage_v	18|0|0	steallife_v	36|0|0	600
333	12	3	300	2	200000	100000	100000	50000	2000	0	2	allsect_firedamage_v	27|0|0	steallife_v	54|0|0	900
334	12	4	300	2	200000	100000	100000	50000	2000	0	2	allsect_firedamage_v	36|0|0	steallife_v	72|0|0	1200
335	12	5	300	2	200000	100000	100000	50000	2000	0	2	allsect_firedamage_v	45|0|0	steallife_v	90|0|0	1500
336	12	6	300	2	200000	100000	100000	50000	2000	0	2	allsect_firedamage_v	54|0|0	steallife_v	108|0|0	1800
337	12	7	300	2	200000	100000	100000	50000	2000	0	2	allsect_firedamage_v	63|0|0	steallife_v	126|0|0	2100
338	12	8	300	2	200000	100000	100000	50000	2000	0	2	allsect_firedamage_v	72|0|0	steallife_v	144|0|0	2400
339	12	9	300	2	200000	100000	100000	50000	2000	0	2	allsect_firedamage_v	81|0|0	steallife_v	162|0|0	2700
340	12	10	300	2	200000	100000	100000	50000	2000	1	2	allsect_firedamage_v	113|0|0	steallife_v	225|0|0	3000
341	12	11	400	3	200000	100000	100000	50000	3000	1	2	allsect_firedamage_v	124|0|0	steallife_v	247|0|0	3400
342	12	12	400	3	200000	100000	100000	50000	3000	1	2	allsect_firedamage_v	135|0|0	steallife_v	270|0|0	3800
343	12	13	400	3	200000	100000	100000	50000	3000	1	2	allsect_firedamage_v	146|0|0	steallife_v	292|0|0	4200
344	12	14	400	3	200000	100000	100000	50000	3000	1	2	allsect_firedamage_v	157|0|0	steallife_v	315|0|0	4600
345	12	15	400	3	200000	100000	100000	50000	3000	1	2	allsect_firedamage_v	169|0|0	steallife_v	337|0|0	5000
346	12	16	400	3	200000	100000	100000	50000	3000	1	2	allsect_firedamage_v	180|0|0	steallife_v	359|0|0	5400
347	12	17	400	3	200000	100000	100000	50000	3000	1	2	allsect_firedamage_v	191|0|0	steallife_v	382|0|0	5800
348	12	18	400	3	200000	100000	100000	50000	3000	1	2	allsect_firedamage_v	202|0|0	steallife_v	404|0|0	6200
349	12	19	400	3	200000	100000	100000	50000	3000	1	2	allsect_firedamage_v	213|0|0	steallife_v	427|0|0	6600
350	12	20	400	3	200000	100000	100000	50000	3000	2	2	allsect_firedamage_v	253|0|0	steallife_v	505|0|0	7000
351	12	21	400	3	200000	100000	100000	50000	3000	2	2	allsect_firedamage_v	263|0|0	steallife_v	526|0|0	7400
352	12	22	400	3	200000	100000	100000	50000	3000	2	2	allsect_firedamage_v	273|0|0	steallife_v	547|0|0	7800
353	12	23	400	3	200000	100000	100000	50000	3000	2	2	allsect_firedamage_v	284|0|0	steallife_v	567|0|0	8200
354	12	24	400	3	200000	100000	100000	50000	3000	2	2	allsect_firedamage_v	294|0|0	steallife_v	588|0|0	8600
355	12	25	400	3	200000	100000	100000	50000	3000	2	2	allsect_firedamage_v	305|0|0	steallife_v	609|0|0	9000
356	12	26	400	3	200000	100000	100000	50000	3000	2	2	allsect_firedamage_v	315|0|0	steallife_v	630|0|0	9400
357	12	27	400	3	200000	100000	100000	50000	3000	2	2	allsect_firedamage_v	325|0|0	steallife_v	651|0|0	9800
358	12	28	400	3	200000	100000	100000	50000	3000	2	2	allsect_firedamage_v	336|0|0	steallife_v	671|0|0	10200
359	12	29	400	3	200000	100000	100000	50000	3000	2	2	allsect_firedamage_v	346|0|0	steallife_v	692|0|0	10600
360	12	30	400	3	200000	100000	100000	50000	3000	3	2	allsect_firedamage_v	383|0|0	steallife_v	765|0|0	11000
361	12	31	500	4	200000	100000	100000	50000	4000	3	2	allsect_firedamage_v	395|0|0	steallife_v	789|0|0	11500
362	12	32	500	4	200000	100000	100000	50000	4000	3	2	allsect_firedamage_v	407|0|0	steallife_v	813|0|0	12000
363	12	33	500	4	200000	100000	100000	50000	4000	3	2	allsect_firedamage_v	419|0|0	steallife_v	837|0|0	12500
364	12	34	500	4	200000	100000	100000	50000	4000	3	2	allsect_firedamage_v	431|0|0	steallife_v	861|0|0	13000
365	12	35	500	4	200000	100000	100000	50000	4000	3	2	allsect_firedamage_v	443|0|0	steallife_v	885|0|0	13500
366	12	36	500	4	200000	100000	100000	50000	4000	3	2	allsect_firedamage_v	455|0|0	steallife_v	909|0|0	14000
367	12	37	500	4	200000	100000	100000	50000	4000	3	2	allsect_firedamage_v	467|0|0	steallife_v	933|0|0	14500
368	12	38	500	4	200000	100000	100000	50000	4000	3	2	allsect_firedamage_v	479|0|0	steallife_v	957|0|0	15000
369	12	39	500	4	200000	100000	100000	50000	4000	3	2	allsect_firedamage_v	491|0|0	steallife_v	981|0|0	15500
370	12	40	500	4	200000	100000	100000	50000	4000	4	2	allsect_firedamage_v	533|0|0	steallife_v	1065|0|0	16000
371	12	41	500	4	200000	100000	100000	50000	4000	4	2	allsect_firedamage_v	544|0|0	steallife_v	1087|0|0	16500
372	12	42	500	4	200000	100000	100000	50000	4000	4	2	allsect_firedamage_v	555|0|0	steallife_v	1109|0|0	17000
373	12	43	500	4	200000	100000	100000	50000	4000	4	2	allsect_firedamage_v	566|0|0	steallife_v	1131|0|0	17500
374	12	44	500	4	200000	100000	100000	50000	4000	4	2	allsect_firedamage_v	577|0|0	steallife_v	1153|0|0	18000
375	12	45	500	4	200000	100000	100000	50000	4000	4	2	allsect_firedamage_v	588|0|0	steallife_v	1175|0|0	18500
376	12	46	500	4	200000	100000	100000	50000	4000	4	2	allsect_firedamage_v	599|0|0	steallife_v	1197|0|0	19000
377	12	47	500	4	200000	100000	100000	50000	4000	4	2	allsect_firedamage_v	610|0|0	steallife_v	1219|0|0	19500
378	12	48	500	4	200000	100000	100000	50000	4000	4	2	allsect_firedamage_v	621|0|0	steallife_v	1241|0|0	20000
379	12	49	500	4	200000	100000	100000	50000	4000	4	2	allsect_firedamage_v	632|0|0	steallife_v	1263|0|0	20500
380	12	50	500	4	200000	100000	100000	50000	4000	5	2	allsect_firedamage_v	670|0|0	steallife_v	1340|0|0	21000
381	12	51	600	4	200000	100000	100000	50000	4000	5	2	allsect_firedamage_v	682|0|0	steallife_v	1364|0|0	21600
382	12	52	600	4	200000	100000	100000	50000	4000	5	2	allsect_firedamage_v	694|0|0	steallife_v	1388|0|0	22200
383	12	53	600	4	200000	100000	100000	50000	4000	5	2	allsect_firedamage_v	706|0|0	steallife_v	1412|0|0	22800
384	12	54	600	4	200000	100000	100000	50000	4000	5	2	allsect_firedamage_v	718|0|0	steallife_v	1436|0|0	23400
385	12	55	600	4	200000	100000	100000	50000	4000	5	2	allsect_firedamage_v	730|0|0	steallife_v	1460|0|0	24000
386	12	56	600	4	200000	100000	100000	50000	4000	5	2	allsect_firedamage_v	742|0|0	steallife_v	1484|0|0	24600
387	12	57	600	4	200000	100000	100000	50000	4000	5	2	allsect_firedamage_v	754|0|0	steallife_v	1508|0|0	25200
388	12	58	600	4	200000	100000	100000	50000	4000	5	2	allsect_firedamage_v	766|0|0	steallife_v	1532|0|0	25800
389	12	59	600	4	200000	100000	100000	50000	4000	5	2	allsect_firedamage_v	778|0|0	steallife_v	1556|0|0	26400
390	12	60	600	4	200000	100000	100000	50000	4000	6	2	allsect_firedamage_v	820|0|0	steallife_v	1640|0|0	27000
391	12	61	600	4	200000	100000	100000	50000	4000	6	2	allsect_firedamage_v	831|0|0	steallife_v	1662|0|0	27600
392	12	62	600	4	200000	100000	100000	50000	4000	6	2	allsect_firedamage_v	842|0|0	steallife_v	1683|0|0	28200
393	12	63	600	4	200000	100000	100000	50000	4000	6	2	allsect_firedamage_v	852|0|0	steallife_v	1705|0|0	28800
394	12	64	600	4	200000	100000	100000	50000	4000	6	2	allsect_firedamage_v	863|0|0	steallife_v	1726|0|0	29400
395	12	65	600	4	200000	100000	100000	50000	4000	6	2	allsect_firedamage_v	874|0|0	steallife_v	1748|0|0	30000
396	12	66	600	4	200000	100000	100000	50000	4000	6	2	allsect_firedamage_v	885|0|0	steallife_v	1770|0|0	30600
397	12	67	600	4	200000	100000	100000	50000	4000	6	2	allsect_firedamage_v	896|0|0	steallife_v	1791|0|0	31200
398	12	68	600	4	200000	100000	100000	50000	4000	6	2	allsect_firedamage_v	906|0|0	steallife_v	1813|0|0	31800
399	12	69	600	4	200000	100000	100000	50000	4000	6	2	allsect_firedamage_v	917|0|0	steallife_v	1834|0|0	32400
400	12	70	600	4	200000	100000	100000	50000	4000	7	2	allsect_firedamage_v	955|0|0	steallife_v	1910|0|0	33000
401	12	71	600	4	200000	100000	100000	50000	4000	7	2	allsect_firedamage_v	965|0|0	steallife_v	1929|0|0	33600
402	12	72	600	4	200000	100000	100000	50000	4000	7	2	allsect_firedamage_v	974|0|0	steallife_v	1948|0|0	34200
403	12	73	600	4	200000	100000	100000	50000	4000	7	2	allsect_firedamage_v	984|0|0	steallife_v	1968|0|0	34800
404	12	74	600	4	200000	100000	100000	50000	4000	7	2	allsect_firedamage_v	993|0|0	steallife_v	1987|0|0	35400
405	12	75	600	4	200000	100000	100000	50000	4000	7	2	allsect_firedamage_v	1003|0|0	steallife_v	2006|0|0	36000
406	12	76	600	4	200000	100000	100000	50000	4000	7	2	allsect_firedamage_v	1013|0|0	steallife_v	2025|0|0	36600
407	12	77	600	4	200000	100000	100000	50000	4000	7	2	allsect_firedamage_v	1022|0|0	steallife_v	2044|0|0	37200
408	12	78	600	4	200000	100000	100000	50000	4000	7	2	allsect_firedamage_v	1032|0|0	steallife_v	2064|0|0	37800
409	12	79	600	4	200000	100000	100000	50000	4000	7	2	allsect_firedamage_v	1041|0|0	steallife_v	2083|0|0	38400
410	12	80	600	4	200000	100000	100000	50000	4000	8	2	allsect_firedamage_v	1075|0|0	steallife_v	2150|0|0	39000
411	12	81	700	5	200000	100000	100000	50000	5000	8	2	allsect_firedamage_v	1085|0|0	steallife_v	2170|0|0	39700
412	12	82	700	5	200000	100000	100000	50000	5000	8	2	allsect_firedamage_v	1095|0|0	steallife_v	2189|0|0	40400
413	12	83	700	5	200000	100000	100000	50000	5000	8	2	allsect_firedamage_v	1104|0|0	steallife_v	2209|0|0	41100
414	12	84	700	5	200000	100000	100000	50000	5000	8	2	allsect_firedamage_v	1114|0|0	steallife_v	2228|0|0	41800
415	12	85	700	5	200000	100000	100000	50000	5000	8	2	allsect_firedamage_v	1124|0|0	steallife_v	2248|0|0	42500
416	12	86	700	5	200000	100000	100000	50000	5000	8	2	allsect_firedamage_v	1134|0|0	steallife_v	2268|0|0	43200
417	12	87	700	5	200000	100000	100000	50000	5000	8	2	allsect_firedamage_v	1144|0|0	steallife_v	2287|0|0	43900
418	12	88	700	5	200000	100000	100000	50000	5000	8	2	allsect_firedamage_v	1153|0|0	steallife_v	2307|0|0	44600
419	12	89	700	5	200000	100000	100000	50000	5000	8	2	allsect_firedamage_v	1163|0|0	steallife_v	2326|0|0	45300
420	12	90	700	5	200000	100000	100000	50000	5000	9	2	allsect_firedamage_v	1198|0|0	steallife_v	2395|0|0	46000
421	12	91	700	5	200000	100000	100000	50000	5000	9	2	allsect_firedamage_v	1206|0|0	steallife_v	2412|0|0	46700
