TimeFrame	ShowAwardID	ShowNpcID	Desc	BossId	BossNum	FalseBossId	FalseBossNum	NpcLevel	SeriesType	AwardId	TongAwardId	PosIDs	MapID	MapName	Pos	Sort	Priority	FalsePriority	CanNotBianYi	Group
OpenLevel289	1	6201	<i18n=1093>	6201	1			150	2	7	22	33,34,49,50,55,56				7	7	0	0	1
OpenLevel289	1	6202	<i18n=10136>	6202	1			150	3	7	22	39,40,45,46,57,58				8	7	0	0	1
OpenLevel289	1	6203	<i18n=15720>	6203	1			150	4	7	22	47,48,41,42,51,52				9	7	0	0	1
OpenLevel289	1	6204	<i18n=13772>	6204	1			150	5	7	22	59,60,35,36,53,54				10	7	0	0	1
OpenLevel289	1	6205	<i18n=1955>	6205	2			170	1	12	27	61,62,67,68,73,74				1	7	0	0	1
OpenLevel289	1	6206	<i18n=107>	6206	2			170	2	12	27	63,64,79,80,85,86				2	7	0	0	1
OpenLevel289	1	6207	<i18n=9390>	6207	2			170	3	12	27	69,70,75,76,87,88				3	7	0	0	1
OpenLevel289	1	6208	<i18n=10375>	6208	2			170	4	12	27	77,78,71,72,81,82				4	7	0	0	1
OpenLevel289	1	6209	<i18n=4432>	6209	2			170	5	12	27	89,90,65,66,83,84				5	7	0	0	1
OpenLevel299	1	6210	<i18n=9144>	6210	1			155	1	7	22	31,32,37,38,43,44				6	7	0	0	1
OpenLevel299	1	6211	<i18n=1093>	6211	1			155	2	7	22	33,34,49,50,55,56				7	7	0	0	1
OpenLevel299	1	6212	<i18n=10136>	6212	1			155	3	7	22	39,40,45,46,57,58				8	7	0	0	1
OpenLevel299	1	6213	<i18n=15720>	6213	1			155	4	7	22	47,48,41,42,51,52				9	7	0	0	1
OpenLevel299	1	6214	<i18n=13772>	6214	1			155	5	7	22	59,60,35,36,53,54				10	7	0	0	1
OpenLevel299	1	6215	<i18n=1955>	6215	2			175	1	12	27	61,62,67,68,73,74				1	7	0	0	1
OpenLevel299	1	6216	<i18n=107>	6216	2			175	2	12	27	63,64,79,80,85,86				2	7	0	0	1
OpenLevel299	1	6217	<i18n=9390>	6217	2			175	3	12	27	69,70,75,76,87,88				3	7	0	0	1
OpenLevel299	1	6218	<i18n=10375>	6218	2			175	4	12	27	77,78,71,72,81,82				4	7	0	0	1
OpenLevel299	1	6219	<i18n=4432>	6219	2			175	5	12	27	89,90,65,66,83,84				5	7	0	0	1
