NpcName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType	LevelSettingKey
<i18n=11053>	9171	20		79613	81884	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		80692	83503	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		81022	85650	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		79321	89091	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		79287	86993	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		76739	86969	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		77026	83505	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		79691	83261	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		78015	85347	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		81291	151522	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		92759	143901	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		99246	117440	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		103423	111571	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		103940	85052	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		34775	133984	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		41875	122279	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		53075	133578	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		67004	144628	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		81138	136173	0	0	191	-1	0	0			1	maplevel170
<i18n=13651>	9168	20		80991	111037	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		38387	100358	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		43279	83375	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		55361	68567	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		66720	74955	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		80378	87821	0	0	191	-1	0	0			1	maplevel170
<i18n=11053>	9171	20		73767	39936	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		23317	66899	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		28303	58007	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		46167	50950	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		67359	49208	0	0	191	-1	0	0			1	maplevel170
<i18n=5864>	9169	20		90806	108306	0	0	191	-1	0	0			1	maplevel170
<i18n=4634>	9170	20		17992	37176	0	0	191	-1	0	0			1	maplevel170
